C:\Test.Xpress Projects\Tubo Kunt Flávia\Data\Cartao.1_M1.xdf;03.10.19;11:51:52;;;
;C1:  Time[s];C1:  [Pa];C2:  Time[s];C2:  [Pa];M1: FRF(C1,C2) Frequency[Hz];M1: FRF(C1,C2) [](A);;M2: FRF(C2,C1) Frequency[Hz];M2: FRF(C2,C1) [](A);;M3: FFT(C1) Frequency[Hz];M3: FFT(C1) [Pa](A);;M4: FFT(C2) Frequency[Hz];M4: FFT(C2) [Pa](A);;M5: PHASE(M1) Frequency[Hz];M5: PHASE(M1) Phase[°](A);M6: PHASE(M2) Frequency[Hz];M6: PHASE(M2) Phase[°](A)
Unit;s;Pa;s;Pa;Hz;;;Hz;;;Hz;Pa;;Hz;Pa;;Hz;°;Hz;°
Sensor;;;;;;;;;;;;;;;;;;;;
PointId;;;;;;;;;;;;;;;;;;;;
PointDir;;'';;'';;'';;;'';;;'';;;'';;;'';;''
Info1;;;;;;;;;;;;;;;;;;;;
Info2;;;;;;;;;;;;;;;;;;;;
Info3;;;;;;;;;;;;;;;;;;;;
Info4;;;;;;;;;;;;;;;;;;;;
Z Axis;;;;;;;;;;;;;;;;
;0,77;5,28;0,77;-0,37;;;;;;;;;;;;;;;;
;0,77;4,83;0,77;8,35;;;;;;;;;;;;;;;;
;0,77;2,78;0,77;12,45;;;;;;;;;;;;;;;;
;0,77;0,12;0,77;6,22;;;;;;;;;;;;;;;;
;0,78;7,23;0,78;-6,07;;;;;;;;;;;;;;;;
;0,78;4,06;0,78;-3,28;;;;;;;;;;;;;;;;
;0,78;-7,39;0,78;4,13;;;;;;;;;;;;;;;;
;0,78;0,68;0,78;2,57;;;;;;;;;;;;;;;;
;0,78;-1,52;0,78;-3,15;;;;;;;;;;;;;;;;
;0,78;-3,20;0,78;-5,59;;;;;;;;;;;;;;;;
;0,78;-1,92;0,78;-6,57;;;;;;;;;;;;;;;;
;0,78;-0,80;0,78;-1,45;;;;;;;;;;;;;;;;
;0,78;-4,81;0,78;3,34;;;;;;;;;;;;;;;;
;0,78;-5,37;0,78;-0,27;;;;;;;;;;;;;;;;
;0,78;-0,03;0,78;-8,88;;;;;;;;;;;;;;;;
;0,78;-3,20;0,78;-7,55;;;;;;;;;;;;;;;;
;0,78;-7,28;0,78;-2,90;;;;;;;;;;;;;;;;
;0,78;-1,34;0,78;-1,00;;;;;;;;;;;;;;;;
;0,78;-2,49;0,78;-0,88;;;;;;;;;;;;;;;;
;0,78;-0,87;0,78;-0,99;;;;;;;;;;;;;;;;
;0,78;-2,06;0,78;-2,54;;;;;;;;;;;;;;;;
;0,78;3,64;0,78;-1,71;;;;;;;;;;;;;;;;
;0,78;-1,40;0,78;3,66;;;;;;;;;;;;;;;;
;0,78;-1,80;0,78;3,36;;;;;;;;;;;;;;;;
;0,78;5,12;0,78;-1,08;;;;;;;;;;;;;;;;
;0,78;0,54;0,78;-0,14;;;;;;;;;;;;;;;;
;0,78;-1,59;0,78;1,98;;;;;;;;;;;;;;;;
;0,78;-2,13;0,78;-0,22;;;;;;;;;;;;;;;;
;0,78;-2,59;0,78;-3,85;;;;;;;;;;;;;;;;
;0,78;-4,25;0,78;-6,10;;;;;;;;;;;;;;;;
;0,78;-4,45;0,78;-6,63;;;;;;;;;;;;;;;;
;0,78;1,78;0,78;-3,79;;;;;;;;;;;;;;;;
;0,78;0,28;0,78;4,53;;;;;;;;;;;;;;;;
;0,78;0,74;0,78;7,70;;;;;;;;;;;;;;;;
;0,78;7,69;0,78;4,54;;;;;;;;;;;;;;;;
;0,78;5,95;0,78;3,81;;;;;;;;;;;;;;;;
;0,78;0,31;0,78;5,29;;;;;;;;;;;;;;;;
;0,78;-2,30;0,78;0,73;;;;;;;;;;;;;;;;
;0,78;-3,07;0,78;-5,99;;;;;;;;;;;;;;;;
;0,78;-6,48;0,78;-10,12;;;;;;;;;;;;;;;;
;0,78;-4,54;0,78;-9,48;;;;;;;;;;;;;;;;
;0,78;-1,97;0,78;-3,90;;;;;;;;;;;;;;;;
;0,78;1,54;0,78;4,38;;;;;;;;;;;;;;;;
;0,78;3,92;0,78;8,97;;;;;;;;;;;;;;;;
;0,78;9,34;0,78;8,43;;;;;;;;;;;;;;;;
;0,79;12,81;0,79;8,97;;;;;;;;;;;;;;;;
;0,79;7,53;0,79;12,48;;;;;;;;;;;;;;;;
;0,79;4,89;0,79;10,43;;;;;;;;;;;;;;;;
;0,79;3,15;0,79;2,55;;;;;;;;;;;;;;;;
;0,79;-1,00;0,79;-4,87;;;;;;;;;;;;;;;;
;0,79;0,05;0,79;-7,67;;;;;;;;;;;;;;;;
;0,79;-0,02;0,79;-2,28;;;;;;;;;;;;;;;;
;0,79;-0,61;0,79;5,05;;;;;;;;;;;;;;;;
;0,79;3,48;0,79;6,89;;;;;;;;;;;;;;;;
;0,79;4,51;0,79;4,39;;;;;;;;;;;;;;;;
;0,79;2,66;0,79;2,21;;;;;;;;;;;;;;;;
;0,79;-1,34;0,79;-0,19;;;;;;;;;;;;;;;;
;0,79;-4,26;0,79;-3,46;;;;;;;;;;;;;;;;
;0,79;-6,21;0,79;-7,71;;;;;;;;;;;;;;;;
;0,79;-5,52;0,79;-9,68;;;;;;;;;;;;;;;;
;0,79;-4,16;0,79;-7,35;;;;;;;;;;;;;;;;
;0,79;-1,94;0,79;-1,22;;;;;;;;;;;;;;;;
;0,79;-0,87;0,79;3,86;;;;;;;;;;;;;;;;
;0,79;0,02;0,79;3,88;;;;;;;;;;;;;;;;
;0,79;2,51;0,79;-0,07;;;;;;;;;;;;;;;;
;0,79;0,72;0,79;-1,29;;;;;;;;;;;;;;;;
;0,79;-2,40;0,79;-0,80;;;;;;;;;;;;;;;;
;0,79;-3,42;0,79;-1,59;;;;;;;;;;;;;;;;
;0,79;-4,11;0,79;-4,55;;;;;;;;;;;;;;;;
;0,79;-1,64;0,79;-6,17;;;;;;;;;;;;;;;;
;0,79;-1,23;0,79;-3,42;;;;;;;;;;;;;;;;
;0,79;1,39;0,79;2,04;;;;;;;;;;;;;;;;
;0,79;2,84;0,79;6,64;;;;;;;;;;;;;;;;
;0,79;2,66;0,79;6,82;;;;;;;;;;;;;;;;
;0,79;4,92;0,79;2,89;;;;;;;;;;;;;;;;
;0,79;2,80;0,79;0,80;;;;;;;;;;;;;;;;
;0,79;-1,78;0,79;0,45;;;;;;;;;;;;;;;;
;0,79;-0,20;0,79;-1,81;;;;;;;;;;;;;;;;
;0,79;-0,00;0,79;-2,20;;;;;;;;;;;;;;;;
;0,79;-3,43;0,79;-0,74;;;;;;;;;;;;;;;;
;0,79;-3,15;0,79;-1,96;;;;;;;;;;;;;;;;
;0,79;2,09;0,79;-3,95;;;;;;;;;;;;;;;;
;0,79;1,51;0,79;0,69;;;;;;;;;;;;;;;;
;0,79;-0,80;0,79;4,95;;;;;;;;;;;;;;;;
;0,79;8,01;0,79;4,67;;;;;;;;;;;;;;;;
;0,79;4,26;0,79;6,76;;;;;;;;;;;;;;;;
;0,80;-2,14;0,80;5,47;;;;;;;;;;;;;;;;
;0,80;2,29;0,80;-2,88;;;;;;;;;;;;;;;;
;0,80;-1,56;0,80;-6,20;;;;;;;;;;;;;;;;
;0,80;-7,14;0,80;-4,57;;;;;;;;;;;;;;;;
;0,80;-7,00;0,80;-5,74;;;;;;;;;;;;;;;;
;0,80;0,35;0,80;-7,29;;;;;;;;;;;;;;;;
;0,80;1,52;0,80;-0,29;;;;;;;;;;;;;;;;
;0,80;-3,18;0,80;6,80;;;;;;;;;;;;;;;;
;0,80;5,81;0,80;4,83;;;;;;;;;;;;;;;;
;0,80;4,29;0,80;3,48;;;;;;;;;;;;;;;;
;0,80;-5,76;0,80;1,66;;;;;;;;;;;;;;;;
;0,80;-2,68;0,80;-6,83;;;;;;;;;;;;;;;;
;0,80;-5,31;0,80;-11,16;;;;;;;;;;;;;;;;
;0,80;-6,93;0,80;-8,67;;;;;;;;;;;;;;;;
;0,80;-6,35;0,80;-4,31;;;;;;;;;;;;;;;;
;0,80;-3,50;0,80;-2,51;;;;;;;;;;;;;;;;
;0,80;4,33;0,80;0,10;;;;;;;;;;;;;;;;
;0,80;-0,09;0,80;5,19;;;;;;;;;;;;;;;;
;0,80;4,66;0,80;5,46;;;;;;;;;;;;;;;;
;0,80;6,65;0,80;5,28;;;;;;;;;;;;;;;;
;0,80;-3,69;0,80;4,62;;;;;;;;;;;;;;;;
;0,80;1,56;0,80;-3,16;;;;;;;;;;;;;;;;
;0,80;1,15;0,80;-6,28;;;;;;;;;;;;;;;;
;0,80;-4,27;0,80;-1,84;;;;;;;;;;;;;;;;
;0,80;-4,08;0,80;0,48;;;;;;;;;;;;;;;;
;0,80;-2,53;0,80;-2,83;;;;;;;;;;;;;;;;
;0,80;4,61;0,80;-3,59;;;;;;;;;;;;;;;;
;0,80;-3,99;0,80;1,97;;;;;;;;;;;;;;;;
;0,80;-0,62;0,80;1,88;;;;;;;;;;;;;;;;
;0,80;3,92;0,80;0,30;;;;;;;;;;;;;;;;
;0,80;-5,86;0,80;0,36;;;;;;;;;;;;;;;;
;0,80;-0,54;0,80;-4,17;;;;;;;;;;;;;;;;
;0,80;0,28;0,80;-5,74;;;;;;;;;;;;;;;;
;0,80;-0,06;0,80;-0,24;;;;;;;;;;;;;;;;
;0,80;-0,09;0,80;5,18;;;;;;;;;;;;;;;;
;0,80;0,49;0,80;4,17;;;;;;;;;;;;;;;;
;0,80;6,20;0,80;0,95;;;;;;;;;;;;;;;;
;0,80;-1,83;0,80;1,48;;;;;;;;;;;;;;;;
;0,80;-0,57;0,80;-1,11;;;;;;;;;;;;;;;;
;0,80;4,16;0,80;-1,83;;;;;;;;;;;;;;;;
;0,80;-2,80;0,80;1,83;;;;;;;;;;;;;;;;
;0,81;3,71;0,81;2,48;;;;;;;;;;;;;;;;
;0,81;1,04;0,81;2,79;;;;;;;;;;;;;;;;
;0,81;1,37;0,81;1,91;;;;;;;;;;;;;;;;
;0,81;-0,51;0,81;0,63;;;;;;;;;;;;;;;;
;0,81;-5,98;0,81;-3,55;;;;;;;;;;;;;;;;
;0,81;-0,03;0,81;-7,54;;;;;;;;;;;;;;;;
;0,81;-7,20;0,81;-5,72;;;;;;;;;;;;;;;;
;0,81;-4,26;0,81;-4,23;;;;;;;;;;;;;;;;
;0,81;0,47;0,81;-2,29;;;;;;;;;;;;;;;;
;0,81;-4,25;0,81;1,22;;;;;;;;;;;;;;;;
;0,81;4,27;0,81;0,80;;;;;;;;;;;;;;;;
;0,81;0,35;0,81;2,53;;;;;;;;;;;;;;;;
;0,81;2,98;0,81;2,24;;;;;;;;;;;;;;;;
;0,81;7,62;0,81;4,19;;;;;;;;;;;;;;;;
;0,81;-1,00;0,81;6,58;;;;;;;;;;;;;;;;
;0,81;6,41;0,81;3,99;;;;;;;;;;;;;;;;
;0,81;1,34;0,81;1,65;;;;;;;;;;;;;;;;
;0,81;-0,01;0,81;-0,24;;;;;;;;;;;;;;;;
;0,81;2,59;0,81;-1,29;;;;;;;;;;;;;;;;
;0,81;-6,24;0,81;-0,09;;;;;;;;;;;;;;;;
;0,81;0,47;0,81;-3,35;;;;;;;;;;;;;;;;
;0,81;-1,82;0,81;-3,49;;;;;;;;;;;;;;;;
;0,81;0,64;0,81;-1,90;;;;;;;;;;;;;;;;
;0,81;6,65;0,81;4,00;;;;;;;;;;;;;;;;
;0,81;3,35;0,81;9,81;;;;;;;;;;;;;;;;
;0,81;11,18;0,81;11,61;;;;;;;;;;;;;;;;
;0,81;4,08;0,81;9,78;;;;;;;;;;;;;;;;
;0,81;2,23;0,81;3,07;;;;;;;;;;;;;;;;
;0,81;2,74;0,81;-4,46;;;;;;;;;;;;;;;;
;0,81;-7,08;0,81;-5,30;;;;;;;;;;;;;;;;
;0,81;-6,14;0,81;-7,09;;;;;;;;;;;;;;;;
;0,81;-7,13;0,81;-7,96;;;;;;;;;;;;;;;;
;0,81;-1,87;0,81;-7,71;;;;;;;;;;;;;;;;
;0,81;1,65;0,81;0,19;;;;;;;;;;;;;;;;
;0,81;-5,44;0,81;6,39;;;;;;;;;;;;;;;;
;0,81;3,88;0,81;3,22;;;;;;;;;;;;;;;;
;0,81;1,66;0,81;-1,22;;;;;;;;;;;;;;;;
;0,81;-2,62;0,81;-1,95;;;;;;;;;;;;;;;;
;0,81;-3,44;0,81;-3,65;;;;;;;;;;;;;;;;
;0,81;-7,86;0,81;-5,34;;;;;;;;;;;;;;;;
;0,81;-3,91;0,81;-8,60;;;;;;;;;;;;;;;;
;0,82;-4,90;0,82;-6,88;;;;;;;;;;;;;;;;
;0,82;-4,73;0,82;-3,83;;;;;;;;;;;;;;;;
;0,82;1,46;0,82;0,26;;;;;;;;;;;;;;;;
;0,82;-3,29;0,82;3,26;;;;;;;;;;;;;;;;
;0,82;2,80;0,82;1,32;;;;;;;;;;;;;;;;
;0,82;3,86;0,82;0,04;;;;;;;;;;;;;;;;
;0,82;3,96;0,82;2,89;;;;;;;;;;;;;;;;
;0,82;5,91;0,82;7,48;;;;;;;;;;;;;;;;
;0,82;-2,39;0,82;8,14;;;;;;;;;;;;;;;;
;0,82;6,82;0,82;-0,07;;;;;;;;;;;;;;;;
;0,82;2,84;0,82;-1,71;;;;;;;;;;;;;;;;
;0,82;-3,28;0,82;-0,01;;;;;;;;;;;;;;;;
;0,82;6,05;0,82;1,12;;;;;;;;;;;;;;;;
;0,82;-3,08;0,82;4,20;;;;;;;;;;;;;;;;
;0,82;2,59;0,82;1,86;;;;;;;;;;;;;;;;
;0,82;3,54;0,82;-0,52;;;;;;;;;;;;;;;;
;0,82;0,83;0,82;0,62;;;;;;;;;;;;;;;;
;0,82;5,30;0,82;4,02;;;;;;;;;;;;;;;;
;0,82;-7,78;0,82;5,14;;;;;;;;;;;;;;;;
;0,82;0,89;0,82;-4,57;;;;;;;;;;;;;;;;
;0,82;-0,94;0,82;-8,80;;;;;;;;;;;;;;;;
;0,82;-8,84;0,82;-6,47;;;;;;;;;;;;;;;;
;0,82;3,79;0,82;-3,03;;;;;;;;;;;;;;;;
;0,82;-5,39;0,82;3,94;;;;;;;;;;;;;;;;
;0,82;3,51;0,82;3,59;;;;;;;;;;;;;;;;
;0,82;7,08;0,82;2,78;;;;;;;;;;;;;;;;
;0,82;-1,76;0,82;4,33;;;;;;;;;;;;;;;;
;0,82;5,10;0,82;2,31;;;;;;;;;;;;;;;;
;0,82;-4,14;0,82;0,29;;;;;;;;;;;;;;;;
;0,82;-0,99;0,82;-4,51;;;;;;;;;;;;;;;;
;0,82;-1,08;0,82;-5,42;;;;;;;;;;;;;;;;
;0,82;-7,85;0,82;-3,74;;;;;;;;;;;;;;;;
;0,82;3,67;0,82;-2,88;;;;;;;;;;;;;;;;
;0,82;-3,59;0,82;1,82;;;;;;;;;;;;;;;;
;0,82;2,30;0,82;2,49;;;;;;;;;;;;;;;;
;0,82;8,89;0,82;3,37;;;;;;;;;;;;;;;;
;0,82;0,17;0,82;7,76;;;;;;;;;;;;;;;;
;0,82;7,10;0,82;6,34;;;;;;;;;;;;;;;;
;0,82;1,56;0,82;3,78;;;;;;;;;;;;;;;;
;0,82;0,53;0,82;-0,70;;;;;;;;;;;;;;;;
;0,82;1,39;0,82;-2,71;;;;;;;;;;;;;;;;
;0,83;-6,79;0,83;-3,01;;;;;;;;;;;;;;;;
;0,83;1,79;0,83;-3,93;;;;;;;;;;;;;;;;
;0,83;-4,19;0,83;-1,29;;;;;;;;;;;;;;;;
;0,83;-2,43;0,83;-0,77;;;;;;;;;;;;;;;;
;0,83;4,69;0,83;-0,96;;;;;;;;;;;;;;;;
;0,83;-5,35;0,83;2,50;;;;;;;;;;;;;;;;
;0,83;-0,85;0,83;-0,49;;;;;;;;;;;;;;;;
;0,83;-4,03;0,83;-4,79;;;;;;;;;;;;;;;;
;0,83;-5,56;0,83;-8,27;;;;;;;;;;;;;;;;
;0,83;-3,22;0,83;-7,14;;;;;;;;;;;;;;;;
;0,83;-8,31;0,83;-4,38;;;;;;;;;;;;;;;;
;0,83;2,69;0,83;-2,34;;;;;;;;;;;;;;;;
;0,83;-1,60;0,83;2,59;;;;;;;;;;;;;;;;
;0,83;-0,98;0,83;3,55;;;;;;;;;;;;;;;;
;0,83;7,54;0,83;1,02;;;;;;;;;;;;;;;;
;0,83;-1,07;0,83;3,30;;;;;;;;;;;;;;;;
;0,83;3,56;0,83;2,53;;;;;;;;;;;;;;;;
;0,83;-0,56;0,83;2,01;;;;;;;;;;;;;;;;
;0,83;-3,17;0,83;-2,11;;;;;;;;;;;;;;;;
;0,83;4,01;0,83;-4,41;;;;;;;;;;;;;;;;
;0,83;-5,89;0,83;-1,48;;;;;;;;;;;;;;;;
;0,83;0,78;0,83;0,01;;;;;;;;;;;;;;;;
;0,83;-0,97;0,83;0,48;;;;;;;;;;;;;;;;
;0,83;-3,94;0,83;-0,39;;;;;;;;;;;;;;;;
;0,83;2,44;0,83;-3,94;;;;;;;;;;;;;;;;
;0,83;-3,61;0,83;-1,96;;;;;;;;;;;;;;;;
;0,83;0,46;0,83;-0,97;;;;;;;;;;;;;;;;
;0,83;1,63;0,83;2,21;;;;;;;;;;;;;;;;
;0,83;-3,11;0,83;2,38;;;;;;;;;;;;;;;;
;0,83;9,57;0,83;0,47;;;;;;;;;;;;;;;;
;0,83;3,14;0,83;4,77;;;;;;;;;;;;;;;;
;0,83;6,57;0,83;9,05;;;;;;;;;;;;;;;;
;0,83;11,70;0,83;10,44;;;;;;;;;;;;;;;;
;0,83;4,22;0,83;11,54;;;;;;;;;;;;;;;;
;0,83;8,84;0,83;6,15;;;;;;;;;;;;;;;;
;0,83;1,56;0,83;2,30;;;;;;;;;;;;;;;;
;0,83;-1,04;0,83;-2,55;;;;;;;;;;;;;;;;
;0,83;-3,02;0,83;-4,11;;;;;;;;;;;;;;;;
;0,83;-17,72;0,83;-8,23;;;;;;;;;;;;;;;;
;0,83;-6,28;0,83;-17,70;;;;;;;;;;;;;;;;
;0,83;-10,39;0,83;-17,15;;;;;;;;;;;;;;;;
;0,84;-15,28;0,84;-8,99;;;;;;;;;;;;;;;;
;0,84;-5,39;0,84;-6,24;;;;;;;;;;;;;;;;
;0,84;-7,24;0,84;-3,46;;;;;;;;;;;;;;;;
;0,84;-1,99;0,84;-3,67;;;;;;;;;;;;;;;;
;0,84;-1,16;0,84;-2,11;;;;;;;;;;;;;;;;
;0,84;1,73;0,84;-0,44;;;;;;;;;;;;;;;;
;0,84;6,62;0,84;6,31;;;;;;;;;;;;;;;;
;0,84;-6,58;0,84;8,50;;;;;;;;;;;;;;;;
;0,84;10,13;0,84;-0,41;;;;;;;;;;;;;;;;
;0,84;7,44;0,84;-0,32;;;;;;;;;;;;;;;;
;0,84;-3,00;0,84;7,10;;;;;;;;;;;;;;;;
;0,84;6,36;0,84;5,40;;;;;;;;;;;;;;;;
;0,84;0,24;0,84;3,20;;;;;;;;;;;;;;;;
;0,84;-0,69;0,84;-1,55;;;;;;;;;;;;;;;;
;0,84;1,69;0,84;-4,75;;;;;;;;;;;;;;;;
;0,84;0,96;0,84;-2,61;;;;;;;;;;;;;;;;
;0,84;5,95;0,84;6,14;;;;;;;;;;;;;;;;
;0,84;-3,61;0,84;10,44;;;;;;;;;;;;;;;;
;0,84;9,91;0,84;3,28;;;;;;;;;;;;;;;;
;0,84;10,16;0,84;2,09;;;;;;;;;;;;;;;;
;0,84;-3,27;0,84;7,61;;;;;;;;;;;;;;;;
;0,84;3,75;0,84;3,17;;;;;;;;;;;;;;;;
;0,84;-1,77;0,84;-1,54;;;;;;;;;;;;;;;;
;0,84;-7,65;0,84;-6,82;;;;;;;;;;;;;;;;
;0,84;-3,26;0,84;-11,29;;;;;;;;;;;;;;;;
;0,84;-4,73;0,84;-9,00;;;;;;;;;;;;;;;;
;0,84;0,67;0,84;0,72;;;;;;;;;;;;;;;;
;0,84;-4,34;0,84;7,08;;;;;;;;;;;;;;;;
;0,84;6,57;0,84;3,78;;;;;;;;;;;;;;;;
;0,84;4,75;0,84;2,62;;;;;;;;;;;;;;;;
;0,84;-5,15;0,84;2,05;;;;;;;;;;;;;;;;
;0,84;3,74;0,84;-3,66;;;;;;;;;;;;;;;;
;0,84;-5,72;0,84;-3,41;;;;;;;;;;;;;;;;
;0,84;-9,83;0,84;-5,23;;;;;;;;;;;;;;;;
;0,84;-2,77;0,84;-10,53;;;;;;;;;;;;;;;;
;0,84;-2,71;0,84;-8,66;;;;;;;;;;;;;;;;
;0,84;1,73;0,84;1,52;;;;;;;;;;;;;;;;
;0,84;-0,65;0,84;9,40;;;;;;;;;;;;;;;;
;0,84;11,64;0,84;8,59;;;;;;;;;;;;;;;;
;0,84;10,66;0,84;10,64;;;;;;;;;;;;;;;;
;0,84;-1,62;0,84;9,80;;;;;;;;;;;;;;;;
;0,85;7,74;0,85;0,00;;;;;;;;;;;;;;;;
;0,85;-3,55;0,85;-3,98;;;;;;;;;;;;;;;;
;0,85;-9,18;0,85;-6,70;;;;;;;;;;;;;;;;
;0,85;-3,49;0,85;-11,14;;;;;;;;;;;;;;;;
;0,85;-4,71;0,85;-8,17;;;;;;;;;;;;;;;;
;0,85;-1,67;0,85;-0,15;;;;;;;;;;;;;;;;
;0,85;-1,92;0,85;4,73;;;;;;;;;;;;;;;;
;0,85;5,55;0,85;3,60;;;;;;;;;;;;;;;;
;0,85;5,07;0,85;4,72;;;;;;;;;;;;;;;;
;0,85;-2,03;0,85;4,03;;;;;;;;;;;;;;;;
;0,85;8,13;0,85;-0,32;;;;;;;;;;;;;;;;
;0,85;-0,45;0,85;2,14;;;;;;;;;;;;;;;;
;0,85;-2,65;0,85;2,17;;;;;;;;;;;;;;;;
;0,85;4,53;0,85;-1,67;;;;;;;;;;;;;;;;
;0,85;-1,37;0,85;-0,71;;;;;;;;;;;;;;;;
;0,85;-0,96;0,85;1,14;;;;;;;;;;;;;;;;
;0,85;-3,00;0,85;-0,90;;;;;;;;;;;;;;;;
;0,85;2,12;0,85;-3,59;;;;;;;;;;;;;;;;
;0,85;-2,74;0,85;-0,62;;;;;;;;;;;;;;;;
;0,85;-11,36;0,85;-1,72;;;;;;;;;;;;;;;;
;0,85;-0,12;0,85;-10,16;;;;;;;;;;;;;;;;
;0,85;-5,22;0,85;-8,99;;;;;;;;;;;;;;;;
;0,85;-9,09;0,85;-4,32;;;;;;;;;;;;;;;;
;0,85;2,85;0,85;-2,62;;;;;;;;;;;;;;;;
;0,85;-1,45;0,85;2,98;;;;;;;;;;;;;;;;
;0,85;0,98;0,85;5,11;;;;;;;;;;;;;;;;
;0,85;2,16;0,85;2,11;;;;;;;;;;;;;;;;
;0,85;3,63;0,85;-0,84;;;;;;;;;;;;;;;;
;0,85;2,43;0,85;2,21;;;;;;;;;;;;;;;;
;0,85;-10,86;0,85;2,18;;;;;;;;;;;;;;;;
;0,85;-0,07;0,85;-8,35;;;;;;;;;;;;;;;;
;0,85;-3,50;0,85;-10,70;;;;;;;;;;;;;;;;
;0,85;-11,08;0,85;-6,76;;;;;;;;;;;;;;;;
;0,85;4,51;0,85;-4,23;;;;;;;;;;;;;;;;
;0,85;2,54;0,85;5,20;;;;;;;;;;;;;;;;
;0,85;8,96;0,85;13,31;;;;;;;;;;;;;;;;
;0,85;12,21;0,85;15,84;;;;;;;;;;;;;;;;
;0,85;9,27;0,85;13,09;;;;;;;;;;;;;;;;
;0,85;12,60;0,85;8,33;;;;;;;;;;;;;;;;
;0,85;-0,85;0,85;4,96;;;;;;;;;;;;;;;;
;0,85;-1,13;0,85;-3,14;;;;;;;;;;;;;;;;
;0,86;-0,99;0,86;-8,54;;;;;;;;;;;;;;;;
;0,86;-8,98;0,86;-7,43;;;;;;;;;;;;;;;;
;0,86;1,24;0,86;-5,60;;;;;;;;;;;;;;;;
;0,86;2,07;0,86;2,17;;;;;;;;;;;;;;;;
;0,86;3,95;0,86;10,01;;;;;;;;;;;;;;;;
;0,86;7,15;0,86;11,55;;;;;;;;;;;;;;;;
;0,86;2,92;0,86;6,63;;;;;;;;;;;;;;;;
;0,86;4,99;0,86;-0,27;;;;;;;;;;;;;;;;
;0,86;-6,68;0,86;-3,79;;;;;;;;;;;;;;;;
;0,86;-7,23;0,86;-9,44;;;;;;;;;;;;;;;;
;0,86;-4,02;0,86;-11,28;;;;;;;;;;;;;;;;
;0,86;-11,81;0,86;-7,50;;;;;;;;;;;;;;;;
;0,86;-2,53;0,86;-5,72;;;;;;;;;;;;;;;;
;0,86;-1,35;0,86;-1,86;;;;;;;;;;;;;;;;
;0,86;-1,95;0,86;2,89;;;;;;;;;;;;;;;;
;0,86;1,29;0,86;2,82;;;;;;;;;;;;;;;;
;0,86;-4,39;0,86;-0,11;;;;;;;;;;;;;;;;
;0,86;-1,19;0,86;-6,30;;;;;;;;;;;;;;;;
;0,86;-5,34;0,86;-7,02;;;;;;;;;;;;;;;;
;0,86;-10,96;0,86;-7,52;;;;;;;;;;;;;;;;
;0,86;1,26;0,86;-8,07;;;;;;;;;;;;;;;;
;0,86;-3,85;0,86;-1,48;;;;;;;;;;;;;;;;
;0,86;3,81;0,86;4,46;;;;;;;;;;;;;;;;
;0,86;7,04;0,86;9,18;;;;;;;;;;;;;;;;
;0,86;2,96;0,86;10,04;;;;;;;;;;;;;;;;
;0,86;10,12;0,86;5,92;;;;;;;;;;;;;;;;
;0,86;-2,41;0,86;2,71;;;;;;;;;;;;;;;;
;0,86;3,17;0,86;-3,39;;;;;;;;;;;;;;;;
;0,86;2,07;0,86;-2,69;;;;;;;;;;;;;;;;
;0,86;-5,56;0,86;0,98;;;;;;;;;;;;;;;;
;0,86;8,01;0,86;1,15;;;;;;;;;;;;;;;;
;0,86;3,53;0,86;5,64;;;;;;;;;;;;;;;;
;0,86;7,09;0,86;9,35;;;;;;;;;;;;;;;;
;0,86;6,45;0,86;9,88;;;;;;;;;;;;;;;;
;0,86;-0,07;0,86;5,17;;;;;;;;;;;;;;;;
;0,86;2,38;0,86;-2,58;;;;;;;;;;;;;;;;
;0,86;-9,09;0,86;-8,25;;;;;;;;;;;;;;;;
;0,86;-1,00;0,86;-11,47;;;;;;;;;;;;;;;;
;0,86;-5,85;0,86;-4,91;;;;;;;;;;;;;;;;
;0,86;-6,93;0,86;-0,08;;;;;;;;;;;;;;;;
;0,86;8,05;0,86;0,48;;;;;;;;;;;;;;;;
;0,87;1,19;0,87;5,74;;;;;;;;;;;;;;;;
;0,87;6,08;0,87;8,14;;;;;;;;;;;;;;;;
;0,87;5,17;0,87;7,22;;;;;;;;;;;;;;;;
;0,87;1,54;0,87;3,34;;;;;;;;;;;;;;;;
;0,87;4,23;0,87;-0,36;;;;;;;;;;;;;;;;
;0,87;-4,49;0,87;-2,39;;;;;;;;;;;;;;;;
;0,87;6,14;0,87;-3,11;;;;;;;;;;;;;;;;
;0,87;0,33;0,87;3,90;;;;;;;;;;;;;;;;
;0,87;-1,67;0,87;6,58;;;;;;;;;;;;;;;;
;0,87;10,16;0,87;2,90;;;;;;;;;;;;;;;;
;0,87;-2,61;0,87;3,55;;;;;;;;;;;;;;;;
;0,87;1,24;0,87;-0,30;;;;;;;;;;;;;;;;
;0,87;0,45;0,87;-2,96;;;;;;;;;;;;;;;;
;0,87;-3,27;0,87;-3,00;;;;;;;;;;;;;;;;
;0,87;0,24;0,87;-0,85;;;;;;;;;;;;;;;;
;0,87;-8,47;0,87;-1,32;;;;;;;;;;;;;;;;
;0,87;3,81;0,87;-5,37;;;;;;;;;;;;;;;;
;0,87;1,51;0,87;-1,35;;;;;;;;;;;;;;;;
;0,87;-7,66;0,87;4,48;;;;;;;;;;;;;;;;
;0,87;2,64;0,87;-0,51;;;;;;;;;;;;;;;;
;0,87;-3,88;0,87;-3,58;;;;;;;;;;;;;;;;
