C:\Test.Xpress Projects\Tubo Kunt Flávia\Data\Cartao.1_M1.xdf;03.10.19;11:51:52;;;
;C1:  Time[s];C1:  [Pa];C2:  Time[s];C2:  [Pa];M1: FRF(C1,C2) Frequency[Hz];M1: FRF(C1,C2) [](A);;M2: FRF(C2,C1) Frequency[Hz];M2: FRF(C2,C1) [](A);;M3: FFT(C1) Frequency[Hz];M3: FFT(C1) [Pa](A);;M4: FFT(C2) Frequency[Hz];M4: FFT(C2) [Pa](A);;M5: PHASE(M1) Frequency[Hz];M5: PHASE(M1) Phase[°](A);M6: PHASE(M2) Frequency[Hz];M6: PHASE(M2) Phase[°](A)
Unit;s;Pa;s;Pa;Hz;;;Hz;;;Hz;Pa;;Hz;Pa;;Hz;°;Hz;°
Sensor;;;;;;;;;;;;;;;;;;;;
PointId;;;;;;;;;;;;;;;;;;;;
PointDir;;'';;'';;'';;;'';;;'';;;'';;;'';;''
Info1;;;;;;;;;;;;;;;;;;;;
Info2;;;;;;;;;;;;;;;;;;;;
Info3;;;;;;;;;;;;;;;;;;;;
Info4;;;;;;;;;;;;;;;;;;;;
Z Axis;;;;;;;;;;;;;;;;
;2,85;-6,30;2,85;-4,54;;;;;;;;;;;;;;;;
;2,85;-2,50;2,85;-7,52;;;;;;;;;;;;;;;;
;2,85;0,13;2,85;-5,64;;;;;;;;;;;;;;;;
;2,85;0,09;2,85;3,24;;;;;;;;;;;;;;;;
;2,85;-4,88;2,85;6,93;;;;;;;;;;;;;;;;
;2,85;2,51;2,85;-0,18;;;;;;;;;;;;;;;;
;2,85;2,51;2,85;-4,75;;;;;;;;;;;;;;;;
;2,85;-1,98;2,85;-2,12;;;;;;;;;;;;;;;;
;2,85;2,68;2,85;1,49;;;;;;;;;;;;;;;;
;2,85;1,06;2,85;5,68;;;;;;;;;;;;;;;;
;2,85;1,32;2,85;5,12;;;;;;;;;;;;;;;;
;2,85;4,33;2,85;0,77;;;;;;;;;;;;;;;;
;2,85;4,77;2,85;-0,29;;;;;;;;;;;;;;;;
;2,85;2,47;2,85;4,64;;;;;;;;;;;;;;;;
;2,85;-3,90;2,85;5,49;;;;;;;;;;;;;;;;
;2,85;2,05;2,85;-1,95;;;;;;;;;;;;;;;;
;2,85;3,98;2,85;-5,34;;;;;;;;;;;;;;;;
;2,85;0,80;2,85;0,90;;;;;;;;;;;;;;;;
;2,85;1,79;2,85;6,72;;;;;;;;;;;;;;;;
;2,85;3,76;2,85;7,52;;;;;;;;;;;;;;;;
;2,85;2,22;2,85;3,96;;;;;;;;;;;;;;;;
;2,85;2,12;2,85;-1,37;;;;;;;;;;;;;;;;
;2,85;4,30;2,85;-3,01;;;;;;;;;;;;;;;;
;2,85;3,18;2,85;3,60;;;;;;;;;;;;;;;;
;2,85;-3,25;2,85;8,11;;;;;;;;;;;;;;;;
;2,85;1,98;2,85;1,77;;;;;;;;;;;;;;;;
;2,85;4,53;2,85;-4,44;;;;;;;;;;;;;;;;
;2,85;1,94;2,85;-1,17;;;;;;;;;;;;;;;;
;2,85;-1,25;2,85;4,82;;;;;;;;;;;;;;;;
;2,85;-3,01;2,85;4,09;;;;;;;;;;;;;;;;
;2,85;-1,21;2,85;-3,44;;;;;;;;;;;;;;;;
;2,85;-4,78;2,85;-8,89;;;;;;;;;;;;;;;;
;2,85;-5,80;2,85;-10,12;;;;;;;;;;;;;;;;
;2,85;-1,98;2,85;-5,51;;;;;;;;;;;;;;;;
;2,85;-2,27;2,85;2,03;;;;;;;;;;;;;;;;
;2,85;-1,09;2,85;5,41;;;;;;;;;;;;;;;;
;2,85;5,09;2,85;1,51;;;;;;;;;;;;;;;;
;2,85;8,41;2,85;2,70;;;;;;;;;;;;;;;;
;2,85;-0,16;2,85;7,55;;;;;;;;;;;;;;;;
;2,86;0,58;2,86;5,52;;;;;;;;;;;;;;;;
;2,86;0,56;2,86;-2,44;;;;;;;;;;;;;;;;
;2,86;-1,69;2,86;-6,30;;;;;;;;;;;;;;;;
;2,86;-2,24;2,86;-6,10;;;;;;;;;;;;;;;;
;2,86;3,51;2,86;-0,41;;;;;;;;;;;;;;;;
;2,86;2,86;2,86;8,41;;;;;;;;;;;;;;;;
;2,86;1,81;2,86;11,29;;;;;;;;;;;;;;;;
;2,86;7,24;2,86;3,87;;;;;;;;;;;;;;;;
;2,86;7,96;2,86;0,91;;;;;;;;;;;;;;;;
;2,86;0,46;2,86;3,57;;;;;;;;;;;;;;;;
;2,86;1,78;2,86;4,25;;;;;;;;;;;;;;;;
;2,86;-1,09;2,86;1,00;;;;;;;;;;;;;;;;
;2,86;-1,45;2,86;-3,21;;;;;;;;;;;;;;;;
;2,86;-2,88;2,86;-6,47;;;;;;;;;;;;;;;;
;2,86;-3,17;2,86;-5,16;;;;;;;;;;;;;;;;
;2,86;-6,19;2,86;-2,25;;;;;;;;;;;;;;;;
;2,86;-5,82;2,86;-3,11;;;;;;;;;;;;;;;;
;2,86;-0,89;2,86;-6,56;;;;;;;;;;;;;;;;
;2,86;-0,27;2,86;-3,46;;;;;;;;;;;;;;;;
;2,86;-3,62;2,86;1,75;;;;;;;;;;;;;;;;
;2,86;5,14;2,86;2,93;;;;;;;;;;;;;;;;
;2,86;1,85;2,86;5,41;;;;;;;;;;;;;;;;
;2,86;-1,83;2,86;3,60;;;;;;;;;;;;;;;;
;2,86;4,22;2,86;-2,67;;;;;;;;;;;;;;;;
;2,86;-2,56;2,86;-2,83;;;;;;;;;;;;;;;;
;2,86;-5,14;2,86;-2,28;;;;;;;;;;;;;;;;
;2,86;-2,92;2,86;-4,19;;;;;;;;;;;;;;;;
;2,86;-2,96;2,86;-5,49;;;;;;;;;;;;;;;;
;2,86;1,57;2,86;-2,11;;;;;;;;;;;;;;;;
;2,86;-4,60;2,86;2,51;;;;;;;;;;;;;;;;
;2,86;5,72;2,86;2,07;;;;;;;;;;;;;;;;
;2,86;2,32;2,86;4,41;;;;;;;;;;;;;;;;
;2,86;-4,09;2,86;3,30;;;;;;;;;;;;;;;;
;2,86;5,89;2,86;-3,19;;;;;;;;;;;;;;;;
;2,86;-2,31;2,86;-2,11;;;;;;;;;;;;;;;;
;2,86;-5,24;2,86;-0,52;;;;;;;;;;;;;;;;
;2,86;-2,34;2,86;-3,60;;;;;;;;;;;;;;;;
;2,86;-1,46;2,86;-5,80;;;;;;;;;;;;;;;;
;2,86;3,70;2,86;-1,42;;;;;;;;;;;;;;;;
;2,86;-2,85;2,86;5,58;;;;;;;;;;;;;;;;
;2,86;7,14;2,86;5,77;;;;;;;;;;;;;;;;
;2,87;6,57;2,87;6,96;;;;;;;;;;;;;;;;
;2,87;-1,61;2,87;5,73;;;;;;;;;;;;;;;;
;2,87;8,79;2,87;-0,53;;;;;;;;;;;;;;;;
;2,87;-0,03;2,87;0,84;;;;;;;;;;;;;;;;
;2,87;-5,88;2,87;1,63;;;;;;;;;;;;;;;;
;2,87;-3,43;2,87;-4,94;;;;;;;;;;;;;;;;
;2,87;-4,96;2,87;-10,59;;;;;;;;;;;;;;;;
;2,87;-2,01;2,87;-8,12;;;;;;;;;;;;;;;;
;2,87;-10,33;2,87;-1,84;;;;;;;;;;;;;;;;
;2,87;-2,41;2,87;-2,50;;;;;;;;;;;;;;;;
;2,87;-2,43;2,87;-2,96;;;;;;;;;;;;;;;;
;2,87;-8,32;2,87;-4,57;;;;;;;;;;;;;;;;
;2,87;2,88;2,87;-7,13;;;;;;;;;;;;;;;;
;2,87;-3,39;2,87;-1,38;;;;;;;;;;;;;;;;
;2,87;-3,32;2,87;3,39;;;;;;;;;;;;;;;;
;2,87;0,49;2,87;1,04;;;;;;;;;;;;;;;;
;2,87;-0,52;2,87;-2,57;;;;;;;;;;;;;;;;
;2,87;5,31;2,87;-2,08;;;;;;;;;;;;;;;;
;2,87;-1,02;2,87;4,20;;;;;;;;;;;;;;;;
;2,87;1,54;2,87;5,57;;;;;;;;;;;;;;;;
;2,87;5,65;2,87;3,67;;;;;;;;;;;;;;;;
;2,87;-1,60;2,87;1,75;;;;;;;;;;;;;;;;
;2,87;4,52;2,87;-1,64;;;;;;;;;;;;;;;;
;2,87;-0,85;2,87;0,08;;;;;;;;;;;;;;;;
;2,87;-4,24;2,87;0,82;;;;;;;;;;;;;;;;
;2,87;-0,64;2,87;-2,53;;;;;;;;;;;;;;;;
;2,87;-7,17;2,87;-5,95;;;;;;;;;;;;;;;;
;2,87;1,20;2,87;-7,79;;;;;;;;;;;;;;;;
;2,87;-5,19;2,87;-1,85;;;;;;;;;;;;;;;;
;2,87;-9,98;2,87;0,01;;;;;;;;;;;;;;;;
;2,87;-1,83;2,87;-6,46;;;;;;;;;;;;;;;;
;2,87;-6,70;2,87;-9,84;;;;;;;;;;;;;;;;
;2,87;-2,31;2,87;-7,87;;;;;;;;;;;;;;;;
;2,87;-5,11;2,87;-1,15;;;;;;;;;;;;;;;;
;2,87;-5,11;2,87;1,24;;;;;;;;;;;;;;;;
;2,87;2,38;2,87;-1,07;;;;;;;;;;;;;;;;
;2,87;-4,60;2,87;-2,32;;;;;;;;;;;;;;;;
;2,87;2,69;2,87;-3,54;;;;;;;;;;;;;;;;
;2,87;3,42;2,87;1,06;;;;;;;;;;;;;;;;
;2,87;-1,38;2,87;7,51;;;;;;;;;;;;;;;;
;2,88;3,08;2,88;5,30;;;;;;;;;;;;;;;;
;2,88;3,48;2,88;0,18;;;;;;;;;;;;;;;;
;2,88;3,25;2,88;-0,93;;;;;;;;;;;;;;;;
;2,88;-0,52;2,88;1,92;;;;;;;;;;;;;;;;
;2,88;-2,41;2,88;1,59;;;;;;;;;;;;;;;;
;2,88;0,73;2,88;-1,44;;;;;;;;;;;;;;;;
;2,88;-6,58;2,88;-3,99;;;;;;;;;;;;;;;;
;2,88;-2,61;2,88;-7,87;;;;;;;;;;;;;;;;
;2,88;1,17;2,88;-5,75;;;;;;;;;;;;;;;;
;2,88;-4,58;2,88;2,62;;;;;;;;;;;;;;;;
;2,88;0,55;2,88;4,13;;;;;;;;;;;;;;;;
;2,88;6,21;2,88;1,86;;;;;;;;;;;;;;;;
;2,88;8,87;2,88;4,28;;;;;;;;;;;;;;;;
;2,88;9,60;2,88;11,45;;;;;;;;;;;;;;;;
;2,88;6,65;2,88;15,25;;;;;;;;;;;;;;;;
;2,88;7,29;2,88;10,63;;;;;;;;;;;;;;;;
;2,88;4,79;2,88;1,81;;;;;;;;;;;;;;;;
;2,88;1,51;2,88;-3,82;;;;;;;;;;;;;;;;
;2,88;-0,18;2,88;-3,68;;;;;;;;;;;;;;;;
;2,88;-1,85;2,88;-0,07;;;;;;;;;;;;;;;;
;2,88;3,37;2,88;2,35;;;;;;;;;;;;;;;;
;2,88;3,48;2,88;5,28;;;;;;;;;;;;;;;;
;2,88;4,32;2,88;5,86;;;;;;;;;;;;;;;;
;2,88;5,84;2,88;5,39;;;;;;;;;;;;;;;;
;2,88;-0,20;2,88;3,84;;;;;;;;;;;;;;;;
;2,88;-0,71;2,88;-0,85;;;;;;;;;;;;;;;;
;2,88;-4,99;2,88;-6,31;;;;;;;;;;;;;;;;
;2,88;-5,10;2,88;-9,70;;;;;;;;;;;;;;;;
;2,88;-2,64;2,88;-7,59;;;;;;;;;;;;;;;;
;2,88;-2,56;2,88;-0,89;;;;;;;;;;;;;;;;
;2,88;3,80;2,88;5,07;;;;;;;;;;;;;;;;
;2,88;3,37;2,88;8,57;;;;;;;;;;;;;;;;
;2,88;6,06;2,88;6,78;;;;;;;;;;;;;;;;
;2,88;5,44;2,88;4,40;;;;;;;;;;;;;;;;
;2,88;-0,99;2,88;1,56;;;;;;;;;;;;;;;;
;2,88;3,26;2,88;-1,93;;;;;;;;;;;;;;;;
;2,88;-4,34;2,88;-1,73;;;;;;;;;;;;;;;;
;2,88;-4,84;2,88;-3,57;;;;;;;;;;;;;;;;
;2,88;0,88;2,88;-5,93;;;;;;;;;;;;;;;;
;2,88;-2,56;2,88;-1,95;;;;;;;;;;;;;;;;
;2,88;1,68;2,88;2,04;;;;;;;;;;;;;;;;
;2,89;5,03;2,89;5,78;;;;;;;;;;;;;;;;
;2,89;1,27;2,89;7,38;;;;;;;;;;;;;;;;
;2,89;2,36;2,89;3,75;;;;;;;;;;;;;;;;
;2,89;-2,86;2,89;-3,16;;;;;;;;;;;;;;;;
;2,89;0,13;2,89;-7,63;;;;;;;;;;;;;;;;
;2,89;-7,95;2,89;-5,26;;;;;;;;;;;;;;;;
;2,89;-9,65;2,89;-5,68;;;;;;;;;;;;;;;;
;2,89;2,20;2,89;-8,19;;;;;;;;;;;;;;;;
;2,89;-1,10;2,89;-1,04;;;;;;;;;;;;;;;;
;2,89;1,09;2,89;6,24;;;;;;;;;;;;;;;;
;2,89;6,72;2,89;8,54;;;;;;;;;;;;;;;;
;2,89;1,43;2,89;7,42;;;;;;;;;;;;;;;;
;2,89;2,48;2,89;1,17;;;;;;;;;;;;;;;;
;2,89;1,38;2,89;-4,61;;;;;;;;;;;;;;;;
;2,89;0,72;2,89;-3,21;;;;;;;;;;;;;;;;
;2,89;-2,59;2,89;1,90;;;;;;;;;;;;;;;;
;2,89;-3,40;2,89;1,78;;;;;;;;;;;;;;;;
;2,89;4,98;2,89;-2,35;;;;;;;;;;;;;;;;
;2,89;1,49;2,89;0,40;;;;;;;;;;;;;;;;
;2,89;-0,10;2,89;3,80;;;;;;;;;;;;;;;;
;2,89;4,61;2,89;4,14;;;;;;;;;;;;;;;;
;2,89;-0,27;2,89;3,49;;;;;;;;;;;;;;;;
;2,89;2,01;2,89;0,09;;;;;;;;;;;;;;;;
;2,89;2,36;2,89;-2,05;;;;;;;;;;;;;;;;
;2,89;1,78;2,89;0,85;;;;;;;;;;;;;;;;
;2,89;0,49;2,89;4,66;;;;;;;;;;;;;;;;
;2,89;-2,39;2,89;3,11;;;;;;;;;;;;;;;;
;2,89;4,25;2,89;-2,95;;;;;;;;;;;;;;;;
;2,89;1,28;2,89;-1,68;;;;;;;;;;;;;;;;
;2,89;-3,81;2,89;1,46;;;;;;;;;;;;;;;;
;2,89;0,63;2,89;0,82;;;;;;;;;;;;;;;;
;2,89;-6,45;2,89;-2,09;;;;;;;;;;;;;;;;
;2,89;-1,65;2,89;-7,53;;;;;;;;;;;;;;;;
;2,89;-0,83;2,89;-7,38;;;;;;;;;;;;;;;;
;2,89;-1,12;2,89;-0,33;;;;;;;;;;;;;;;;
;2,89;1,74;2,89;6,73;;;;;;;;;;;;;;;;
;2,89;-1,98;2,89;6,55;;;;;;;;;;;;;;;;
;2,89;5,27;2,89;-0,63;;;;;;;;;;;;;;;;
;2,89;-0,77;2,89;-2,77;;;;;;;;;;;;;;;;
;2,89;-6,50;2,89;-3,27;;;;;;;;;;;;;;;;
;2,89;-2,13;2,89;-5,54;;;;;;;;;;;;;;;;
;2,90;-5,16;2,90;-5,50;;;;;;;;;;;;;;;;
;2,90;-0,12;2,90;-3,32;;;;;;;;;;;;;;;;
;2,90;1,58;2,90;1,03;;;;;;;;;;;;;;;;
;2,90;6,84;2,90;6,83;;;;;;;;;;;;;;;;
;2,90;5,65;2,90;12,20;;;;;;;;;;;;;;;;
;2,90;-1,02;2,90;9,06;;;;;;;;;;;;;;;;
;2,90;2,73;2,90;-3,35;;;;;;;;;;;;;;;;
;2,90;-1,98;2,90;-9,67;;;;;;;;;;;;;;;;
;2,90;-6,62;2,90;-8,09;;;;;;;;;;;;;;;;
;2,90;-2,33;2,90;-3,70;;;;;;;;;;;;;;;;
;2,90;-4,37;2,90;0,93;;;;;;;;;;;;;;;;
;2,90;0,50;2,90;1,19;;;;;;;;;;;;;;;;
;2,90;2,66;2,90;0,20;;;;;;;;;;;;;;;;
;2,90;0,52;2,90;1,44;;;;;;;;;;;;;;;;
;2,90;0,32;2,90;2,33;;;;;;;;;;;;;;;;
;2,90;-6,58;2,90;-0,25;;;;;;;;;;;;;;;;
;2,90;-0,83;2,90;-8,08;;;;;;;;;;;;;;;;
;2,90;-0,99;2,90;-7,83;;;;;;;;;;;;;;;;
;2,90;-3,92;2,90;-1,74;;;;;;;;;;;;;;;;
;2,90;5,21;2,90;4,45;;;;;;;;;;;;;;;;
;2,90;2,01;2,90;8,88;;;;;;;;;;;;;;;;
;2,90;7,87;2,90;7,87;;;;;;;;;;;;;;;;
;2,90;9,37;2,90;5,85;;;;;;;;;;;;;;;;
;2,90;1,94;2,90;6,78;;;;;;;;;;;;;;;;
;2,90;1,51;2,90;3,02;;;;;;;;;;;;;;;;
;2,90;-2,04;2,90;-2,65;;;;;;;;;;;;;;;;
;2,90;-2,47;2,90;-7,54;;;;;;;;;;;;;;;;
;2,90;1,24;2,90;-5,94;;;;;;;;;;;;;;;;
;2,90;2,13;2,90;2,16;;;;;;;;;;;;;;;;
;2,90;5,16;2,90;11,20;;;;;;;;;;;;;;;;
;2,90;3,60;2,90;12,08;;;;;;;;;;;;;;;;
;2,90;6,47;2,90;5,08;;;;;;;;;;;;;;;;
;2,90;3,76;2,90;-1,25;;;;;;;;;;;;;;;;
;2,90;-3,34;2,90;-2,45;;;;;;;;;;;;;;;;
;2,90;-6,30;2,90;-4,54;;;;;;;;;;;;;;;;
;2,90;-9,36;2,90;-8,37;;;;;;;;;;;;;;;;
;2,90;-6,21;2,90;-12,69;;;;;;;;;;;;;;;;
;2,90;-2,50;2,90;-9,18;;;;;;;;;;;;;;;;
;2,90;-2,47;2,90;0,28;;;;;;;;;;;;;;;;
;2,90;2,29;2,90;8,04;;;;;;;;;;;;;;;;
;2,90;1,62;2,90;8,24;;;;;;;;;;;;;;;;
;2,91;4,61;2,91;2,39;;;;;;;;;;;;;;;;
;2,91;4,29;2,91;-1,47;;;;;;;;;;;;;;;;
;2,91;-2,05;2,91;0,35;;;;;;;;;;;;;;;;
;2,91;-6,25;2,91;-0,46;;;;;;;;;;;;;;;;
;2,91;-5,29;2,91;-7,06;;;;;;;;;;;;;;;;
;2,91;-0,53;2,91;-10,78;;;;;;;;;;;;;;;;
;2,91;-1,72;2,91;-3,94;;;;;;;;;;;;;;;;
;2,91;-3,42;2,91;4,67;;;;;;;;;;;;;;;;
;2,91;0,34;2,91;5,34;;;;;;;;;;;;;;;;
;2,91;-0,95;2,91;0,34;;;;;;;;;;;;;;;;
;2,91;-3,75;2,91;-6,05;;;;;;;;;;;;;;;;
;2,91;-4,66;2,91;-9,74;;;;;;;;;;;;;;;;
;2,91;-5,77;2,91;-7,73;;;;;;;;;;;;;;;;
;2,91;-9,60;2,91;-3,70;;;;;;;;;;;;;;;;
;2,91;-4,95;2,91;-5,78;;;;;;;;;;;;;;;;
;2,91;4,61;2,91;-5,32;;;;;;;;;;;;;;;;
;2,91;2,92;2,91;4,27;;;;;;;;;;;;;;;;
;2,91;5,00;2,91;12,74;;;;;;;;;;;;;;;;
;2,91;10,54;2,91;12,79;;;;;;;;;;;;;;;;
;2,91;9,68;2,91;10,44;;;;;;;;;;;;;;;;
;2,91;6,76;2,91;6,45;;;;;;;;;;;;;;;;
;2,91;6,24;2,91;3,14;;;;;;;;;;;;;;;;
;2,91;1,70;2,91;2,56;;;;;;;;;;;;;;;;
;2,91;-4,90;2,91;1,02;;;;;;;;;;;;;;;;
;2,91;-5,66;2,91;-7,11;;;;;;;;;;;;;;;;
;2,91;-0,06;2,91;-12,18;;;;;;;;;;;;;;;;
;2,91;-1,97;2,91;-4,87;;;;;;;;;;;;;;;;
;2,91;-5,46;2,91;4,86;;;;;;;;;;;;;;;;
;2,91;-0,97;2,91;4,05;;;;;;;;;;;;;;;;
;2,91;-0,58;2,91;-1,96;;;;;;;;;;;;;;;;
;2,91;-0,82;2,91;-6,56;;;;;;;;;;;;;;;;
;2,91;-0,79;2,91;-4,64;;;;;;;;;;;;;;;;
;2,91;-6,35;2,91;0,38;;;;;;;;;;;;;;;;
;2,91;-7,69;2,91;-0,92;;;;;;;;;;;;;;;;
;2,91;-7,90;2,91;-9,79;;;;;;;;;;;;;;;;
;2,91;-3,93;2,91;-15,40;;;;;;;;;;;;;;;;
;2,91;-3,79;2,91;-8,71;;;;;;;;;;;;;;;;
;2,91;-5,54;2,91;2,53;;;;;;;;;;;;;;;;
;2,91;2,15;2,91;6,21;;;;;;;;;;;;;;;;
;2,91;3,71;2,91;5,14;;;;;;;;;;;;;;;;
;2,91;4,70;2,91;2,45;;;;;;;;;;;;;;;;
;2,92;3,84;2,92;2,28;;;;;;;;;;;;;;;;
;2,92;-1,57;2,92;2,79;;;;;;;;;;;;;;;;
;2,92;-4,45;2,92;-0,43;;;;;;;;;;;;;;;;
;2,92;-5,54;2,92;-8,68;;;;;;;;;;;;;;;;
;2,92;-0,39;2,92;-11,85;;;;;;;;;;;;;;;;
;2,92;-0,42;2,92;-3,51;;;;;;;;;;;;;;;;
;2,92;-1,70;2,92;7,91;;;;;;;;;;;;;;;;
;2,92;5,49;2,92;9,34;;;;;;;;;;;;;;;;
;2,92;6,77;2,92;6,89;;;;;;;;;;;;;;;;
;2,92;3,51;2,92;3,10;;;;;;;;;;;;;;;;
;2,92;4,29;2,92;0,78;;;;;;;;;;;;;;;;
;2,92;0,10;2,92;0,96;;;;;;;;;;;;;;;;
;2,92;-4,41;2,92;1,09;;;;;;;;;;;;;;;;
;2,92;-5,06;2,92;-5,68;;;;;;;;;;;;;;;;
;2,92;1,62;2,92;-9,68;;;;;;;;;;;;;;;;
;2,92;0,08;2,92;-2,92;;;;;;;;;;;;;;;;
;2,92;0,40;2,92;7,44;;;;;;;;;;;;;;;;
;2,92;6,57;2,92;9,86;;;;;;;;;;;;;;;;
;2,92;10,04;2,92;9,57;;;;;;;;;;;;;;;;
;2,92;7,26;2,92;8,19;;;;;;;;;;;;;;;;
;2,92;9,09;2,92;6,71;;;;;;;;;;;;;;;;
;2,92;5,80;2,92;6,51;;;;;;;;;;;;;;;;
;2,92;1,67;2,92;6,09;;;;;;;;;;;;;;;;
;2,92;-0,37;2,92;0,03;;;;;;;;;;;;;;;;
;2,92;0,82;2,92;-5,42;;;;;;;;;;;;;;;;
;2,92;-1,82;2,92;-4,85;;;;;;;;;;;;;;;;
;2,92;-4,94;2,92;-0,92;;;;;;;;;;;;;;;;
;2,92;-3,90;2,92;-1,58;;;;;;;;;;;;;;;;
;2,92;-5,19;2,92;-4,02;;;;;;;;;;;;;;;;
;2,92;-7,86;2,92;-8,61;;;;;;;;;;;;;;;;
;2,92;-5,14;2,92;-10,83;;;;;;;;;;;;;;;;
;2,92;-7,47;2,92;-8,06;;;;;;;;;;;;;;;;
;2,92;-7,50;2,92;-3,58;;;;;;;;;;;;;;;;
;2,92;-4,66;2,92;-3,78;;;;;;;;;;;;;;;;
;2,92;-1,14;2,92;-3,95;;;;;;;;;;;;;;;;
;2,92;1,79;2,92;-1,38;;;;;;;;;;;;;;;;
;2,92;-1,35;2,92;4,53;;;;;;;;;;;;;;;;
;2,92;-0,28;2,92;3,35;;;;;;;;;;;;;;;;
;2,92;2,37;2,92;0,22;;;;;;;;;;;;;;;;
;2,92;-4,66;2,92;-3,22;;;;;;;;;;;;;;;;
;2,92;4,09;2,92;-5,09;;;;;;;;;;;;;;;;
;2,93;-0,14;2,93;0,79;;;;;;;;;;;;;;;;
;2,93;-3,71;2,93;5,91;;;;;;;;;;;;;;;;
;2,93;4,48;2,93;1,58;;;;;;;;;;;;;;;;
;2,93;2,69;2,93;-0,16;;;;;;;;;;;;;;;;
;2,93;0,00;2,93;0,88;;;;;;;;;;;;;;;;
;2,93;-0,89;2,93;1,25;;;;;;;;;;;;;;;;
;2,93;-0,94;2,93;-1,39;;;;;;;;;;;;;;;;
;2,93;2,26;2,93;-1,62;;;;;;;;;;;;;;;;
;2,93;-4,75;2,93;-0,37;;;;;;;;;;;;;;;;
;2,93;4,48;2,93;-1,28;;;;;;;;;;;;;;;;
;2,93;0,48;2,93;2,69;;;;;;;;;;;;;;;;
;2,93;-4,75;2,93;3,45;;;;;;;;;;;;;;;;
;2,93;5,43;2,93;-2,34;;;;;;;;;;;;;;;;
;2,93;-0,67;2,93;-1,78;;;;;;;;;;;;;;;;
;2,93;1,06;2,93;0,90;;;;;;;;;;;;;;;;
;2,93;5,72;2,93;4,15;;;;;;;;;;;;;;;;
;2,93;2,41;2,93;7,30;;;;;;;;;;;;;;;;
;2,93;10,63;2,93;7,64;;;;;;;;;;;;;;;;
;2,93;5,18;2,93;8,40;;;;;;;;;;;;;;;;
;2,93;10,19;2,93;7,16;;;;;;;;;;;;;;;;
;2,93;7,85;2,93;8,76;;;;;;;;;;;;;;;;
;2,93;-1,72;2,93;7,18;;;;;;;;;;;;;;;;
;2,93;6,30;2,93;-1,10;;;;;;;;;;;;;;;;
;2,93;-2,58;2,93;-3,78;;;;;;;;;;;;;;;;
;2,93;-3,23;2,93;-4,38;;;;;;;;;;;;;;;;
;2,93;1,11;2,93;-2,75;;;;;;;;;;;;;;;;
;2,93;-6,21;2,93;0,61;;;;;;;;;;;;;;;;
;2,93;1,78;2,93;-0,43;;;;;;;;;;;;;;;;
;2,93;-0,17;2,93;-1,38;;;;;;;;;;;;;;;;
;2,93;3,37;2,93;0,47;;;;;;;;;;;;;;;;
;2,93;-0,37;2,93;4,59;;;;;;;;;;;;;;;;
;2,93;-4,12;2,93;2,28;;;;;;;;;;;;;;;;
;2,93;5,12;2,93;-4,16;;;;;;;;;;;;;;;;
;2,93;-5,54;2,93;-3,25;;;;;;;;;;;;;;;;
;2,93;-2,85;2,93;-3,71;;;;;;;;;;;;;;;;
;2,93;1,76;2,93;-2,11;;;;;;;;;;;;;;;;
;2,93;-5,86;2,93;0,99;;;;;;;;;;;;;;;;
;2,93;4,67;2,93;0,32;;;;;;;;;;;;;;;;
;2,93;0,70;2,93;1,08;;;;;;;;;;;;;;;;
;2,93;7,52;2,93;3,81;;;;;;;;;;;;;;;;
;2,93;5,07;2,93;9,36;;;;;;;;;;;;;;;;
;2,94;1,83;2,94;8,84;;;;;;;;;;;;;;;;
;2,94;14,28;2,94;3,98;;;;;;;;;;;;;;;;
;2,94;1,32;2,94;6,64;;;;;;;;;;;;;;;;
;2,94;-0,37;2,94;4,44;;;;;;;;;;;;;;;;
;2,94;1,52;2,94;-2,03;;;;;;;;;;;;;;;;
;2,94;-6,53;2,94;-6,73;;;;;;;;;;;;;;;;
;2,94;0,22;2,94;-7,82;;;;;;;;;;;;;;;;
;2,94;-8,79;2,94;-3,96;;;;;;;;;;;;;;;;
;2,94;-1,80;2,94;-2,39;;;;;;;;;;;;;;;;
;2,94;-4,35;2,94;-1,08;;;;;;;;;;;;;;;;
;2,94;-11,09;2,94;-4,63;;;;;;;;;;;;;;;;
;2,94;-1,59;2,94;-11,95;;;;;;;;;;;;;;;;
;2,94;-12,32;2,94;-10,70;;;;;;;;;;;;;;;;
;2,94;-10,25;2,94;-9,72;;;;;;;;;;;;;;;;
;2,94;-2,78;2,94;-8,03;;;;;;;;;;;;;;;;
;2,94;-6,58;2,94;-2,67;;;;;;;;;;;;;;;;
;2,94;4,58;2,94;1,35;;;;;;;;;;;;;;;;
;2,94;6,30;2,94;6,81;;;;;;;;;;;;;;;;
;2,94;8,67;2,94;12,51;;;;;;;;;;;;;;;;
;2,94;7,52;2,94;13,65;;;;;;;;;;;;;;;;
;2,94;1,94;2,94;6,74;;;;;;;;;;;;;;;;
;2,94;6,48;2,94;-2,96;;;;;;;;;;;;;;;;
;2,94;-8,05;2,94;-4,95;;;;;;;;;;;;;;;;
;2,94;-9,88;2,94;-9,52;;;;;;;;;;;;;;;;
;2,94;-3,60;2,94;-12,52;;;;;;;;;;;;;;;;
;2,94;-8,62;2,94;-8,09;;;;;;;;;;;;;;;;
;2,94;2,21;2,94;-1,35;;;;;;;;;;;;;;;;
;2,94;2,78;2,94;6,93;;;;;;;;;;;;;;;;
