C:\Test.Xpress Projects\Tubo Kunt Flávia\Data\Cortica.3_M2.xdf;03.10.19;11:54:33;;;
;C1:  Time[s];C1:  [Pa];C2:  Time[s];C2:  [Pa];M1: FRF(C1,C2) Frequency[Hz];M1: FRF(C1,C2) [](A);;M2: FRF(C2,C1) Frequency[Hz];M2: FRF(C2,C1) [](A);;M3: FFT(C1) Frequency[Hz];M3: FFT(C1) [Pa](A);;M4: FFT(C2) Frequency[Hz];M4: FFT(C2) [Pa](A);;M5: PHASE(M1) Frequency[Hz];M5: PHASE(M1) Phase[°](A);M6: PHASE(M2) Frequency[Hz];M6: PHASE(M2) Phase[°](A)
Unit;s;Pa;s;Pa;Hz;;;Hz;;;Hz;Pa;;Hz;Pa;;Hz;°;Hz;°
Sensor;;;;;;;;;;;;;;;;;;;;
PointId;;;;;;;;;;;;;;;;;;;;
PointDir;;'';;'';;'';;;'';;;'';;;'';;;'';;''
Info1;;;;;;;;;;;;;;;;;;;;
Info2;;;;;;;;;;;;;;;;;;;;
Info3;;;;;;;;;;;;;;;;;;;;
Info4;;;;;;;;;;;;;;;;;;;;
Z Axis;;;;;;;;;;;;;;;;
;0,33;-1,73;0,33;-0,83;;;;;;;;;;;;;;;;
;0,33;-0,29;0,33;-1,16;;;;;;;;;;;;;;;;
;0,33;-0,08;0,33;-0,20;;;;;;;;;;;;;;;;
;0,33;0,24;0,33;0,46;;;;;;;;;;;;;;;;
;0,33;0,54;0,33;1,38;;;;;;;;;;;;;;;;
;0,33;1,97;0,33;0,05;;;;;;;;;;;;;;;;
;0,33;0,65;0,33;-0,41;;;;;;;;;;;;;;;;
;0,33;-0,63;0,33;2,11;;;;;;;;;;;;;;;;
;0,33;-0,45;0,33;-1,53;;;;;;;;;;;;;;;;
;0,33;-0,09;0,33;-0,73;;;;;;;;;;;;;;;;
;0,33;-1,31;0,33;-0,40;;;;;;;;;;;;;;;;
;0,33;-0,93;0,33;-0,85;;;;;;;;;;;;;;;;
;0,33;-1,15;0,33;-1,68;;;;;;;;;;;;;;;;
;0,33;-1,15;0,33;-0,22;;;;;;;;;;;;;;;;
;0,33;-0,80;0,33;0,08;;;;;;;;;;;;;;;;
;0,33;1,13;0,33;0,81;;;;;;;;;;;;;;;;
;0,33;2,12;0,33;1,12;;;;;;;;;;;;;;;;
;0,33;2,57;0,33;2,33;;;;;;;;;;;;;;;;
;0,33;2,15;0,33;1,87;;;;;;;;;;;;;;;;
;0,34;1,91;0,34;1,84;;;;;;;;;;;;;;;;
;0,34;1,31;0,34;1,72;;;;;;;;;;;;;;;;
;0,34;1,44;0,34;0,61;;;;;;;;;;;;;;;;
;0,34;0,26;0,34;-0,92;;;;;;;;;;;;;;;;
;0,34;-1,68;0,34;-0,23;;;;;;;;;;;;;;;;
;0,34;-2,24;0,34;-0,25;;;;;;;;;;;;;;;;
;0,34;-0,53;0,34;-1,43;;;;;;;;;;;;;;;;
;0,34;0,29;0,34;0,08;;;;;;;;;;;;;;;;
;0,34;1,05;0,34;1,36;;;;;;;;;;;;;;;;
;0,34;1,67;0,34;0,76;;;;;;;;;;;;;;;;
;0,34;1,71;0,34;0,99;;;;;;;;;;;;;;;;
;0,34;0,53;0,34;0,49;;;;;;;;;;;;;;;;
;0,34;-0,31;0,34;-0,37;;;;;;;;;;;;;;;;
;0,34;-1,75;0,34;-2,19;;;;;;;;;;;;;;;;
;0,34;-2,95;0,34;-1,05;;;;;;;;;;;;;;;;
;0,34;-2,49;0,34;-1,24;;;;;;;;;;;;;;;;
;0,34;-0,36;0,34;-0,75;;;;;;;;;;;;;;;;
;0,34;1,32;0,34;1,17;;;;;;;;;;;;;;;;
;0,34;2,75;0,34;1,59;;;;;;;;;;;;;;;;
;0,34;2,67;0,34;1,47;;;;;;;;;;;;;;;;
;0,34;1,54;0,34;1,93;;;;;;;;;;;;;;;;
;0,34;0,49;0,34;0,38;;;;;;;;;;;;;;;;
;0,34;-0,50;0,34;-1,31;;;;;;;;;;;;;;;;
;0,34;-2,46;0,34;-1,88;;;;;;;;;;;;;;;;
;0,34;-3,48;0,34;-1,61;;;;;;;;;;;;;;;;
;0,34;-2,72;0,34;-2,27;;;;;;;;;;;;;;;;
;0,34;-1,16;0,34;-1,37;;;;;;;;;;;;;;;;
;0,34;0,02;0,34;0,19;;;;;;;;;;;;;;;;
;0,34;1,43;0,34;0,94;;;;;;;;;;;;;;;;
;0,34;1,97;0,34;0,71;;;;;;;;;;;;;;;;
;0,34;1,43;0,34;1,74;;;;;;;;;;;;;;;;
;0,34;0,93;0,34;1,18;;;;;;;;;;;;;;;;
;0,34;0,83;0,34;0,28;;;;;;;;;;;;;;;;
;0,34;0,02;0,34;-0,68;;;;;;;;;;;;;;;;
;0,34;-1,43;0,34;-0,23;;;;;;;;;;;;;;;;
;0,34;-1,35;0,34;0,31;;;;;;;;;;;;;;;;
;0,34;0,18;0,34;-1,13;;;;;;;;;;;;;;;;
;0,34;0,73;0,34;0,53;;;;;;;;;;;;;;;;
;0,34;0,78;0,34;0,16;;;;;;;;;;;;;;;;
;0,34;-0,19;0,34;-1,21;;;;;;;;;;;;;;;;
;0,34;-1,57;0,34;1,14;;;;;;;;;;;;;;;;
;0,35;-0,50;0,35;0,32;;;;;;;;;;;;;;;;
;0,35;1,72;0,35;-0,45;;;;;;;;;;;;;;;;
;0,35;1,37;0,35;-0,42;;;;;;;;;;;;;;;;
;0,35;-0,91;0,35;-0,03;;;;;;;;;;;;;;;;
;0,35;-2,23;0,35;-0,53;;;;;;;;;;;;;;;;
;0,35;-1,82;0,35;-2,01;;;;;;;;;;;;;;;;
;0,35;-1,24;0,35;-0,85;;;;;;;;;;;;;;;;
;0,35;-0,54;0,35;-1,54;;;;;;;;;;;;;;;;
;0,35;-1,12;0,35;-2,13;;;;;;;;;;;;;;;;
;0,35;-2,41;0,35;0,27;;;;;;;;;;;;;;;;
;0,35;-0,96;0,35;0,37;;;;;;;;;;;;;;;;
;0,35;1,73;0,35;-0,97;;;;;;;;;;;;;;;;
;0,35;1,81;0,35;1,38;;;;;;;;;;;;;;;;
;0,35;1,23;0,35;2,74;;;;;;;;;;;;;;;;
;0,35;2,22;0,35;2,12;;;;;;;;;;;;;;;;
;0,35;3,22;0,35;2,26;;;;;;;;;;;;;;;;
;0,35;3,25;0,35;2,53;;;;;;;;;;;;;;;;
;0,35;2,23;0,35;0,91;;;;;;;;;;;;;;;;
;0,35;-0,17;0,35;-0,46;;;;;;;;;;;;;;;;
;0,35;-2,69;0,35;0,08;;;;;;;;;;;;;;;;
;0,35;-1,99;0,35;-0,82;;;;;;;;;;;;;;;;
;0,35;-0,56;0,35;-4,17;;;;;;;;;;;;;;;;
;0,35;-2,51;0,35;-2,06;;;;;;;;;;;;;;;;
;0,35;-4,05;0,35;-0,57;;;;;;;;;;;;;;;;
;0,35;-2,23;0,35;-2,62;;;;;;;;;;;;;;;;
;0,35;-0,23;0,35;-0,72;;;;;;;;;;;;;;;;
;0,35;0,81;0,35;-0,14;;;;;;;;;;;;;;;;
;0,35;0,68;0,35;-0,56;;;;;;;;;;;;;;;;
;0,35;-0,88;0,35;-0,90;;;;;;;;;;;;;;;;
;0,35;-2,42;0,35;0,19;;;;;;;;;;;;;;;;
;0,35;-0,66;0,35;1,52;;;;;;;;;;;;;;;;
;0,35;2,78;0,35;-1,05;;;;;;;;;;;;;;;;
;0,35;2,48;0,35;0,80;;;;;;;;;;;;;;;;
;0,35;0,43;0,35;3,64;;;;;;;;;;;;;;;;
;0,35;1,39;0,35;1,11;;;;;;;;;;;;;;;;
;0,35;2,47;0,35;1,38;;;;;;;;;;;;;;;;
;0,35;2,46;0,35;1,97;;;;;;;;;;;;;;;;
;0,35;1,43;0,35;0,37;;;;;;;;;;;;;;;;
;0,35;-0,30;0,35;-0,03;;;;;;;;;;;;;;;;
;0,35;-1,98;0,35;0,77;;;;;;;;;;;;;;;;
;0,35;0,24;0,35;2,49;;;;;;;;;;;;;;;;
;0,36;3,82;0,36;-1,18;;;;;;;;;;;;;;;;
;0,36;2,58;0,36;-0,09;;;;;;;;;;;;;;;;
;0,36;-1,52;0,36;3,30;;;;;;;;;;;;;;;;
;0,36;-0,76;0,36;-0,11;;;;;;;;;;;;;;;;
;0,36;0,95;0,36;-0,50;;;;;;;;;;;;;;;;
;0,36;1,64;0,36;1,27;;;;;;;;;;;;;;;;
;0,36;0,89;0,36;-0,94;;;;;;;;;;;;;;;;
;0,36;-1,11;0,36;-1,02;;;;;;;;;;;;;;;;
;0,36;-3,47;0,36;-0,11;;;;;;;;;;;;;;;;
;0,36;-1,22;0,36;1,00;;;;;;;;;;;;;;;;
;0,36;2,15;0,36;-3,91;;;;;;;;;;;;;;;;
;0,36;-0,35;0,36;-1,91;;;;;;;;;;;;;;;;
;0,36;-4,34;0,36;2,24;;;;;;;;;;;;;;;;
;0,36;-1,94;0,36;-1,29;;;;;;;;;;;;;;;;
;0,36;2,04;0,36;0,07;;;;;;;;;;;;;;;;
;0,36;3,52;0,36;1,31;;;;;;;;;;;;;;;;
;0,36;2,29;0,36;0,96;;;;;;;;;;;;;;;;
;0,36;-0,32;0,36;0,61;;;;;;;;;;;;;;;;
;0,36;-1,97;0,36;0,54;;;;;;;;;;;;;;;;
;0,36;-0,31;0,36;1,20;;;;;;;;;;;;;;;;
;0,36;2,22;0,36;-2,82;;;;;;;;;;;;;;;;
;0,36;-0,51;0,36;-1,98;;;;;;;;;;;;;;;;
;0,36;-4,27;0,36;1,87;;;;;;;;;;;;;;;;
;0,36;-2,16;0,36;-1,18;;;;;;;;;;;;;;;;
;0,36;1,74;0,36;-1,29;;;;;;;;;;;;;;;;
;0,36;2,01;0,36;-0,02;;;;;;;;;;;;;;;;
;0,36;-0,10;0,36;-0,39;;;;;;;;;;;;;;;;
;0,36;-2,68;0,36;-0,93;;;;;;;;;;;;;;;;
;0,36;-2,96;0,36;-0,48;;;;;;;;;;;;;;;;
;0,36;-0,69;0,36;-0,98;;;;;;;;;;;;;;;;
;0,36;1,21;0,36;-2,29;;;;;;;;;;;;;;;;
;0,36;-0,92;0,36;-0,86;;;;;;;;;;;;;;;;
;0,36;-2,31;0,36;3,02;;;;;;;;;;;;;;;;
;0,36;1,49;0,36;1,47;;;;;;;;;;;;;;;;
;0,36;5,52;0,36;0,80;;;;;;;;;;;;;;;;
;0,36;4,35;0,36;1,89;;;;;;;;;;;;;;;;
;0,36;-0,06;0,36;0,25;;;;;;;;;;;;;;;;
;0,36;-3,60;0,36;0,40;;;;;;;;;;;;;;;;
;0,36;-2,86;0,36;-1,25;;;;;;;;;;;;;;;;
;0,36;-0,12;0,36;-1,70;;;;;;;;;;;;;;;;
;0,36;0,77;0,36;-2,24;;;;;;;;;;;;;;;;
;0,37;-1,92;0,37;-1,29;;;;;;;;;;;;;;;;
;0,37;-3,20;0,37;1,81;;;;;;;;;;;;;;;;
;0,37;0,28;0,37;-0,15;;;;;;;;;;;;;;;;
;0,37;3,69;0,37;-0,35;;;;;;;;;;;;;;;;
;0,37;2,56;0,37;1,64;;;;;;;;;;;;;;;;
;0,37;0,16;0,37;1,06;;;;;;;;;;;;;;;;
;0,37;-1,17;0,37;0,63;;;;;;;;;;;;;;;;
;0,37;-0,32;0,37;0,26;;;;;;;;;;;;;;;;
;0,37;1,12;0,37;0,20;;;;;;;;;;;;;;;;
;0,37;1,49;0,37;-1,33;;;;;;;;;;;;;;;;
;0,37;-1,56;0,37;-0,99;;;;;;;;;;;;;;;;
;0,37;-2,94;0,37;2,78;;;;;;;;;;;;;;;;
;0,37;1,02;0,37;0,78;;;;;;;;;;;;;;;;
;0,37;5,34;0,37;0,18;;;;;;;;;;;;;;;;
;0,37;3,44;0,37;0,79;;;;;;;;;;;;;;;;
;0,37;-1,04;0,37;2,00;;;;;;;;;;;;;;;;
;0,37;-2,40;0,37;0,51;;;;;;;;;;;;;;;;
;0,37;-0,46;0,37;-1,59;;;;;;;;;;;;;;;;
;0,37;0,67;0,37;0,26;;;;;;;;;;;;;;;;
;0,37;0,91;0,37;-1,50;;;;;;;;;;;;;;;;
;0,37;-1,83;0,37;-2,27;;;;;;;;;;;;;;;;
;0,37;-3,98;0,37;1,37;;;;;;;;;;;;;;;;
;0,37;-1,32;0,37;-1,05;;;;;;;;;;;;;;;;
;0,37;2,38;0,37;-1,28;;;;;;;;;;;;;;;;
;0,37;1,48;0,37;-0,50;;;;;;;;;;;;;;;;
;0,37;-1,23;0,37;1,50;;;;;;;;;;;;;;;;
;0,37;-1,23;0,37;0,58;;;;;;;;;;;;;;;;
;0,37;0,72;0,37;-0,90;;;;;;;;;;;;;;;;
;0,37;1,52;0,37;2,63;;;;;;;;;;;;;;;;
;0,37;3,00;0,37;0,50;;;;;;;;;;;;;;;;
;0,37;1,15;0,37;-1,53;;;;;;;;;;;;;;;;
;0,37;-2,06;0,37;3,41;;;;;;;;;;;;;;;;
;0,37;-0,91;0,37;-0,74;;;;;;;;;;;;;;;;
;0,37;1,60;0,37;-1,34;;;;;;;;;;;;;;;;
;0,37;0,26;0,37;-1,09;;;;;;;;;;;;;;;;
;0,37;-2,29;0,37;-0,37;;;;;;;;;;;;;;;;
;0,37;-2,79;0,37;-0,78;;;;;;;;;;;;;;;;
;0,37;-1,30;0,37;-1,90;;;;;;;;;;;;;;;;
;0,37;0,42;0,37;2,55;;;;;;;;;;;;;;;;
;0,37;3,61;0,37;-0,30;;;;;;;;;;;;;;;;
;0,38;2,02;0,38;-2,54;;;;;;;;;;;;;;;;
;0,38;-3,27;0,38;2,47;;;;;;;;;;;;;;;;
;0,38;-3,59;0,38;-0,97;;;;;;;;;;;;;;;;
;0,38;-0,20;0,38;-2,56;;;;;;;;;;;;;;;;
;0,38;0,39;0,38;-1,36;;;;;;;;;;;;;;;;
;0,38;-0,96;0,38;-0,35;;;;;;;;;;;;;;;;
;0,38;-1,76;0,38;-0,62;;;;;;;;;;;;;;;;
;0,38;-1,50;0,38;-1,58;;;;;;;;;;;;;;;;
;0,38;-0,65;0,38;2,19;;;;;;;;;;;;;;;;
;0,38;2,97;0,38;1,20;;;;;;;;;;;;;;;;
;0,38;3,81;0,38;-2,30;;;;;;;;;;;;;;;;
;0,38;-0,85;0,38;2,17;;;;;;;;;;;;;;;;
;0,38;-3,13;0,38;0,57;;;;;;;;;;;;;;;;
;0,38;-1,07;0,38;-2,57;;;;;;;;;;;;;;;;
;0,38;-0,55;0,38;-2,58;;;;;;;;;;;;;;;;
;0,38;-2,22;0,38;-0,69;;;;;;;;;;;;;;;;
;0,38;-2,19;0,38;-0,51;;;;;;;;;;;;;;;;
;0,38;-0,77;0,38;-1,53;;;;;;;;;;;;;;;;
;0,38;0,86;0,38;3,21;;;;;;;;;;;;;;;;
;0,38;4,29;0,38;2,55;;;;;;;;;;;;;;;;
;0,38;5,52;0,38;-0,16;;;;;;;;;;;;;;;;
;0,38;0,96;0,38;2,39;;;;;;;;;;;;;;;;
;0,38;-2,14;0,38;1,98;;;;;;;;;;;;;;;;
;0,38;-1,08;0,38;-2,31;;;;;;;;;;;;;;;;
;0,38;-0,74;0,38;-1,95;;;;;;;;;;;;;;;;
;0,38;-1,77;0,38;0,35;;;;;;;;;;;;;;;;
;0,38;-0,47;0,38;0,13;;;;;;;;;;;;;;;;
;0,38;1,09;0,38;-0,76;;;;;;;;;;;;;;;;
;0,38;1,49;0,38;3,42;;;;;;;;;;;;;;;;
;0,38;3,39;0,38;2,85;;;;;;;;;;;;;;;;
;0,38;4,38;0,38;-0,60;;;;;;;;;;;;;;;;
;0,38;0,33;0,38;1,24;;;;;;;;;;;;;;;;
;0,38;-2,63;0,38;1,52;;;;;;;;;;;;;;;;
;0,38;-1,52;0,38;-1,98;;;;;;;;;;;;;;;;
;0,38;-0,10;0,38;-0,72;;;;;;;;;;;;;;;;
;0,38;0,35;0,38;0,75;;;;;;;;;;;;;;;;
;0,38;1,25;0,38;0,42;;;;;;;;;;;;;;;;
;0,38;0,94;0,38;-0,52;;;;;;;;;;;;;;;;
;0,38;-0,48;0,38;2,19;;;;;;;;;;;;;;;;
;0,38;1,00;0,38;1,21;;;;;;;;;;;;;;;;
;0,38;1,64;0,38;-4,11;;;;;;;;;;;;;;;;
;0,39;-2,53;0,39;0,72;;;;;;;;;;;;;;;;
;0,39;-3,99;0,39;-0,29;;;;;;;;;;;;;;;;
;0,39;-1,51;0,39;-3,51;;;;;;;;;;;;;;;;
;0,39;-0,37;0,39;-0,36;;;;;;;;;;;;;;;;
;0,39;-0,01;0,39;-0,45;;;;;;;;;;;;;;;;
;0,39;0,16;0,39;-0,20;;;;;;;;;;;;;;;;
;0,39;-0,33;0,39;-0,12;;;;;;;;;;;;;;;;
;0,39;-0,21;0,39;2,49;;;;;;;;;;;;;;;;
;0,39;2,97;0,39;2,57;;;;;;;;;;;;;;;;
;0,39;4,75;0,39;-0,87;;;;;;;;;;;;;;;;
;0,39;1,62;0,39;3,57;;;;;;;;;;;;;;;;
;0,39;-0,25;0,39;1,78;;;;;;;;;;;;;;;;
;0,39;0,05;0,39;-1,81;;;;;;;;;;;;;;;;
;0,39;-0,84;0,39;0,41;;;;;;;;;;;;;;;;
;0,39;-0,96;0,39;-0,07;;;;;;;;;;;;;;;;
;0,39;0,36;0,39;0,31;;;;;;;;;;;;;;;;
;0,39;1,28;0,39;-0,40;;;;;;;;;;;;;;;;
;0,39;0,55;0,39;1,36;;;;;;;;;;;;;;;;
;0,39;1,09;0,39;2,77;;;;;;;;;;;;;;;;
;0,39;2,27;0,39;-2,60;;;;;;;;;;;;;;;;
;0,39;-0,81;0,39;0,12;;;;;;;;;;;;;;;;
;0,39;-3,04;0,39;0,59;;;;;;;;;;;;;;;;
;0,39;-2,09;0,39;-3,92;;;;;;;;;;;;;;;;
;0,39;-1,85;0,39;-1,07;;;;;;;;;;;;;;;;
;0,39;-1,71;0,39;-1,36;;;;;;;;;;;;;;;;
;0,39;-0,69;0,39;-0,44;;;;;;;;;;;;;;;;
;0,39;0,34;0,39;-0,39;;;;;;;;;;;;;;;;
;0,39;0,41;0,39;0,17;;;;;;;;;;;;;;;;
;0,39;0,90;0,39;3,27;;;;;;;;;;;;;;;;
;0,39;2,95;0,39;-0,25;;;;;;;;;;;;;;;;
;0,39;2,01;0,39;0,72;;;;;;;;;;;;;;;;
;0,39;-0,01;0,39;2,88;;;;;;;;;;;;;;;;
;0,39;0,14;0,39;-1,22;;;;;;;;;;;;;;;;
;0,39;-0,13;0,39;-0,34;;;;;;;;;;;;;;;;
;0,39;-1,28;0,39;-0,81;;;;;;;;;;;;;;;;
;0,39;-1,44;0,39;0,08;;;;;;;;;;;;;;;;
;0,39;-0,06;0,39;-0,28;;;;;;;;;;;;;;;;
;0,39;0,74;0,39;-1,61;;;;;;;;;;;;;;;;
;0,39;-0,38;0,39;1,29;;;;;;;;;;;;;;;;
;0,39;-0,35;0,39;-0,79;;;;;;;;;;;;;;;;
;0,39;-0,78;0,39;-1,93;;;;;;;;;;;;;;;;
;0,40;-1,86;0,40;0,23;;;;;;;;;;;;;;;;
;0,40;-1,47;0,40;-2,01;;;;;;;;;;;;;;;;
;0,40;-1,18;0,40;-1,77;;;;;;;;;;;;;;;;
;0,40;-1,56;0,40;0,02;;;;;;;;;;;;;;;;
;0,40;-0,39;0,40;-0,36;;;;;;;;;;;;;;;;
;0,40;0,89;0,40;0,10;;;;;;;;;;;;;;;;
;0,40;1,16;0,40;-0,35;;;;;;;;;;;;;;;;
;0,40;-0,30;0,40;0,37;;;;;;;;;;;;;;;;
;0,40;-0,80;0,40;0,21;;;;;;;;;;;;;;;;
;0,40;-0,80;0,40;-1,78;;;;;;;;;;;;;;;;
;0,40;-1,03;0,40;-0,11;;;;;;;;;;;;;;;;
;0,40;-0,98;0,40;-1,14;;;;;;;;;;;;;;;;
;0,40;-0,76;0,40;-0,77;;;;;;;;;;;;;;;;
;0,40;-0,32;0,40;2,33;;;;;;;;;;;;;;;;
;0,40;2,82;0,40;2,14;;;;;;;;;;;;;;;;
;0,40;5,11;0,40;2,12;;;;;;;;;;;;;;;;
;0,40;4,29;0,40;2,74;;;;;;;;;;;;;;;;
;0,40;1,34;0,40;1,83;;;;;;;;;;;;;;;;
;0,40;-0,68;0,40;-0,14;;;;;;;;;;;;;;;;
;0,40;-2,66;0,40;-2,80;;;;;;;;;;;;;;;;
;0,40;-3,68;0,40;-0,81;;;;;;;;;;;;;;;;
;0,40;-2,38;0,40;-2,31;;;;;;;;;;;;;;;;
;0,40;-0,47;0,40;-1,42;;;;;;;;;;;;;;;;
;0,40;0,42;0,40;1,65;;;;;;;;;;;;;;;;
;0,40;2,43;0,40;1,55;;;;;;;;;;;;;;;;
;0,40;3,27;0,40;0,55;;;;;;;;;;;;;;;;
;0,40;1,15;0,40;0,03;;;;;;;;;;;;;;;;
;0,40;-2,22;0,40;0,31;;;;;;;;;;;;;;;;
;0,40;-2,71;0,40;-2,17;;;;;;;;;;;;;;;;
;0,40;-3,09;0,40;-3,97;;;;;;;;;;;;;;;;
;0,40;-3,12;0,40;0,07;;;;;;;;;;;;;;;;
;0,40;-0,99;0,40;-1,63;;;;;;;;;;;;;;;;
;0,40;1,32;0,40;0,07;;;;;;;;;;;;;;;;
;0,40;1,98;0,40;3,16;;;;;;;;;;;;;;;;
;0,40;3,87;0,40;2,71;;;;;;;;;;;;;;;;
;0,40;4,18;0,40;1,40;;;;;;;;;;;;;;;;
;0,40;1,57;0,40;0,50;;;;;;;;;;;;;;;;
;0,40;-2,25;0,40;0,84;;;;;;;;;;;;;;;;
;0,40;-2,45;0,40;-1,51;;;;;;;;;;;;;;;;
;0,40;-2,17;0,40;-3,74;;;;;;;;;;;;;;;;
;0,40;-2,35;0,40;-0,16;;;;;;;;;;;;;;;;
;0,41;-1,34;0,41;-1,19;;;;;;;;;;;;;;;;
;0,41;0,65;0,41;0,11;;;;;;;;;;;;;;;;
;0,41;1,66;0,41;1,90;;;;;;;;;;;;;;;;
;0,41;3,08;0,41;2,53;;;;;;;;;;;;;;;;
;0,41;3,68;0,41;2,09;;;;;;;;;;;;;;;;
;0,41;2,36;0,41;0,27;;;;;;;;;;;;;;;;
;0,41;-1,03;0,41;0,89;;;;;;;;;;;;;;;;
;0,41;-2,30;0,41;-0,93;;;;;;;;;;;;;;;;
;0,41;-2,37;0,41;-2,85;;;;;;;;;;;;;;;;
;0,41;-2,04;0,41;-0,49;;;;;;;;;;;;;;;;
;0,41;-0,86;0,41;-1,26;;;;;;;;;;;;;;;;
;0,41;0,42;0,41;-0,35;;;;;;;;;;;;;;;;
;0,41;0,65;0,41;1,74;;;;;;;;;;;;;;;;
;0,41;2,18;0,41;1,94;;;;;;;;;;;;;;;;
;0,41;3,04;0,41;0,48;;;;;;;;;;;;;;;;
;0,41;1,26;0,41;-0,34;;;;;;;;;;;;;;;;
;0,41;-2,41;0,41;-0,38;;;;;;;;;;;;;;;;
;0,41;-3,68;0,41;-2,10;;;;;;;;;;;;;;;;
;0,41;-3,48;0,41;-3,35;;;;;;;;;;;;;;;;
;0,41;-2,29;0,41;-0,48;;;;;;;;;;;;;;;;
;0,41;0,10;0,41;-1,19;;;;;;;;;;;;;;;;
;0,41;1,34;0,41;-0,05;;;;;;;;;;;;;;;;
;0,41;1,27;0,41;3,33;;;;;;;;;;;;;;;;
;0,41;2,98;0,41;1,75;;;;;;;;;;;;;;;;
;0,41;3,23;0,41;-0,39;;;;;;;;;;;;;;;;
;0,41;-0,37;0,41;-0,48;;;;;;;;;;;;;;;;
;0,41;-4,15;0,41;-0,76;;;;;;;;;;;;;;;;
;0,41;-4,06;0,41;-2,43;;;;;;;;;;;;;;;;
;0,41;-2,29;0,41;-3,16;;;;;;;;;;;;;;;;
;0,41;-0,89;0,41;-0,02;;;;;;;;;;;;;;;;
;0,41;0,92;0,41;0,65;;;;;;;;;;;;;;;;
;0,41;2,61;0,41;2,17;;;;;;;;;;;;;;;;
;0,41;3,99;0,41;4,64;;;;;;;;;;;;;;;;
;0,41;5,67;0,41;3,59;;;;;;;;;;;;;;;;
;0,41;5,13;0,41;2,01;;;;;;;;;;;;;;;;
;0,41;0,87;0,41;-0,15;;;;;;;;;;;;;;;;
;0,41;-4,10;0,41;-0,33;;;;;;;;;;;;;;;;
;0,41;-4,97;0,41;-3,02;;;;;;;;;;;;;;;;
;0,41;-3,76;0,41;-4,16;;;;;;;;;;;;;;;;
;0,41;-2,02;0,41;-0,31;;;;;;;;;;;;;;;;
;0,41;0,48;0,41;-1,03;;;;;;;;;;;;;;;;
;0,42;2,12;0,42;2,04;;;;;;;;;;;;;;;;
;0,42;3,34;0,42;3,85;;;;;;;;;;;;;;;;
;0,42;4,78;0,42;1,70;;;;;;;;;;;;;;;;
;0,42;2,94;0,42;0,65;;;;;;;;;;;;;;;;
;0,42;-1,65;0,42;-1,04;;;;;;;;;;;;;;;;
;0,42;-5,21;0,42;-0,73;;;;;;;;;;;;;;;;
;0,42;-3,66;0,42;-1,85;;;;;;;;;;;;;;;;
;0,42;-0,54;0,42;-3,59;;;;;;;;;;;;;;;;
;0,42;0,02;0,42;-0,13;;;;;;;;;;;;;;;;
;0,42;-0,39;0,42;-0,25;;;;;;;;;;;;;;;;
;0,42;-0,55;0,42;-1,00;;;;;;;;;;;;;;;;
;0,42;-1,03;0,42;-0,08;;;;;;;;;;;;;;;;
;0,42;-0,90;0,42;-2,54;;;;;;;;;;;;;;;;
;0,42;-2,55;0,42;-3,39;;;;;;;;;;;;;;;;
;0,42;-4,97;0,42;-3,07;;;;;;;;;;;;;;;;
;0,42;-5,52;0,42;-2,49;;;;;;;;;;;;;;;;
;0,42;-2,14;0,42;-0,63;;;;;;;;;;;;;;;;
;0,42;2,16;0,42;-1,15;;;;;;;;;;;;;;;;
;0,42;3,22;0,42;1,16;;;;;;;;;;;;;;;;
;0,42;1,71;0,42;2,58;;;;;;;;;;;;;;;;
;0,42;0,75;0,42;0,12;;;;;;;;;;;;;;;;
;0,42;-0,45;0,42;0,96;;;;;;;;;;;;;;;;
;0,42;-0,14;0,42;0,31;;;;;;;;;;;;;;;;
;0,42;0,40;0,42;-0,89;;;;;;;;;;;;;;;;
;0,42;-0,03;0,42;-0,56;;;;;;;;;;;;;;;;
;0,42;-1,52;0,42;0,54;;;;;;;;;;;;;;;;
;0,42;0,25;0,42;2,53;;;;;;;;;;;;;;;;
;0,42;3,09;0,42;-1,23;;;;;;;;;;;;;;;;
;0,42;2,46;0,42;1,14;;;;;;;;;;;;;;;;
;0,42;-0,41;0,42;1,95;;;;;;;;;;;;;;;;
;0,42;-0,37;0,42;0,46;;;;;;;;;;;;;;;;
;0,42;0,50;0,42;0,21;;;;;;;;;;;;;;;;
;0,42;1,34;0,42;-0,23;;;;;;;;;;;;;;;;
;0,42;-0,13;0,42;-1,69;;;;;;;;;;;;;;;;
;0,42;-2,81;0,42;-1,97;;;;;;;;;;;;;;;;
;0,42;-5,03;0,42;-2,09;;;;;;;;;;;;;;;;
;0,42;-3,15;0,42;-1,14;;;;;;;;;;;;;;;;
;0,42;-0,14;0,42;-3,62;;;;;;;;;;;;;;;;
;0,42;-0,09;0,42;-1,10;;;;;;;;;;;;;;;;
;0,42;-1,64;0,42;0,89;;;;;;;;;;;;;;;;
;0,42;-0,49;0,42;-0,48;;;;;;;;;;;;;;;;
;0,43;0,77;0,43;0,56;;;;;;;;;;;;;;;;
;0,43;1,97;0,43;1,12;;;;;;;;;;;;;;;;
;0,43;1,59;0,43;-0,27;;;;;;;;;;;;;;;;
;0,43;-0,29;0,43;0,13;;;;;;;;;;;;;;;;
;0,43;-2,11;0,43;0,47;;;;;;;;;;;;;;;;
;0,43;-0,44;0,43;0,54;;;;;;;;;;;;;;;;
