C:\Test.Xpress Projects\Tubo Kunt Flávia\Data\Cartao.2_M2.xdf;03.10.19;11:52:29;;;
;C1:  Time[s];C1:  [Pa];C2:  Time[s];C2:  [Pa];M1: FRF(C1,C2) Frequency[Hz];M1: FRF(C1,C2) [](A);;M2: FRF(C2,C1) Frequency[Hz];M2: FRF(C2,C1) [](A);;M3: FFT(C1) Frequency[Hz];M3: FFT(C1) [Pa](A);;M4: FFT(C2) Frequency[Hz];M4: FFT(C2) [Pa](A);;M5: PHASE(M1) Frequency[Hz];M5: PHASE(M1) Phase[°](A);M6: PHASE(M2) Frequency[Hz];M6: PHASE(M2) Phase[°](A)
;1,77;2,01;1,77;0,40;;;;;;;;;;;;;;;;
;1,77;0,90;1,77;1,87;;;;;;;;;;;;;;;;
;1,77;0,27;1,77;1,99;;;;;;;;;;;;;;;;
;1,77;2,16;1,77;2,61;;;;;;;;;;;;;;;;
;1,77;3,22;1,77;-1,33;;;;;;;;;;;;;;;;
;1,77;0,51;1,77;2,19;;;;;;;;;;;;;;;;
;1,77;-0,99;1,77;1,22;;;;;;;;;;;;;;;;
;1,77;-0,23;1,77;-0,95;;;;;;;;;;;;;;;;
;1,77;1,03;1,77;3,20;;;;;;;;;;;;;;;;
;1,77;3,26;1,77;-1,22;;;;;;;;;;;;;;;;
;1,77;0,98;1,77;1,13;;;;;;;;;;;;;;;;
;1,77;-0,77;1,77;1,33;;;;;;;;;;;;;;;;
;1,77;-1,27;1,77;-1,10;;;;;;;;;;;;;;;;
;1,77;0,22;1,77;1,73;;;;;;;;;;;;;;;;
;1,77;1,58;1,77;-2,03;;;;;;;;;;;;;;;;
;1,77;0,56;1,77;1,00;;;;;;;;;;;;;;;;
;1,77;-1,11;1,77;0,30;;;;;;;;;;;;;;;;
;1,77;-0,57;1,77;-0,89;;;;;;;;;;;;;;;;
;1,77;-0,26;1,77;1,68;;;;;;;;;;;;;;;;
;1,77;1,95;1,77;-1,73;;;;;;;;;;;;;;;;
;1,77;-0,32;1,77;-0,52;;;;;;;;;;;;;;;;
;1,77;-1,68;1,77;0,66;;;;;;;;;;;;;;;;
;1,77;-2,03;1,77;-1,40;;;;;;;;;;;;;;;;
;1,77;0,56;1,77;1,60;;;;;;;;;;;;;;;;
;1,77;1,81;1,77;-2,28;;;;;;;;;;;;;;;;
;1,77;0,71;1,77;1,61;;;;;;;;;;;;;;;;
;1,77;-1,05;1,77;1,11;;;;;;;;;;;;;;;;
;1,77;0,51;1,77;-0,26;;;;;;;;;;;;;;;;
;1,77;0,68;1,77;0,90;;;;;;;;;;;;;;;;
;1,77;1,51;1,77;-0,92;;;;;;;;;;;;;;;;
;1,77;-1,23;1,77;-0,61;;;;;;;;;;;;;;;;
;1,77;-2,00;1,77;0,60;;;;;;;;;;;;;;;;
;1,77;-1,18;1,77;-0,57;;;;;;;;;;;;;;;;
;1,77;1,96;1,77;1,58;;;;;;;;;;;;;;;;
;1,77;2,58;1,77;-1,35;;;;;;;;;;;;;;;;
;1,77;0,45;1,77;1,85;;;;;;;;;;;;;;;;
;1,78;-1,20;1,78;2,08;;;;;;;;;;;;;;;;
;1,78;1,21;1,78;-0,25;;;;;;;;;;;;;;;;
;1,78;1,69;1,78;0,39;;;;;;;;;;;;;;;;
;1,78;1,08;1,78;-0,25;;;;;;;;;;;;;;;;
;1,78;-1,64;1,78;0,08;;;;;;;;;;;;;;;;
;1,78;-1,59;1,78;-0,25;;;;;;;;;;;;;;;;
;1,78;-1,02;1,78;-1,77;;;;;;;;;;;;;;;;
;1,78;0,21;1,78;0,39;;;;;;;;;;;;;;;;
;1,78;-0,12;1,78;-2,77;;;;;;;;;;;;;;;;
;1,78;-1,99;1,78;-0,35;;;;;;;;;;;;;;;;
;1,78;-2,48;1,78;0,79;;;;;;;;;;;;;;;;
;1,78;0,64;1,78;-2,00;;;;;;;;;;;;;;;;
;1,78;0,77;1,78;-0,65;;;;;;;;;;;;;;;;
;1,78;-0,37;1,78;-0,84;;;;;;;;;;;;;;;;
;1,78;-2,70;1,78;-0,83;;;;;;;;;;;;;;;;
;1,78;-2,02;1,78;-1,10;;;;;;;;;;;;;;;;
;1,78;-1,29;1,78;-2,36;;;;;;;;;;;;;;;;
;1,78;-0,17;1,78;0,75;;;;;;;;;;;;;;;;
;1,78;0,06;1,78;-2,40;;;;;;;;;;;;;;;;
;1,78;-1,00;1,78;0,38;;;;;;;;;;;;;;;;
;1,78;-1,07;1,78;1,26;;;;;;;;;;;;;;;;
;1,78;1,12;1,78;-1,71;;;;;;;;;;;;;;;;
;1,78;0,52;1,78;0,32;;;;;;;;;;;;;;;;
;1,78;-0,50;1,78;-0,89;;;;;;;;;;;;;;;;
;1,78;-2,06;1,78;0,63;;;;;;;;;;;;;;;;
;1,78;0,08;1,78;1,18;;;;;;;;;;;;;;;;
;1,78;2,17;1,78;-1,13;;;;;;;;;;;;;;;;
;1,78;2,03;1,78;3,11;;;;;;;;;;;;;;;;
;1,78;1,39;1,78;-0,09;;;;;;;;;;;;;;;;
;1,78;-0,25;1,78;0,01;;;;;;;;;;;;;;;;
;1,78;-1,46;1,78;1,14;;;;;;;;;;;;;;;;
;1,78;-0,23;1,78;-2,31;;;;;;;;;;;;;;;;
;1,78;-0,84;1,78;-0,23;;;;;;;;;;;;;;;;
;1,78;-0,66;1,78;-0,70;;;;;;;;;;;;;;;;
;1,78;-1,07;1,78;-1,04;;;;;;;;;;;;;;;;
;1,78;-0,48;1,78;0,97;;;;;;;;;;;;;;;;
;1,78;0,51;1,78;-1,11;;;;;;;;;;;;;;;;
;1,78;0,93;1,78;2,04;;;;;;;;;;;;;;;;
;1,78;1,30;1,78;-0,04;;;;;;;;;;;;;;;;
;1,78;0,65;1,78;0,07;;;;;;;;;;;;;;;;
;1,78;-0,43;1,78;2,28;;;;;;;;;;;;;;;;
;1,79;0,97;1,79;-0,72;;;;;;;;;;;;;;;;
;1,79;0,77;1,79;0,53;;;;;;;;;;;;;;;;
;1,79;0,52;1,79;0,78;;;;;;;;;;;;;;;;
;1,79;-0,03;1,79;-0,24;;;;;;;;;;;;;;;;
;1,79;-0,14;1,79;0,34;;;;;;;;;;;;;;;;
;1,79;-0,45;1,79;-1,12;;;;;;;;;;;;;;;;
;1,79;-0,46;1,79;1,42;;;;;;;;;;;;;;;;
;1,79;0,71;1,79;-0,78;;;;;;;;;;;;;;;;
;1,79;0,30;1,79;-1,97;;;;;;;;;;;;;;;;
;1,79;-1,93;1,79;1,60;;;;;;;;;;;;;;;;
;1,79;-0,79;1,79;-0,99;;;;;;;;;;;;;;;;
;1,79;0,14;1,79;-0,96;;;;;;;;;;;;;;;;
;1,79;0,55;1,79;0,91;;;;;;;;;;;;;;;;
;1,79;0,53;1,79;0,51;;;;;;;;;;;;;;;;
;1,79;1,13;1,79;1,35;;;;;;;;;;;;;;;;
;1,79;0,96;1,79;-0,81;;;;;;;;;;;;;;;;
;1,79;-0,02;1,79;2,11;;;;;;;;;;;;;;;;
;1,79;0,55;1,79;0,42;;;;;;;;;;;;;;;;
;1,79;0,70;1,79;-3,03;;;;;;;;;;;;;;;;
;1,79;-2,39;1,79;1,16;;;;;;;;;;;;;;;;
;1,79;-1,65;1,79;-0,24;;;;;;;;;;;;;;;;
;1,79;-0,07;1,79;-2,14;;;;;;;;;;;;;;;;
;1,79;0,57;1,79;0,95;;;;;;;;;;;;;;;;
;1,79;0,48;1,79;0,57;;;;;;;;;;;;;;;;
;1,79;1,11;1,79;1,03;;;;;;;;;;;;;;;;
;1,79;0,64;1,79;-0,42;;;;;;;;;;;;;;;;
;1,79;0,28;1,79;2,14;;;;;;;;;;;;;;;;
;1,79;0,77;1,79;-0,24;;;;;;;;;;;;;;;;
;1,79;0,27;1,79;-2,45;;;;;;;;;;;;;;;;
;1,79;-2,35;1,79;2,62;;;;;;;;;;;;;;;;
;1,79;0,33;1,79;1,95;;;;;;;;;;;;;;;;
;1,79;4,08;1,79;0,74;;;;;;;;;;;;;;;;
;1,79;5,04;1,79;3,38;;;;;;;;;;;;;;;;
;1,79;2,89;1,79;3,00;;;;;;;;;;;;;;;;
;1,79;1,37;1,79;2,62;;;;;;;;;;;;;;;;
;1,79;0,41;1,79;-0,26;;;;;;;;;;;;;;;;
;1,79;-0,08;1,79;0,56;;;;;;;;;;;;;;;;
;1,79;-0,72;1,79;-1,58;;;;;;;;;;;;;;;;
;1,79;-1,86;1,79;-3,16;;;;;;;;;;;;;;;;
;1,79;-3,95;1,79;-0,20;;;;;;;;;;;;;;;;
;1,79;-1,61;1,79;-0,48;;;;;;;;;;;;;;;;
;1,80;1,20;1,80;-2,33;;;;;;;;;;;;;;;;
;1,80;0,99;1,80;0,01;;;;;;;;;;;;;;;;
;1,80;-1,09;1,80;-0,08;;;;;;;;;;;;;;;;
;1,80;-1,77;1,80;-0,92;;;;;;;;;;;;;;;;
;1,80;-1,68;1,80;-1,29;;;;;;;;;;;;;;;;
;1,80;-0,34;1,80;-0,36;;;;;;;;;;;;;;;;
;1,80;0,01;1,80;-2,61;;;;;;;;;;;;;;;;
;1,80;-2,09;1,80;-2,61;;;;;;;;;;;;;;;;
;1,80;-4,34;1,80;0,27;;;;;;;;;;;;;;;;
;1,80;-1,47;1,80;-0,50;;;;;;;;;;;;;;;;
;1,80;1,84;1,80;-2,11;;;;;;;;;;;;;;;;
;1,80;1,56;1,80;0,85;;;;;;;;;;;;;;;;
;1,80;-0,44;1,80;0,10;;;;;;;;;;;;;;;;
;1,80;-1,81;1,80;-0,71;;;;;;;;;;;;;;;;
;1,80;-1,58;1,80;-0,05;;;;;;;;;;;;;;;;
;1,80;0,44;1,80;0,50;;;;;;;;;;;;;;;;
;1,80;2,18;1,80;-0,76;;;;;;;;;;;;;;;;
;1,80;0,31;1,80;-1,19;;;;;;;;;;;;;;;;
;1,80;-2,42;1,80;2,01;;;;;;;;;;;;;;;;
;1,80;-0,85;1,80;0,68;;;;;;;;;;;;;;;;
;1,80;2,29;1,80;-1,43;;;;;;;;;;;;;;;;
;1,80;1,61;1,80;1,28;;;;;;;;;;;;;;;;
;1,80;0,30;1,80;1,16;;;;;;;;;;;;;;;;
;1,80;-0,64;1,80;-0,02;;;;;;;;;;;;;;;;
;1,80;-0,07;1,80;0,62;;;;;;;;;;;;;;;;
;1,80;0,78;1,80;0,61;;;;;;;;;;;;;;;;
;1,80;1,78;1,80;0,45;;;;;;;;;;;;;;;;
;1,80;0,57;1,80;-0,71;;;;;;;;;;;;;;;;
;1,80;-1,22;1,80;0,45;;;;;;;;;;;;;;;;
;1,80;-1,76;1,80;-0,55;;;;;;;;;;;;;;;;
;1,80;-0,69;1,80;-2,90;;;;;;;;;;;;;;;;
;1,80;-2,05;1,80;-1,11;;;;;;;;;;;;;;;;
;1,80;-1,69;1,80;0,02;;;;;;;;;;;;;;;;
;1,80;-0,58;1,80;-2,07;;;;;;;;;;;;;;;;
;1,80;0,02;1,80;-0,34;;;;;;;;;;;;;;;;
;1,80;-0,45;1,80;0,44;;;;;;;;;;;;;;;;
;1,80;0,50;1,80;0,36;;;;;;;;;;;;;;;;
;1,80;0,56;1,80;-0,22;;;;;;;;;;;;;;;;
;1,80;0,73;1,80;1,74;;;;;;;;;;;;;;;;
;1,80;1,29;1,80;2,02;;;;;;;;;;;;;;;;
;1,80;2,66;1,80;-0,06;;;;;;;;;;;;;;;;
;1,81;0,91;1,81;2,41;;;;;;;;;;;;;;;;
;1,81;1,67;1,81;4,12;;;;;;;;;;;;;;;;
;1,81;3,37;1,81;0,44;;;;;;;;;;;;;;;;
;1,81;3,31;1,81;2,74;;;;;;;;;;;;;;;;
;1,81;1,78;1,81;3,94;;;;;;;;;;;;;;;;
;1,81;3,01;1,81;2,24;;;;;;;;;;;;;;;;
;1,81;2,33;1,81;-0,05;;;;;;;;;;;;;;;;
;1,81;0,54;1,81;1,91;;;;;;;;;;;;;;;;
;1,81;-0,74;1,81;1,22;;;;;;;;;;;;;;;;
;1,81;0,60;1,81;-2,07;;;;;;;;;;;;;;;;
;1,81;-1,32;1,81;-1,39;;;;;;;;;;;;;;;;
;1,81;-1,89;1,81;0,71;;;;;;;;;;;;;;;;
;1,81;-1,50;1,81;-3,92;;;;;;;;;;;;;;;;
;1,81;-2,11;1,81;-2,99;;;;;;;;;;;;;;;;
;1,81;-4,26;1,81;-1,85;;;;;;;;;;;;;;;;
;1,81;-3,07;1,81;-2,55;;;;;;;;;;;;;;;;
;1,81;-2,07;1,81;-3,22;;;;;;;;;;;;;;;;
;1,81;-1,03;1,81;-0,58;;;;;;;;;;;;;;;;
;1,81;-0,50;1,81;0,29;;;;;;;;;;;;;;;;
;1,81;1,18;1,81;-0,79;;;;;;;;;;;;;;;;
;1,81;0,11;1,81;0,30;;;;;;;;;;;;;;;;
;1,81;0,26;1,81;2,58;;;;;;;;;;;;;;;;
;1,81;1,36;1,81;0,08;;;;;;;;;;;;;;;;
;1,81;2,26;1,81;1,21;;;;;;;;;;;;;;;;
;1,81;1,04;1,81;1,94;;;;;;;;;;;;;;;;
;1,81;1,54;1,81;2,42;;;;;;;;;;;;;;;;
;1,81;1,83;1,81;0,17;;;;;;;;;;;;;;;;
;1,81;1,28;1,81;1,28;;;;;;;;;;;;;;;;
;1,81;0,16;1,81;1,76;;;;;;;;;;;;;;;;
;1,81;0,84;1,81;-0,49;;;;;;;;;;;;;;;;
;1,81;-0,06;1,81;0,48;;;;;;;;;;;;;;;;
;1,81;0,40;1,81;1,55;;;;;;;;;;;;;;;;
;1,81;0,86;1,81;-0,96;;;;;;;;;;;;;;;;
;1,81;0,39;1,81;0,13;;;;;;;;;;;;;;;;
;1,81;-1,03;1,81;-0,18;;;;;;;;;;;;;;;;
;1,81;-0,90;1,81;-0,14;;;;;;;;;;;;;;;;
;1,81;-0,50;1,81;-1,36;;;;;;;;;;;;;;;;
;1,81;-0,30;1,81;-0,52;;;;;;;;;;;;;;;;
;1,81;-0,71;1,81;-0,21;;;;;;;;;;;;;;;;
;1,81;-0,58;1,81;-1,58;;;;;;;;;;;;;;;;
;1,81;-1,41;1,81;-0,76;;;;;;;;;;;;;;;;
;1,82;-1,15;1,82;0,43;;;;;;;;;;;;;;;;
;1,82;0,47;1,82;-0,38;;;;;;;;;;;;;;;;
;1,82;1,26;1,82;-0,56;;;;;;;;;;;;;;;;
;1,82;0,03;1,82;0,43;;;;;;;;;;;;;;;;
;1,82;-0,76;1,82;-0,08;;;;;;;;;;;;;;;;
;1,82;-1,10;1,82;-1,87;;;;;;;;;;;;;;;;
;1,82;-1,80;1,82;-1,38;;;;;;;;;;;;;;;;
;1,82;-1,83;1,82;0,07;;;;;;;;;;;;;;;;
;1,82;0,05;1,82;-1,07;;;;;;;;;;;;;;;;
;1,82;0,51;1,82;-0,94;;;;;;;;;;;;;;;;
;1,82;-0,12;1,82;0,80;;;;;;;;;;;;;;;;
;1,82;-0,56;1,82;-1,19;;;;;;;;;;;;;;;;
;1,82;-1,41;1,82;-2,17;;;;;;;;;;;;;;;;
;1,82;-2,98;1,82;-1,64;;;;;;;;;;;;;;;;
;1,82;-2,75;1,82;-1,46;;;;;;;;;;;;;;;;
;1,82;-1,47;1,82;-2,42;;;;;;;;;;;;;;;;
;1,82;-0,73;1,82;-0,53;;;;;;;;;;;;;;;;
;1,82;0,21;1,82;1,65;;;;;;;;;;;;;;;;
;1,82;2,16;1,82;0,61;;;;;;;;;;;;;;;;
;1,82;2,33;1,82;1,33;;;;;;;;;;;;;;;;
;1,82;1,47;1,82;2,25;;;;;;;;;;;;;;;;
;1,82;0,83;1,82;0,65;;;;;;;;;;;;;;;;
;1,82;0,24;1,82;-0,28;;;;;;;;;;;;;;;;
;1,82;-1,02;1,82;-0,68;;;;;;;;;;;;;;;;
;1,82;-1,49;1,82;0,30;;;;;;;;;;;;;;;;
;1,82;-0,31;1,82;-1,20;;;;;;;;;;;;;;;;
;1,82;-0,08;1,82;-1,52;;;;;;;;;;;;;;;;
;1,82;-1,00;1,82;1,61;;;;;;;;;;;;;;;;
;1,82;0,71;1,82;1,71;;;;;;;;;;;;;;;;
;1,82;3,11;1,82;0,62;;;;;;;;;;;;;;;;
;1,82;2,99;1,82;2,23;;;;;;;;;;;;;;;;
;1,82;1,79;1,82;2,36;;;;;;;;;;;;;;;;
;1,82;0,75;1,82;-0,15;;;;;;;;;;;;;;;;
;1,82;-0,92;1,82;-0,11;;;;;;;;;;;;;;;;
;1,82;-1,14;1,82;0,40;;;;;;;;;;;;;;;;
;1,82;-0,34;1,82;-2,12;;;;;;;;;;;;;;;;
;1,82;-0,78;1,82;-0,88;;;;;;;;;;;;;;;;
;1,82;-1,39;1,82;-0,17;;;;;;;;;;;;;;;;
;1,82;-0,60;1,82;1,15;;;;;;;;;;;;;;;;
;1,82;2,18;1,82;0,38;;;;;;;;;;;;;;;;
;1,82;2,27;1,82;-0,55;;;;;;;;;;;;;;;;
;1,83;0,25;1,83;2,16;;;;;;;;;;;;;;;;
;1,83;-1,05;1,83;-1,75;;;;;;;;;;;;;;;;
;1,83;-1,83;1,83;-0,24;;;;;;;;;;;;;;;;
;1,83;-0,90;1,83;0,56;;;;;;;;;;;;;;;;
;1,83;1,49;1,83;-0,68;;;;;;;;;;;;;;;;
;1,83;1,62;1,83;0,91;;;;;;;;;;;;;;;;
;1,83;0,72;1,83;0,75;;;;;;;;;;;;;;;;
;1,83;0,03;1,83;2,45;;;;;;;;;;;;;;;;
;1,83;1,61;1,83;-1,02;;;;;;;;;;;;;;;;
;1,83;-0,13;1,83;-1,92;;;;;;;;;;;;;;;;
;1,83;-2,28;1,83;1,88;;;;;;;;;;;;;;;;
;1,83;-1,55;1,83;-2,36;;;;;;;;;;;;;;;;
;1,83;-0,27;1,83;-1,11;;;;;;;;;;;;;;;;
;1,83;-0,38;1,83;0,61;;;;;;;;;;;;;;;;
;1,83;0,99;1,83;0,93;;;;;;;;;;;;;;;;
;1,83;1,33;1,83;0,06;;;;;;;;;;;;;;;;
;1,83;1,00;1,83;1,51;;;;;;;;;;;;;;;;
;1,83;0,99;1,83;3,19;;;;;;;;;;;;;;;;
;1,83;2,75;1,83;-1,05;;;;;;;;;;;;;;;;
;1,83;0,20;1,83;-1,14;;;;;;;;;;;;;;;;
;1,83;-2,81;1,83;0,34;;;;;;;;;;;;;;;;
;1,83;-3,59;1,83;-2,65;;;;;;;;;;;;;;;;
;1,83;-1,76;1,83;-1,78;;;;;;;;;;;;;;;;
;1,83;-0,78;1,83;-1,14;;;;;;;;;;;;;;;;
;1,83;0,85;1,83;1,71;;;;;;;;;;;;;;;;
;1,83;1,93;1,83;0,07;;;;;;;;;;;;;;;;
;1,83;1,62;1,83;0,60;;;;;;;;;;;;;;;;
;1,83;-0,01;1,83;3,65;;;;;;;;;;;;;;;;
;1,83;2,19;1,83;-0,26;;;;;;;;;;;;;;;;
;1,83;0,88;1,83;-1,25;;;;;;;;;;;;;;;;
;1,83;-0,91;1,83;1,80;;;;;;;;;;;;;;;;
;1,83;-1,80;1,83;-2,29;;;;;;;;;;;;;;;;
;1,83;-1,23;1,83;-0,20;;;;;;;;;;;;;;;;
;1,83;-0,48;1,83;0,47;;;;;;;;;;;;;;;;
;1,83;2,31;1,83;1,64;;;;;;;;;;;;;;;;
;1,83;2,75;1,83;0,06;;;;;;;;;;;;;;;;
;1,83;1,35;1,83;1,45;;;;;;;;;;;;;;;;
;1,83;-0,67;1,83;1,86;;;;;;;;;;;;;;;;
;1,83;0,19;1,83;-1,24;;;;;;;;;;;;;;;;
;1,83;-0,53;1,83;-1,19;;;;;;;;;;;;;;;;
;1,83;-1,11;1,83;-0,05;;;;;;;;;;;;;;;;
;1,84;-1,54;1,84;-2,18;;;;;;;;;;;;;;;;
;1,84;-1,56;1,84;-0,87;;;;;;;;;;;;;;;;
;1,84;-1,10;1,84;0,74;;;;;;;;;;;;;;;;
;1,84;1,80;1,84;1,53;;;;;;;;;;;;;;;;
;1,84;3,26;1,84;-1,03;;;;;;;;;;;;;;;;
;1,84;0,52;1,84;0,37;;;;;;;;;;;;;;;;
;1,84;-2,37;1,84;1,61;;;;;;;;;;;;;;;;
;1,84;-1,31;1,84;-1,96;;;;;;;;;;;;;;;;
;1,84;-0,40;1,84;-1,17;;;;;;;;;;;;;;;;
;1,84;0,05;1,84;0,31;;;;;;;;;;;;;;;;
;1,84;0,07;1,84;-1,10;;;;;;;;;;;;;;;;
;1,84;-0,85;1,84;-0,32;;;;;;;;;;;;;;;;
;1,84;-0,90;1,84;2,52;;;;;;;;;;;;;;;;
;1,84;2,94;1,84;3,36;;;;;;;;;;;;;;;;
;1,84;5,93;1,84;-0,29;;;;;;;;;;;;;;;;
;1,84;2,60;1,84;2,11;;;;;;;;;;;;;;;;
;1,84;-1,29;1,84;3,03;;;;;;;;;;;;;;;;
;1,84;-1,29;1,84;-1,96;;;;;;;;;;;;;;;;
;1,84;-0,90;1,84;-0,60;;;;;;;;;;;;;;;;
;1,84;0,05;1,84;0,33;;;;;;;;;;;;;;;;
;1,84;0,53;1,84;-1,99;;;;;;;;;;;;;;;;
;1,84;-1,41;1,84;-1,71;;;;;;;;;;;;;;;;
;1,84;-3,47;1,84;-0,26;;;;;;;;;;;;;;;;
;1,84;-1,68;1,84;0,38;;;;;;;;;;;;;;;;
;1,84;1,43;1,84;-3,83;;;;;;;;;;;;;;;;
;1,84;-0,63;1,84;-1,81;;;;;;;;;;;;;;;;
;1,84;-3,72;1,84;1,07;;;;;;;;;;;;;;;;
;1,84;-2,18;1,84;-1,79;;;;;;;;;;;;;;;;
;1,84;0,41;1,84;-1,13;;;;;;;;;;;;;;;;
;1,84;1,42;1,84;0,43;;;;;;;;;;;;;;;;
;1,84;0,78;1,84;0,43;;;;;;;;;;;;;;;;
;1,84;-0,06;1,84;0,76;;;;;;;;;;;;;;;;
;1,84;-0,34;1,84;-0,14;;;;;;;;;;;;;;;;
;1,84;0,27;1,84;1,78;;;;;;;;;;;;;;;;
;1,84;1,51;1,84;-2,81;;;;;;;;;;;;;;;;
;1,84;-1,98;1,84;-3,54;;;;;;;;;;;;;;;;
;1,84;-6,10;1,84;-0,72;;;;;;;;;;;;;;;;
;1,84;-5,00;1,84;-2,50;;;;;;;;;;;;;;;;
;1,84;0,10;1,84;-0,97;;;;;;;;;;;;;;;;
;1,84;3,05;1,84;-0,98;;;;;;;;;;;;;;;;
;1,84;2,10;1,84;2,19;;;;;;;;;;;;;;;;
;1,85;0,33;1,85;1,99;;;;;;;;;;;;;;;;
;1,85;0,44;1,85;0,39;;;;;;;;;;;;;;;;
;1,85;0,91;1,85;2,32;;;;;;;;;;;;;;;;
;1,85;2,33;1,85;-1,02;;;;;;;;;;;;;;;;
;1,85;-0,04;1,85;0,20;;;;;;;;;;;;;;;;
;1,85;-1,06;1,85;2,79;;;;;;;;;;;;;;;;
;1,85;0,82;1,85;0,98;;;;;;;;;;;;;;;;
;1,85;4,33;1,85;3,11;;;;;;;;;;;;;;;;
;1,85;4,68;1,85;0,57;;;;;;;;;;;;;;;;
;1,85;1,64;1,85;3,03;;;;;;;;;;;;;;;;
;1,85;-0,89;1,85;1,08;;;;;;;;;;;;;;;;
;1,85;-0,86;1,85;-1,42;;;;;;;;;;;;;;;;
;1,85;-0,69;1,85;1,48;;;;;;;;;;;;;;;;
;1,85;1,24;1,85;-2,65;;;;;;;;;;;;;;;;
;1,85;-1,18;1,85;-1,26;;;;;;;;;;;;;;;;
;1,85;-2,30;1,85;2,44;;;;;;;;;;;;;;;;
;1,85;0,33;1,85;-0,10;;;;;;;;;;;;;;;;
;1,85;3,76;1,85;1,49;;;;;;;;;;;;;;;;
;1,85;3,25;1,85;-0,06;;;;;;;;;;;;;;;;
;1,85;0,11;1,85;1,60;;;;;;;;;;;;;;;;
;1,85;-2,55;1,85;-1,51;;;;;;;;;;;;;;;;
;1,85;-3,17;1,85;-2,66;;;;;;;;;;;;;;;;
;1,85;-2,49;1,85;0,37;;;;;;;;;;;;;;;;
;1,85;0,65;1,85;-3,01;;;;;;;;;;;;;;;;
;1,85;-0,05;1,85;-0,79;;;;;;;;;;;;;;;;
;1,85;-0,83;1,85;1,91;;;;;;;;;;;;;;;;
;1,85;-0,03;1,85;-1,31;;;;;;;;;;;;;;;;
;1,85;0,45;1,85;-0,20;;;;;;;;;;;;;;;;
;1,85;-0,55;1,85;-1,05;;;;;;;;;;;;;;;;
;1,85;-1,41;1,85;0,22;;;;;;;;;;;;;;;;
;1,85;-1,02;1,85;-0,85;;;;;;;;;;;;;;;;
;1,85;-0,07;1,85;-0,88;;;;;;;;;;;;;;;;
;1,85;0,39;1,85;2,52;;;;;;;;;;;;;;;;
;1,85;2,33;1,85;-0,81;;;;;;;;;;;;;;;;
;1,85;0,75;1,85;-0,12;;;;;;;;;;;;;;;;
;1,85;-0,98;1,85;2,29;;;;;;;;;;;;;;;;
;1,85;-0,38;1,85;-1,35;;;;;;;;;;;;;;;;
;1,85;0,08;1,85;-0,61;;;;;;;;;;;;;;;;
;1,85;-0,52;1,85;0,11;;;;;;;;;;;;;;;;
;1,85;-0,17;1,85;0,54;;;;;;;;;;;;;;;;
;1,85;0,47;1,85;-0,23;;;;;;;;;;;;;;;;
;1,86;0,67;1,86;0,09;;;;;;;;;;;;;;;;
;1,86;0,36;1,86;1,85;;;;;;;;;;;;;;;;
;1,86;0,94;1,86;-1,72;;;;;;;;;;;;;;;;
;1,86;-1,17;1,86;-0,84;;;;;;;;;;;;;;;;
;1,86;-2,04;1,86;1,51;;;;;;;;;;;;;;;;
;1,86;-0,27;1,86;-1,89;;;;;;;;;;;;;;;;
;1,86;0,85;1,86;0,04;;;;;;;;;;;;;;;;
;1,86;0,43;1,86;-0,05;;;;;;;;;;;;;;;;
;1,86;-0,30;1,86;0,62;;;;;;;;;;;;;;;;
;1,86;-0,24;1,86;-0,27;;;;;;;;;;;;;;;;
;1,86;-0,24;1,86;-1,12;;;;;;;;;;;;;;;;
;1,86;-0,53;1,86;1,66;;;;;;;;;;;;;;;;
;1,86;0,73;1,86;-1,94;;;;;;;;;;;;;;;;
;1,86;-0,84;1,86;-1,69;;;;;;;;;;;;;;;;
;1,86;-2,20;1,86;2,96;;;;;;;;;;;;;;;;
;1,86;0,99;1,86;-0,32;;;;;;;;;;;;;;;;
;1,86;3,10;1,86;0,34;;;;;;;;;;;;;;;;
;1,86;2,24;1,86;1,70;;;;;;;;;;;;;;;;
;1,86;0,25;1,86;0,86;;;;;;;;;;;;;;;;
;1,86;-0,96;1,86;-0,95;;;;;;;;;;;;;;;;
;1,86;-2,36;1,86;-2,86;;;;;;;;;;;;;;;;
;1,86;-3,03;1,86;0,17;;;;;;;;;;;;;;;;
;1,86;-1,08;1,86;-2,20;;;;;;;;;;;;;;;;
;1,86;-0,02;1,86;-2,37;;;;;;;;;;;;;;;;
;1,86;-1,00;1,86;2,32;;;;;;;;;;;;;;;;
;1,86;1,10;1,86;0,48;;;;;;;;;;;;;;;;
;1,86;1,93;1,86;-1,05;;;;;;;;;;;;;;;;
;1,86;0,18;1,86;-0,15;;;;;;;;;;;;;;;;
;1,86;-2,65;1,86;-0,50;;;;;;;;;;;;;;;;
;1,86;-2,36;1,86;-1,78;;;;;;;;;;;;;;;;
;1,86;-2,30;1,86;-3,76;;;;;;;;;;;;;;;;
;1,86;-1,92;1,86;1,16;;;;;;;;;;;;;;;;
;1,86;0,35;1,86;0,19;;;;;;;;;;;;;;;;
;1,86;2,86;1,86;-0,11;;;;;;;;;;;;;;;;
;1,86;2,03;1,86;4,39;;;;;;;;;;;;;;;;
;1,86;3,65;1,86;3,13;;;;;;;;;;;;;;;;
;1,86;3,40;1,86;1,16;;;;;;;;;;;;;;;;
;1,86;1,99;1,86;1,90;;;;;;;;;;;;;;;;
