C:\Test.Xpress Projects\Tubo Kunt Flávia\Data\LaRocha.1_M2.xdf;03.10.19;11:54:57;;;
;C1:  Time[s];C1:  [Pa];C2:  Time[s];C2:  [Pa];M1: FRF(C1,C2) Frequency[Hz];M1: FRF(C1,C2) [](A);;M2: FRF(C2,C1) Frequency[Hz];M2: FRF(C2,C1) [](A);;M3: FFT(C1) Frequency[Hz];M3: FFT(C1) [Pa](A);;M4: FFT(C2) Frequency[Hz];M4: FFT(C2) [Pa](A);;M5: PHASE(M1) Frequency[Hz];M5: PHASE(M1) Phase[°](A);M6: PHASE(M2) Frequency[Hz];M6: PHASE(M2) Phase[°](A)
Unit;s;Pa;s;Pa;Hz;;;Hz;;;Hz;Pa;;Hz;Pa;;Hz;°;Hz;°
Sensor;;;;;;;;;;;;;;;;;;;;
PointId;;;;;;;;;;;;;;;;;;;;
PointDir;;'';;'';;'';;;'';;;'';;;'';;;'';;''
Info1;;;;;;;;;;;;;;;;;;;;
Info2;;;;;;;;;;;;;;;;;;;;
Info3;;;;;;;;;;;;;;;;;;;;
Info4;;;;;;;;;;;;;;;;;;;;
Z Axis;;;;;;;;;;;;;;;;
;0,67;0,59;0,67;-0,41;;;;;;;;;;;;;;;;
;0,67;-0,46;0,67;-0,88;;;;;;;;;;;;;;;;
;0,67;-0,83;0,67;-0,64;;;;;;;;;;;;;;;;
;0,67;-0,70;0,67;-0,04;;;;;;;;;;;;;;;;
;0,67;-0,40;0,67;0,21;;;;;;;;;;;;;;;;
;0,67;-0,03;0,67;0,04;;;;;;;;;;;;;;;;
;0,67;0,07;0,67;-0,05;;;;;;;;;;;;;;;;
;0,67;0,26;0,67;0,07;;;;;;;;;;;;;;;;
;0,67;0,42;0,67;0,29;;;;;;;;;;;;;;;;
;0,67;0,46;0,67;-0,50;;;;;;;;;;;;;;;;
;0,67;-0,62;0,67;-1,04;;;;;;;;;;;;;;;;
;0,67;-1,16;0,67;-1,22;;;;;;;;;;;;;;;;
;0,67;-1,77;0,67;-1,27;;;;;;;;;;;;;;;;
;0,67;-1,70;0,67;-0,29;;;;;;;;;;;;;;;;
;0,67;-0,82;0,67;-0,79;;;;;;;;;;;;;;;;
;0,68;-1,06;0,68;-1,33;;;;;;;;;;;;;;;;
;0,68;-1,16;0,68;-1,06;;;;;;;;;;;;;;;;
;0,68;-0,67;0,68;-0,75;;;;;;;;;;;;;;;;
;0,68;-0,60;0,68;-0,43;;;;;;;;;;;;;;;;
;0,68;-0,22;0,68;0,23;;;;;;;;;;;;;;;;
;0,68;0,44;0,68;0,83;;;;;;;;;;;;;;;;
;0,68;1,23;0,68;0,96;;;;;;;;;;;;;;;;
;0,68;1,24;0,68;0,41;;;;;;;;;;;;;;;;
;0,68;0,97;0,68;0,78;;;;;;;;;;;;;;;;
;0,68;1,02;0,68;0,19;;;;;;;;;;;;;;;;
;0,68;0,23;0,68;0,94;;;;;;;;;;;;;;;;
;0,68;0,88;0,68;0,84;;;;;;;;;;;;;;;;
;0,68;0,43;0,68;0,52;;;;;;;;;;;;;;;;
;0,68;0,54;0,68;1,26;;;;;;;;;;;;;;;;
;0,68;1,26;0,68;1,07;;;;;;;;;;;;;;;;
;0,68;1,15;0,68;0,19;;;;;;;;;;;;;;;;
;0,68;0,15;0,68;-0,09;;;;;;;;;;;;;;;;
;0,68;0,27;0,68;1,20;;;;;;;;;;;;;;;;
;0,68;1,01;0,68;0,25;;;;;;;;;;;;;;;;
;0,68;-0,18;0,68;-0,93;;;;;;;;;;;;;;;;
;0,68;-1,28;0,68;-1,71;;;;;;;;;;;;;;;;
;0,68;-1,97;0,68;-1,37;;;;;;;;;;;;;;;;
;0,68;-1,99;0,68;-1,18;;;;;;;;;;;;;;;;
;0,68;-1,65;0,68;0,73;;;;;;;;;;;;;;;;
;0,68;0,65;0,68;0,87;;;;;;;;;;;;;;;;
;0,68;0,99;0,68;-0,19;;;;;;;;;;;;;;;;
;0,68;0,61;0,68;-0,60;;;;;;;;;;;;;;;;
;0,68;0,39;0,68;0,44;;;;;;;;;;;;;;;;
;0,68;1,05;0,68;0,88;;;;;;;;;;;;;;;;
;0,68;0,78;0,68;0,90;;;;;;;;;;;;;;;;
;0,68;0,68;0,68;-0,75;;;;;;;;;;;;;;;;
;0,68;-1,31;0,68;-2,08;;;;;;;;;;;;;;;;
;0,68;-2,31;0,68;-1,50;;;;;;;;;;;;;;;;
;0,68;-2,29;0,68;-1,15;;;;;;;;;;;;;;;;
;0,68;-1,91;0,68;-0,27;;;;;;;;;;;;;;;;
;0,68;-0,83;0,68;0,05;;;;;;;;;;;;;;;;
;0,68;0,35;0,68;1,07;;;;;;;;;;;;;;;;
;0,68;1,93;0,68;1,09;;;;;;;;;;;;;;;;
;0,68;2,10;0,68;0,55;;;;;;;;;;;;;;;;
;0,68;1,66;0,68;1,19;;;;;;;;;;;;;;;;
;0,68;2,03;0,68;1,96;;;;;;;;;;;;;;;;
;0,69;2,17;0,69;1,62;;;;;;;;;;;;;;;;
;0,69;1,18;0,69;-0,77;;;;;;;;;;;;;;;;
;0,69;-1,39;0,69;-1,75;;;;;;;;;;;;;;;;
;0,69;-2,37;0,69;-2,06;;;;;;;;;;;;;;;;
;0,69;-3,35;0,69;-1,91;;;;;;;;;;;;;;;;
;0,69;-3,07;0,69;-1,14;;;;;;;;;;;;;;;;
;0,69;-2,14;0,69;-0,89;;;;;;;;;;;;;;;;
;0,69;-0,87;0,69;0,01;;;;;;;;;;;;;;;;
;0,69;0,52;0,69;-0,51;;;;;;;;;;;;;;;;
;0,69;0,58;0,69;0,22;;;;;;;;;;;;;;;;
;0,69;1,51;0,69;0,88;;;;;;;;;;;;;;;;
;0,69;1,65;0,69;0,68;;;;;;;;;;;;;;;;
;0,69;1,09;0,69;0,71;;;;;;;;;;;;;;;;
;0,69;0,78;0,69;0,41;;;;;;;;;;;;;;;;
;0,69;0,19;0,69;0,20;;;;;;;;;;;;;;;;
;0,69;-0,24;0,69;-0,03;;;;;;;;;;;;;;;;
;0,69;-0,47;0,69;0,53;;;;;;;;;;;;;;;;
;0,69;0,32;0,69;0,80;;;;;;;;;;;;;;;;
;0,69;0,52;0,69;-0,21;;;;;;;;;;;;;;;;
;0,69;-0,18;0,69;-0,75;;;;;;;;;;;;;;;;
;0,69;-0,55;0,69;-0,33;;;;;;;;;;;;;;;;
;0,69;-0,21;0,69;-0,08;;;;;;;;;;;;;;;;
;0,69;-0,41;0,69;0,29;;;;;;;;;;;;;;;;
;0,69;0,39;0,69;1,08;;;;;;;;;;;;;;;;
;0,69;0,81;0,69;-0,77;;;;;;;;;;;;;;;;
;0,69;-0,48;0,69;0,38;;;;;;;;;;;;;;;;
;0,69;0,81;0,69;0,57;;;;;;;;;;;;;;;;
;0,69;0,67;0,69;0,86;;;;;;;;;;;;;;;;
;0,69;0,93;0,69;0,39;;;;;;;;;;;;;;;;
;0,69;0,44;0,69;0,46;;;;;;;;;;;;;;;;
;0,69;0,70;0,69;0,45;;;;;;;;;;;;;;;;
;0,69;0,33;0,69;0,19;;;;;;;;;;;;;;;;
;0,69;0,14;0,69;0,40;;;;;;;;;;;;;;;;
;0,69;0,29;0,69;0,64;;;;;;;;;;;;;;;;
;0,69;0,44;0,69;-0,44;;;;;;;;;;;;;;;;
;0,69;-0,71;0,69;-0,98;;;;;;;;;;;;;;;;
;0,69;-1,12;0,69;-1,70;;;;;;;;;;;;;;;;
;0,69;-2,18;0,69;-1,58;;;;;;;;;;;;;;;;
;0,69;-1,95;0,69;-0,70;;;;;;;;;;;;;;;;
;0,69;-1,30;0,69;-0,60;;;;;;;;;;;;;;;;
;0,69;-0,75;0,69;0,24;;;;;;;;;;;;;;;;
;0,70;0,64;0,70;0,90;;;;;;;;;;;;;;;;
;0,70;1,51;0,70;-0,00;;;;;;;;;;;;;;;;
;0,70;0,72;0,70;0,02;;;;;;;;;;;;;;;;
;0,70;0,81;0,70;-0,31;;;;;;;;;;;;;;;;
;0,70;-0,33;0,70;-0,85;;;;;;;;;;;;;;;;
;0,70;-1,01;0,70;0,14;;;;;;;;;;;;;;;;
;0,70;-0,42;0,70;0,76;;;;;;;;;;;;;;;;
;0,70;0,44;0,70;1,43;;;;;;;;;;;;;;;;
;0,70;1,14;0,70;-0,18;;;;;;;;;;;;;;;;
;0,70;0,07;0,70;-0,41;;;;;;;;;;;;;;;;
;0,70;0,23;0,70;0,40;;;;;;;;;;;;;;;;
;0,70;0,76;0,70;1,07;;;;;;;;;;;;;;;;
;0,70;0,90;0,70;0,13;;;;;;;;;;;;;;;;
;0,70;-0,06;0,70;0,22;;;;;;;;;;;;;;;;
;0,70;0,35;0,70;0,23;;;;;;;;;;;;;;;;
;0,70;-0,08;0,70;-0,93;;;;;;;;;;;;;;;;
;0,70;-1,26;0,70;-1,08;;;;;;;;;;;;;;;;
;0,70;-1,31;0,70;-0,09;;;;;;;;;;;;;;;;
;0,70;-0,29;0,70;0,40;;;;;;;;;;;;;;;;
;0,70;0,01;0,70;-0,19;;;;;;;;;;;;;;;;
;0,70;-0,01;0,70;0,18;;;;;;;;;;;;;;;;
;0,70;0,66;0,70;0,41;;;;;;;;;;;;;;;;
;0,70;0,94;0,70;0,87;;;;;;;;;;;;;;;;
;0,70;1,25;0,70;0,86;;;;;;;;;;;;;;;;
;0,70;1,11;0,70;0,23;;;;;;;;;;;;;;;;
;0,70;0,35;0,70;0,53;;;;;;;;;;;;;;;;
;0,70;0,65;0,70;-0,03;;;;;;;;;;;;;;;;
;0,70;-0,73;0,70;-1,71;;;;;;;;;;;;;;;;
;0,70;-2,04;0,70;-0,99;;;;;;;;;;;;;;;;
;0,70;-1,80;0,70;-1,84;;;;;;;;;;;;;;;;
;0,70;-2,53;0,70;-1,12;;;;;;;;;;;;;;;;
;0,70;-1,75;0,70;-1,11;;;;;;;;;;;;;;;;
;0,70;-1,15;0,70;-0,03;;;;;;;;;;;;;;;;
;0,70;0,15;0,70;-0,80;;;;;;;;;;;;;;;;
;0,70;-0,29;0,70;0,09;;;;;;;;;;;;;;;;
;0,70;1,15;0,70;1,47;;;;;;;;;;;;;;;;
;0,70;2,11;0,70;1,08;;;;;;;;;;;;;;;;
;0,70;1,57;0,70;0,72;;;;;;;;;;;;;;;;
;0,70;1,21;0,70;0,41;;;;;;;;;;;;;;;;
;0,70;0,55;0,70;0,06;;;;;;;;;;;;;;;;
;0,70;-0,18;0,70;0,22;;;;;;;;;;;;;;;;
;0,71;-0,26;0,71;1,18;;;;;;;;;;;;;;;;
;0,71;0,86;0,71;1,09;;;;;;;;;;;;;;;;
;0,71;0,43;0,71;-1,20;;;;;;;;;;;;;;;;
;0,71;-1,12;0,71;-0,88;;;;;;;;;;;;;;;;
;0,71;-0,79;0,71;-1,47;;;;;;;;;;;;;;;;
;0,71;-1,89;0,71;-1,03;;;;;;;;;;;;;;;;
;0,71;-1,33;0,71;0,19;;;;;;;;;;;;;;;;
;0,71;-0,41;0,71;-1,02;;;;;;;;;;;;;;;;
;0,71;-1,14;0,71;-0,12;;;;;;;;;;;;;;;;
;0,71;0,30;0,71;-0,57;;;;;;;;;;;;;;;;
;0,71;-0,43;0,71;-0,79;;;;;;;;;;;;;;;;
;0,71;-0,10;0,71;0,95;;;;;;;;;;;;;;;;
;0,71;1,17;0,71;0,61;;;;;;;;;;;;;;;;
;0,71;0,82;0,71;0,48;;;;;;;;;;;;;;;;
;0,71;0,61;0,71;-0,11;;;;;;;;;;;;;;;;
;0,71;0,23;0,71;0,28;;;;;;;;;;;;;;;;
;0,71;0,19;0,71;-0,19;;;;;;;;;;;;;;;;
;0,71;-0,36;0,71;0,77;;;;;;;;;;;;;;;;
;0,71;0,60;0,71;0,79;;;;;;;;;;;;;;;;
;0,71;0,67;0,71;1,45;;;;;;;;;;;;;;;;
;0,71;1,76;0,71;1,28;;;;;;;;;;;;;;;;
;0,71;1,42;0,71;-0,22;;;;;;;;;;;;;;;;
;0,71;0,17;0,71;-0,01;;;;;;;;;;;;;;;;
;0,71;0,26;0,71;0,57;;;;;;;;;;;;;;;;
;0,71;0,25;0,71;0,05;;;;;;;;;;;;;;;;
;0,71;-0,56;0,71;-0,26;;;;;;;;;;;;;;;;
;0,71;-0,59;0,71;0,23;;;;;;;;;;;;;;;;
;0,71;0,10;0,71;0,34;;;;;;;;;;;;;;;;
;0,71;0,10;0,71;-0,84;;;;;;;;;;;;;;;;
;0,71;-0,89;0,71;-0,72;;;;;;;;;;;;;;;;
;0,71;-0,26;0,71;1,17;;;;;;;;;;;;;;;;
;0,71;1,27;0,71;0,33;;;;;;;;;;;;;;;;
;0,71;0,13;0,71;-0,62;;;;;;;;;;;;;;;;
;0,71;-0,34;0,71;-0,65;;;;;;;;;;;;;;;;
;0,71;-0,46;0,71;-0,03;;;;;;;;;;;;;;;;
;0,71;-0,11;0,71;-0,02;;;;;;;;;;;;;;;;
;0,71;-0,49;0,71;-0,17;;;;;;;;;;;;;;;;
;0,71;-0,18;0,71;0,29;;;;;;;;;;;;;;;;
;0,71;0,18;0,71;-0,53;;;;;;;;;;;;;;;;
;0,71;-0,48;0,71;-0,44;;;;;;;;;;;;;;;;
;0,71;-0,27;0,71;-0,13;;;;;;;;;;;;;;;;
;0,72;-0,10;0,72;0,04;;;;;;;;;;;;;;;;
;0,72;-0,02;0,72;-0,06;;;;;;;;;;;;;;;;
;0,72;-0,08;0,72;0,38;;;;;;;;;;;;;;;;
;0,72;0,62;0,72;0,87;;;;;;;;;;;;;;;;
;0,72;1,01;0,72;0,73;;;;;;;;;;;;;;;;
;0,72;0,96;0,72;0,21;;;;;;;;;;;;;;;;
;0,72;0,41;0,72;0,21;;;;;;;;;;;;;;;;
;0,72;0,48;0,72;0,53;;;;;;;;;;;;;;;;
;0,72;0,38;0,72;0,19;;;;;;;;;;;;;;;;
;0,72;-0,03;0,72;-0,02;;;;;;;;;;;;;;;;
;0,72;-0,30;0,72;-0,49;;;;;;;;;;;;;;;;
;0,72;-0,67;0,72;-0,07;;;;;;;;;;;;;;;;
;0,72;-0,18;0,72;0,25;;;;;;;;;;;;;;;;
;0,72;0,05;0,72;-0,01;;;;;;;;;;;;;;;;
;0,72;-0,02;0,72;-0,26;;;;;;;;;;;;;;;;
;0,72;-0,17;0,72;-0,39;;;;;;;;;;;;;;;;
;0,72;-0,21;0,72;-0,35;;;;;;;;;;;;;;;;
;0,72;-0,40;0,72;-0,09;;;;;;;;;;;;;;;;
;0,72;0,00;0,72;0,67;;;;;;;;;;;;;;;;
;0,72;0,57;0,72;0,43;;;;;;;;;;;;;;;;
;0,72;0,61;0,72;0,52;;;;;;;;;;;;;;;;
;0,72;0,59;0,72;-1,16;;;;;;;;;;;;;;;;
;0,72;-1,10;0,72;-0,59;;;;;;;;;;;;;;;;
;0,72;-0,32;0,72;0,62;;;;;;;;;;;;;;;;
;0,72;0,07;0,72;-0,66;;;;;;;;;;;;;;;;
;0,72;-1,11;0,72;-0,48;;;;;;;;;;;;;;;;
;0,72;-0,46;0,72;0,26;;;;;;;;;;;;;;;;
;0,72;0,41;0,72;0,86;;;;;;;;;;;;;;;;
;0,72;1,03;0,72;0,87;;;;;;;;;;;;;;;;
;0,72;1,19;0,72;0,08;;;;;;;;;;;;;;;;
;0,72;0,48;0,72;-0,19;;;;;;;;;;;;;;;;
;0,72;0,28;0,72;0,57;;;;;;;;;;;;;;;;
;0,72;0,52;0,72;0,55;;;;;;;;;;;;;;;;
;0,72;0,28;0,72;0,71;;;;;;;;;;;;;;;;
;0,72;0,48;0,72;0,79;;;;;;;;;;;;;;;;
;0,72;0,80;0,72;0,38;;;;;;;;;;;;;;;;
;0,72;0,25;0,72;-0,71;;;;;;;;;;;;;;;;
;0,72;-0,62;0,72;-0,54;;;;;;;;;;;;;;;;
;0,72;-0,70;0,72;-1,00;;;;;;;;;;;;;;;;
;0,72;-1,48;0,72;-1,14;;;;;;;;;;;;;;;;
;0,72;-1,64;0,72;-1,10;;;;;;;;;;;;;;;;
;0,73;-1,68;0,73;-1,96;;;;;;;;;;;;;;;;
;0,73;-2,37;0,73;-1,27;;;;;;;;;;;;;;;;
;0,73;-1,17;0,73;0,18;;;;;;;;;;;;;;;;
;0,73;0,28;0,73;0,85;;;;;;;;;;;;;;;;
;0,73;1,49;0,73;2,19;;;;;;;;;;;;;;;;
;0,73;3,23;0,73;1,75;;;;;;;;;;;;;;;;
;0,73;2,81;0,73;0,91;;;;;;;;;;;;;;;;
;0,73;2,01;0,73;0,89;;;;;;;;;;;;;;;;
;0,73;1,36;0,73;0,99;;;;;;;;;;;;;;;;
;0,73;0,72;0,73;0,44;;;;;;;;;;;;;;;;
;0,73;-0,60;0,73;-0,40;;;;;;;;;;;;;;;;
;0,73;-1,20;0,73;-0,09;;;;;;;;;;;;;;;;
;0,73;-1,05;0,73;-1,11;;;;;;;;;;;;;;;;
;0,73;-1,85;0,73;-1,48;;;;;;;;;;;;;;;;
;0,73;-1,95;0,73;-1,72;;;;;;;;;;;;;;;;
;0,73;-1,83;0,73;-0,71;;;;;;;;;;;;;;;;
;0,73;-0,69;0,73;-0,51;;;;;;;;;;;;;;;;
;0,73;-0,38;0,73;0,46;;;;;;;;;;;;;;;;
;0,73;1,18;0,73;0,76;;;;;;;;;;;;;;;;
;0,73;1,13;0,73;-0,53;;;;;;;;;;;;;;;;
;0,73;0,37;0,73;0,75;;;;;;;;;;;;;;;;
;0,73;1,17;0,73;-0,09;;;;;;;;;;;;;;;;
;0,73;-0,11;0,73;0,33;;;;;;;;;;;;;;;;
;0,73;0,13;0,73;-0,32;;;;;;;;;;;;;;;;
;0,73;-0,84;0,73;0,03;;;;;;;;;;;;;;;;
;0,73;0,01;0,73;0,39;;;;;;;;;;;;;;;;
;0,73;-0,38;0,73;-2,17;;;;;;;;;;;;;;;;
;0,73;-2,23;0,73;-0,49;;;;;;;;;;;;;;;;
;0,73;-0,37;0,73;0,14;;;;;;;;;;;;;;;;
;0,73;-0,15;0,73;0,09;;;;;;;;;;;;;;;;
;0,73;0,05;0,73;-0,14;;;;;;;;;;;;;;;;
;0,73;0,13;0,73;0,31;;;;;;;;;;;;;;;;
;0,73;1,00;0,73;0,95;;;;;;;;;;;;;;;;
;0,73;1,06;0,73;-0,29;;;;;;;;;;;;;;;;
;0,73;-0,03;0,73;0,34;;;;;;;;;;;;;;;;
;0,73;0,58;0,73;0,47;;;;;;;;;;;;;;;;
;0,73;0,27;0,73;-0,20;;;;;;;;;;;;;;;;
;0,73;-0,60;0,73;-1,14;;;;;;;;;;;;;;;;
;0,73;-1,47;0,73;-0,85;;;;;;;;;;;;;;;;
;0,73;-1,08;0,73;-0,14;;;;;;;;;;;;;;;;
;0,73;-0,58;0,73;0,01;;;;;;;;;;;;;;;;
;0,74;-0,23;0,74;-0,55;;;;;;;;;;;;;;;;
;0,74;-0,55;0,74;-1,08;;;;;;;;;;;;;;;;
;0,74;-0,68;0,74;-0,55;;;;;;;;;;;;;;;;
;0,74;-0,31;0,74;-0,25;;;;;;;;;;;;;;;;
;0,74;-0,25;0,74;-0,38;;;;;;;;;;;;;;;;
;0,74;-0,46;0,74;-0,11;;;;;;;;;;;;;;;;
;0,74;0,06;0,74;0,53;;;;;;;;;;;;;;;;
;0,74;0,60;0,74;0,30;;;;;;;;;;;;;;;;
;0,74;0,49;0,74;0,79;;;;;;;;;;;;;;;;
;0,74;1,28;0,74;1,73;;;;;;;;;;;;;;;;
;0,74;2,08;0,74;1,28;;;;;;;;;;;;;;;;
;0,74;1,61;0,74;1,20;;;;;;;;;;;;;;;;
;0,74;1,59;0,74;0,92;;;;;;;;;;;;;;;;
;0,74;1,13;0,74;1,24;;;;;;;;;;;;;;;;
;0,74;1,20;0,74;0,65;;;;;;;;;;;;;;;;
;0,74;0,18;0,74;-0,31;;;;;;;;;;;;;;;;
;0,74;-0,74;0,74;-0,80;;;;;;;;;;;;;;;;
;0,74;-1,36;0,74;-0,84;;;;;;;;;;;;;;;;
;0,74;-1,47;0,74;-0,83;;;;;;;;;;;;;;;;
;0,74;-1,49;0,74;-0,94;;;;;;;;;;;;;;;;
;0,74;-1,31;0,74;-0,83;;;;;;;;;;;;;;;;
;0,74;-0,76;0,74;-0,04;;;;;;;;;;;;;;;;
;0,74;0,24;0,74;-0,11;;;;;;;;;;;;;;;;
;0,74;0,33;0,74;0,48;;;;;;;;;;;;;;;;
;0,74;1,21;0,74;0,91;;;;;;;;;;;;;;;;
;0,74;1,43;0,74;0,89;;;;;;;;;;;;;;;;
;0,74;1,39;0,74;0,49;;;;;;;;;;;;;;;;
;0,74;0,55;0,74;-0,13;;;;;;;;;;;;;;;;
;0,74;-0,01;0,74;0,15;;;;;;;;;;;;;;;;
;0,74;-0,43;0,74;-1,15;;;;;;;;;;;;;;;;
;0,74;-1,80;0,74;-1,15;;;;;;;;;;;;;;;;
;0,74;-1,82;0,74;-0,91;;;;;;;;;;;;;;;;
;0,74;-1,40;0,74;-0,42;;;;;;;;;;;;;;;;
;0,74;-0,86;0,74;-0,36;;;;;;;;;;;;;;;;
;0,74;-0,11;0,74;0,70;;;;;;;;;;;;;;;;
;0,74;1,18;0,74;0,37;;;;;;;;;;;;;;;;
;0,74;1,10;0,74;0,65;;;;;;;;;;;;;;;;
;0,74;1,40;0,74;0,47;;;;;;;;;;;;;;;;
;0,74;1,00;0,74;0,73;;;;;;;;;;;;;;;;
;0,74;0,87;0,74;-0,11;;;;;;;;;;;;;;;;
;0,74;-0,52;0,74;-0,58;;;;;;;;;;;;;;;;
;0,75;-0,79;0,75;0,46;;;;;;;;;;;;;;;;
;0,75;-0,15;0,75;-0,22;;;;;;;;;;;;;;;;
;0,75;-0,73;0,75;-0,07;;;;;;;;;;;;;;;;
;0,75;-0,23;0,75;-0,66;;;;;;;;;;;;;;;;
;0,75;-0,69;0,75;-0,46;;;;;;;;;;;;;;;;
;0,75;-0,10;0,75;0,35;;;;;;;;;;;;;;;;
;0,75;0,35;0,75;-0,05;;;;;;;;;;;;;;;;
;0,75;0,17;0,75;0,19;;;;;;;;;;;;;;;;
;0,75;0,24;0,75;-0,42;;;;;;;;;;;;;;;;
;0,75;-0,12;0,75;0,91;;;;;;;;;;;;;;;;
;0,75;1,02;0,75;0,36;;;;;;;;;;;;;;;;
;0,75;0,19;0,75;0,13;;;;;;;;;;;;;;;;
;0,75;0,31;0,75;0,35;;;;;;;;;;;;;;;;
;0,75;0,42;0,75;0,61;;;;;;;;;;;;;;;;
;0,75;0,69;0,75;0,44;;;;;;;;;;;;;;;;
;0,75;0,23;0,75;-0,58;;;;;;;;;;;;;;;;
;0,75;-0,69;0,75;-1,09;;;;;;;;;;;;;;;;
;0,75;-1,31;0,75;-1,18;;;;;;;;;;;;;;;;
;0,75;-1,61;0,75;-0,77;;;;;;;;;;;;;;;;
;0,75;-1,22;0,75;-0,16;;;;;;;;;;;;;;;;
;0,75;-0,56;0,75;-0,03;;;;;;;;;;;;;;;;
;0,75;0,15;0,75;0,91;;;;;;;;;;;;;;;;
;0,75;1,43;0,75;0,92;;;;;;;;;;;;;;;;
;0,75;1,68;0,75;0,78;;;;;;;;;;;;;;;;
;0,75;1,49;0,75;0,48;;;;;;;;;;;;;;;;
;0,75;1,21;0,75;1,64;;;;;;;;;;;;;;;;
;0,75;1,84;0,75;0,36;;;;;;;;;;;;;;;;
;0,75;-0,28;0,75;-1,75;;;;;;;;;;;;;;;;
;0,75;-2,23;0,75;-1,63;;;;;;;;;;;;;;;;
;0,75;-2,46;0,75;-1,57;;;;;;;;;;;;;;;;
;0,75;-2,64;0,75;-0,43;;;;;;;;;;;;;;;;
;0,75;-1,22;0,75;0,17;;;;;;;;;;;;;;;;
;0,75;-0,10;0,75;-0,14;;;;;;;;;;;;;;;;
;0,75;0,45;0,75;0,01;;;;;;;;;;;;;;;;
;0,75;1,09;0,75;0,35;;;;;;;;;;;;;;;;
;0,75;1,38;0,75;0,64;;;;;;;;;;;;;;;;
;0,75;1,29;0,75;0,89;;;;;;;;;;;;;;;;
;0,75;1,17;0,75;0,76;;;;;;;;;;;;;;;;
;0,75;0,70;0,75;0,52;;;;;;;;;;;;;;;;
;0,75;0,25;0,75;-0,33;;;;;;;;;;;;;;;;
;0,75;-0,91;0,75;-1,10;;;;;;;;;;;;;;;;
;0,76;-1,53;0,76;-0,22;;;;;;;;;;;;;;;;
;0,76;-0,62;0,76;0,54;;;;;;;;;;;;;;;;
;0,76;0,05;0,76;-0,27;;;;;;;;;;;;;;;;
;0,76;-0,37;0,76;-0,10;;;;;;;;;;;;;;;;
;0,76;0,41;0,76;-0,40;;;;;;;;;;;;;;;;
;0,76;-0,18;0,76;-0,45;;;;;;;;;;;;;;;;
;0,76;0,01;0,76;0,30;;;;;;;;;;;;;;;;
;0,76;0,11;0,76;-0,31;;;;;;;;;;;;;;;;
;0,76;-0,30;0,76;-0,05;;;;;;;;;;;;;;;;
;0,76;-0,35;0,76;-0,63;;;;;;;;;;;;;;;;
;0,76;-0,54;0,76;0,36;;;;;;;;;;;;;;;;
;0,76;0,15;0,76;-0,73;;;;;;;;;;;;;;;;
;0,76;-0,89;0,76;-0,80;;;;;;;;;;;;;;;;
;0,76;-0,79;0,76;-1,02;;;;;;;;;;;;;;;;
;0,76;-1,16;0,76;-1,01;;;;;;;;;;;;;;;;
;0,76;-1,18;0,76;-0,46;;;;;;;;;;;;;;;;
;0,76;-0,52;0,76;0,66;;;;;;;;;;;;;;;;
;0,76;0,68;0,76;0,13;;;;;;;;;;;;;;;;
;0,76;0,20;0,76;-0,45;;;;;;;;;;;;;;;;
;0,76;0,11;0,76;-0,12;;;;;;;;;;;;;;;;
;0,76;0,25;0,76;-0,09;;;;;;;;;;;;;;;;
;0,76;0,02;0,76;0,51;;;;;;;;;;;;;;;;
;0,76;0,53;0,76;0,99;;;;;;;;;;;;;;;;
;0,76;0,92;0,76;0,62;;;;;;;;;;;;;;;;
;0,76;0,71;0,76;0,77;;;;;;;;;;;;;;;;
;0,76;1,09;0,76;1,13;;;;;;;;;;;;;;;;
;0,76;1,39;0,76;1,30;;;;;;;;;;;;;;;;
;0,76;1,53;0,76;1,52;;;;;;;;;;;;;;;;
;0,76;1,69;0,76;0,89;;;;;;;;;;;;;;;;
;0,76;0,87;0,76;-0,08;;;;;;;;;;;;;;;;
;0,76;-0,17;0,76;-0,66;;;;;;;;;;;;;;;;
;0,76;-1,16;0,76;-1,31;;;;;;;;;;;;;;;;
;0,76;-1,96;0,76;-0,67;;;;;;;;;;;;;;;;
;0,76;-1,54;0,76;-1,13;;;;;;;;;;;;;;;;
;0,76;-1,80;0,76;-0,02;;;;;;;;;;;;;;;;
;0,76;-0,00;0,76;-0,28;;;;;;;;;;;;;;;;
;0,76;-0,43;0,76;-1,27;;;;;;;;;;;;;;;;
;0,76;-0,38;0,76;0,48;;;;;;;;;;;;;;;;
;0,76;0,94;0,76;-0,28;;;;;;;;;;;;;;;;
;0,76;0,09;0,76;0,42;;;;;;;;;;;;;;;;
;0,76;0,67;0,76;0,19;;;;;;;;;;;;;;;;
;0,77;0,29;0,77;0,13;;;;;;;;;;;;;;;;
;0,77;0,10;0,77;-0,27;;;;;;;;;;;;;;;;
;0,77;-0,38;0,77;0,51;;;;;;;;;;;;;;;;
;0,77;0,52;0,77;0,56;;;;;;;;;;;;;;;;
;0,77;0,18;0,77;0,03;;;;;;;;;;;;;;;;
;0,77;0,28;0,77;1,27;;;;;;;;;;;;;;;;
;0,77;1,44;0,77;0,60;;;;;;;;;;;;;;;;
;0,77;0,74;0,77;0,40;;;;;;;;;;;;;;;;
;0,77;0,71;0,77;0,56;;;;;;;;;;;;;;;;
;0,77;0,70;0,77;0,38;;;;;;;;;;;;;;;;
;0,77;0,29;0,77;0,18;;;;;;;;;;;;;;;;
