C:\Test.Xpress Projects\Tubo Kunt Flávia\Data\LaRocha.1_M2.xdf;03.10.19;11:54:57;;;
;C1:  Time[s];C1:  [Pa];C2:  Time[s];C2:  [Pa];M1: FRF(C1,C2) Frequency[Hz];M1: FRF(C1,C2) [](A);;M2: FRF(C2,C1) Frequency[Hz];M2: FRF(C2,C1) [](A);;M3: FFT(C1) Frequency[Hz];M3: FFT(C1) [Pa](A);;M4: FFT(C2) Frequency[Hz];M4: FFT(C2) [Pa](A);;M5: PHASE(M1) Frequency[Hz];M5: PHASE(M1) Phase[°](A);M6: PHASE(M2) Frequency[Hz];M6: PHASE(M2) Phase[°](A)
Unit;s;Pa;s;Pa;Hz;;;Hz;;;Hz;Pa;;Hz;Pa;;Hz;°;Hz;°
Sensor;;;;;;;;;;;;;;;;;;;;
PointId;;;;;;;;;;;;;;;;;;;;
PointDir;;'';;'';;'';;;'';;;'';;;'';;;'';;''
Info1;;;;;;;;;;;;;;;;;;;;
Info2;;;;;;;;;;;;;;;;;;;;
Info3;;;;;;;;;;;;;;;;;;;;
Info4;;;;;;;;;;;;;;;;;;;;
Z Axis;;;;;;;;;;;;;;;;
;1,70;1,19;1,70;1,08;;;;;;;;;;;;;;;;
;1,70;1,34;1,70;0,90;;;;;;;;;;;;;;;;
;1,70;0,91;1,70;0,35;;;;;;;;;;;;;;;;
;1,70;0,55;1,70;0,06;;;;;;;;;;;;;;;;
;1,70;-0,09;1,70;-0,55;;;;;;;;;;;;;;;;
;1,70;-0,86;1,70;-0,62;;;;;;;;;;;;;;;;
;1,70;-1,17;1,70;-0,43;;;;;;;;;;;;;;;;
;1,70;-0,91;1,70;-0,22;;;;;;;;;;;;;;;;
;1,70;-0,72;1,70;-0,59;;;;;;;;;;;;;;;;
;1,70;-0,65;1,70;-0,21;;;;;;;;;;;;;;;;
;1,70;0,08;1,70;0,40;;;;;;;;;;;;;;;;
;1,70;0,80;1,70;0,55;;;;;;;;;;;;;;;;
;1,70;1,00;1,70;0,96;;;;;;;;;;;;;;;;
;1,70;1,60;1,70;1,13;;;;;;;;;;;;;;;;
;1,71;1,42;1,71;-0,06;;;;;;;;;;;;;;;;
;1,71;0,15;1,71;0,25;;;;;;;;;;;;;;;;
;1,71;0,34;1,71;0,39;;;;;;;;;;;;;;;;
;1,71;-0,11;1,71;-0,22;;;;;;;;;;;;;;;;
;1,71;-0,75;1,71;-0,38;;;;;;;;;;;;;;;;
;1,71;-0,90;1,71;-1,14;;;;;;;;;;;;;;;;
;1,71;-1,55;1,71;-0,71;;;;;;;;;;;;;;;;
;1,71;-0,75;1,71;0,43;;;;;;;;;;;;;;;;
;1,71;0,25;1,71;-0,09;;;;;;;;;;;;;;;;
;1,71;0,08;1,71;0,54;;;;;;;;;;;;;;;;
;1,71;1,20;1,71;1,02;;;;;;;;;;;;;;;;
;1,71;1,57;1,71;0,73;;;;;;;;;;;;;;;;
;1,71;1,26;1,71;0,66;;;;;;;;;;;;;;;;
;1,71;0,93;1,71;-0,02;;;;;;;;;;;;;;;;
;1,71;-0,02;1,71;0,07;;;;;;;;;;;;;;;;
;1,71;-0,18;1,71;0,10;;;;;;;;;;;;;;;;
;1,71;-0,51;1,71;-0,41;;;;;;;;;;;;;;;;
;1,71;-0,96;1,71;-0,49;;;;;;;;;;;;;;;;
;1,71;-0,77;1,71;0,24;;;;;;;;;;;;;;;;
;1,71;0,31;1,71;1,14;;;;;;;;;;;;;;;;
;1,71;1,27;1,71;0,68;;;;;;;;;;;;;;;;
;1,71;1,08;1,71;0,53;;;;;;;;;;;;;;;;
;1,71;1,27;1,71;0,78;;;;;;;;;;;;;;;;
;1,71;1,28;1,71;1,28;;;;;;;;;;;;;;;;
;1,71;1,66;1,71;1,65;;;;;;;;;;;;;;;;
;1,71;1,35;1,71;-0,57;;;;;;;;;;;;;;;;
;1,71;-0,87;1,71;-1,09;;;;;;;;;;;;;;;;
;1,71;-1,41;1,71;-1,41;;;;;;;;;;;;;;;;
;1,71;-2,28;1,71;-1,62;;;;;;;;;;;;;;;;
;1,71;-2,54;1,71;-0,83;;;;;;;;;;;;;;;;
;1,71;-1,60;1,71;-0,88;;;;;;;;;;;;;;;;
;1,71;-1,18;1,71;-0,31;;;;;;;;;;;;;;;;
;1,71;0,06;1,71;-0,42;;;;;;;;;;;;;;;;
;1,71;0,15;1,71;0,02;;;;;;;;;;;;;;;;
;1,71;1,13;1,71;1,06;;;;;;;;;;;;;;;;
;1,71;1,63;1,71;0,58;;;;;;;;;;;;;;;;
;1,71;1,20;1,71;0,96;;;;;;;;;;;;;;;;
;1,71;1,17;1,71;-0,28;;;;;;;;;;;;;;;;
;1,71;-0,51;1,71;-1,32;;;;;;;;;;;;;;;;
;1,71;-1,65;1,71;-0,42;;;;;;;;;;;;;;;;
;1,71;-1,06;1,71;-0,27;;;;;;;;;;;;;;;;
;1,72;-1,18;1,72;-0,71;;;;;;;;;;;;;;;;
;1,72;-1,33;1,72;-1,26;;;;;;;;;;;;;;;;
;1,72;-1,21;1,72;0,04;;;;;;;;;;;;;;;;
;1,72;0,50;1,72;0,89;;;;;;;;;;;;;;;;
;1,72;1,24;1,72;1,03;;;;;;;;;;;;;;;;
;1,72;1,74;1,72;0,80;;;;;;;;;;;;;;;;
;1,72;1,42;1,72;0,14;;;;;;;;;;;;;;;;
;1,72;0,86;1,72;0,76;;;;;;;;;;;;;;;;
;1,72;0,73;1,72;-0,72;;;;;;;;;;;;;;;;
;1,72;-1,26;1,72;-0,54;;;;;;;;;;;;;;;;
;1,72;-0,94;1,72;0,01;;;;;;;;;;;;;;;;
;1,72;-0,96;1,72;-1,29;;;;;;;;;;;;;;;;
;1,72;-1,87;1,72;-0,67;;;;;;;;;;;;;;;;
;1,72;-0,85;1,72;-0,84;;;;;;;;;;;;;;;;
;1,72;-0,93;1,72;-0,55;;;;;;;;;;;;;;;;
;1,72;-0,26;1,72;-0,54;;;;;;;;;;;;;;;;
;1,72;-0,44;1,72;-0,72;;;;;;;;;;;;;;;;
;1,72;-0,14;1,72;0,29;;;;;;;;;;;;;;;;
;1,72;0,37;1,72;-0,37;;;;;;;;;;;;;;;;
;1,72;-0,19;1,72;0,09;;;;;;;;;;;;;;;;
;1,72;0,27;1,72;0,72;;;;;;;;;;;;;;;;
;1,72;0,90;1,72;0,74;;;;;;;;;;;;;;;;
;1,72;0,77;1,72;0,59;;;;;;;;;;;;;;;;
;1,72;0,81;1,72;-0,19;;;;;;;;;;;;;;;;
;1,72;-0,26;1,72;-0,83;;;;;;;;;;;;;;;;
;1,72;-0,73;1,72;0,44;;;;;;;;;;;;;;;;
;1,72;0,32;1,72;1,64;;;;;;;;;;;;;;;;
;1,72;1,32;1,72;0,28;;;;;;;;;;;;;;;;
;1,72;-0,16;1,72;-1,38;;;;;;;;;;;;;;;;
;1,72;-0,92;1,72;-0,16;;;;;;;;;;;;;;;;
;1,72;0,02;1,72;0,09;;;;;;;;;;;;;;;;
;1,72;-0,29;1,72;-0,10;;;;;;;;;;;;;;;;
;1,72;-0,30;1,72;0,52;;;;;;;;;;;;;;;;
;1,72;0,50;1,72;-0,44;;;;;;;;;;;;;;;;
;1,72;-0,45;1,72;-0,50;;;;;;;;;;;;;;;;
;1,72;-0,22;1,72;-0,37;;;;;;;;;;;;;;;;
;1,72;-0,37;1,72;0,85;;;;;;;;;;;;;;;;
;1,72;1,30;1,72;2,59;;;;;;;;;;;;;;;;
;1,72;2,42;1,72;0,16;;;;;;;;;;;;;;;;
;1,72;0,47;1,72;-0,20;;;;;;;;;;;;;;;;
;1,72;0,41;1,72;-0,41;;;;;;;;;;;;;;;;
;1,73;-0,35;1,73;0,22;;;;;;;;;;;;;;;;
;1,73;-0,10;1,73;0,75;;;;;;;;;;;;;;;;
;1,73;0,05;1,73;0,27;;;;;;;;;;;;;;;;
;1,73;-0,04;1,73;-0,23;;;;;;;;;;;;;;;;
;1,73;-0,37;1,73;-0,61;;;;;;;;;;;;;;;;
;1,73;-0,39;1,73;0,02;;;;;;;;;;;;;;;;
;1,73;0,06;1,73;0,41;;;;;;;;;;;;;;;;
;1,73;0,55;1,73;1,45;;;;;;;;;;;;;;;;
;1,73;1,70;1,73;1,46;;;;;;;;;;;;;;;;
;1,73;1,80;1,73;0,75;;;;;;;;;;;;;;;;
;1,73;1,19;1,73;-0,11;;;;;;;;;;;;;;;;
;1,73;0,21;1,73;-0,06;;;;;;;;;;;;;;;;
;1,73;-0,12;1,73;-0,45;;;;;;;;;;;;;;;;
;1,73;-1,18;1,73;-0,63;;;;;;;;;;;;;;;;
;1,73;-1,24;1,73;-0,49;;;;;;;;;;;;;;;;
;1,73;-1,32;1,73;-1,39;;;;;;;;;;;;;;;;
;1,73;-1,80;1,73;-1,10;;;;;;;;;;;;;;;;
;1,73;-1,19;1,73;-0,23;;;;;;;;;;;;;;;;
;1,73;-0,03;1,73;0,26;;;;;;;;;;;;;;;;
;1,73;0,45;1,73;0,20;;;;;;;;;;;;;;;;
;1,73;0,92;1,73;0,78;;;;;;;;;;;;;;;;
;1,73;1,37;1,73;-0,05;;;;;;;;;;;;;;;;
;1,73;0,53;1,73;1,33;;;;;;;;;;;;;;;;
;1,73;1,94;1,73;2,37;;;;;;;;;;;;;;;;
;1,73;2,40;1,73;1,71;;;;;;;;;;;;;;;;
;1,73;1,80;1,73;0,79;;;;;;;;;;;;;;;;
;1,73;0,89;1,73;-0,17;;;;;;;;;;;;;;;;
;1,73;-0,26;1,73;-1,02;;;;;;;;;;;;;;;;
;1,73;-1,65;1,73;-0,88;;;;;;;;;;;;;;;;
;1,73;-1,64;1,73;-0,04;;;;;;;;;;;;;;;;
;1,73;-0,93;1,73;0,19;;;;;;;;;;;;;;;;
;1,73;-0,38;1,73;-0,52;;;;;;;;;;;;;;;;
;1,73;-0,52;1,73;-0,46;;;;;;;;;;;;;;;;
;1,73;0,23;1,73;0,14;;;;;;;;;;;;;;;;
;1,73;0,58;1,73;-0,17;;;;;;;;;;;;;;;;
;1,73;0,30;1,73;0,73;;;;;;;;;;;;;;;;
;1,73;1,15;1,73;1,40;;;;;;;;;;;;;;;;
;1,73;1,68;1,73;1,15;;;;;;;;;;;;;;;;
;1,73;1,13;1,73;-0,53;;;;;;;;;;;;;;;;
;1,73;-0,45;1,73;-0,41;;;;;;;;;;;;;;;;
;1,73;-0,35;1,73;-0,26;;;;;;;;;;;;;;;;
;1,74;-0,95;1,74;-0,70;;;;;;;;;;;;;;;;
;1,74;-1,22;1,74;0,39;;;;;;;;;;;;;;;;
;1,74;-0,02;1,74;-0,01;;;;;;;;;;;;;;;;
;1,74;-0,26;1,74;-0,57;;;;;;;;;;;;;;;;
;1,74;-0,43;1,74;-1,24;;;;;;;;;;;;;;;;
;1,74;-1,04;1,74;-0,64;;;;;;;;;;;;;;;;
;1,74;-0,26;1,74;0,16;;;;;;;;;;;;;;;;
;1,74;-0,27;1,74;-1,67;;;;;;;;;;;;;;;;
;1,74;-1,99;1,74;-2,38;;;;;;;;;;;;;;;;
;1,74;-2,60;1,74;-1,51;;;;;;;;;;;;;;;;
;1,74;-1,61;1,74;-0,45;;;;;;;;;;;;;;;;
;1,74;-1,27;1,74;-1,72;;;;;;;;;;;;;;;;
;1,74;-1,81;1,74;-0,21;;;;;;;;;;;;;;;;
;1,74;0,32;1,74;0,75;;;;;;;;;;;;;;;;
;1,74;1,36;1,74;1,05;;;;;;;;;;;;;;;;
;1,74;1,79;1,74;0,66;;;;;;;;;;;;;;;;
;1,74;1,59;1,74;1,18;;;;;;;;;;;;;;;;
;1,74;2,08;1,74;1,34;;;;;;;;;;;;;;;;
;1,74;1,40;1,74;0,18;;;;;;;;;;;;;;;;
;1,74;0,05;1,74;0,22;;;;;;;;;;;;;;;;
;1,74;-0,19;1,74;0,14;;;;;;;;;;;;;;;;
;1,74;-0,49;1,74;0,09;;;;;;;;;;;;;;;;
;1,74;-0,67;1,74;-0,35;;;;;;;;;;;;;;;;
;1,74;-0,75;1,74;-0,23;;;;;;;;;;;;;;;;
;1,74;-0,45;1,74;-0,62;;;;;;;;;;;;;;;;
;1,74;-0,60;1,74;-0,30;;;;;;;;;;;;;;;;
;1,74;-0,18;1,74;-0,50;;;;;;;;;;;;;;;;
;1,74;-0,43;1,74;-0,27;;;;;;;;;;;;;;;;
;1,74;0,06;1,74;1,17;;;;;;;;;;;;;;;;
;1,74;1,48;1,74;1,42;;;;;;;;;;;;;;;;
;1,74;1,62;1,74;0,76;;;;;;;;;;;;;;;;
;1,74;1,20;1,74;0,10;;;;;;;;;;;;;;;;
;1,74;0,49;1,74;0,01;;;;;;;;;;;;;;;;
;1,74;0,23;1,74;0,54;;;;;;;;;;;;;;;;
;1,74;0,14;1,74;-0,25;;;;;;;;;;;;;;;;
;1,74;-0,90;1,74;-1,06;;;;;;;;;;;;;;;;
;1,74;-1,55;1,74;-0,53;;;;;;;;;;;;;;;;
;1,74;-0,71;1,74;0,55;;;;;;;;;;;;;;;;
;1,74;0,12;1,74;-0,65;;;;;;;;;;;;;;;;
;1,74;-0,83;1,74;-0,59;;;;;;;;;;;;;;;;
;1,74;-0,09;1,74;0,30;;;;;;;;;;;;;;;;
;1,75;0,66;1,75;0,71;;;;;;;;;;;;;;;;
;1,75;1,00;1,75;0,42;;;;;;;;;;;;;;;;
;1,75;0,54;1,75;-0,05;;;;;;;;;;;;;;;;
;1,75;0,40;1,75;0,54;;;;;;;;;;;;;;;;
;1,75;0,48;1,75;-0,73;;;;;;;;;;;;;;;;
;1,75;-1,03;1,75;-0,74;;;;;;;;;;;;;;;;
;1,75;-0,98;1,75;-0,49;;;;;;;;;;;;;;;;
;1,75;-1,02;1,75;-0,61;;;;;;;;;;;;;;;;
;1,75;-1,04;1,75;-0,78;;;;;;;;;;;;;;;;
;1,75;-1,13;1,75;-1,00;;;;;;;;;;;;;;;;
;1,75;-0,83;1,75;0,47;;;;;;;;;;;;;;;;
;1,75;0,88;1,75;1,50;;;;;;;;;;;;;;;;
;1,75;1,86;1,75;0,66;;;;;;;;;;;;;;;;
;1,75;1,21;1,75;0,27;;;;;;;;;;;;;;;;
;1,75;1,12;1,75;0,40;;;;;;;;;;;;;;;;
;1,75;0,73;1,75;0,53;;;;;;;;;;;;;;;;
;1,75;0,54;1,75;1,27;;;;;;;;;;;;;;;;
;1,75;0,86;1,75;0,71;;;;;;;;;;;;;;;;
;1,75;0,26;1,75;-0,37;;;;;;;;;;;;;;;;
;1,75;-0,72;1,75;-0,74;;;;;;;;;;;;;;;;
;1,75;-0,75;1,75;0,37;;;;;;;;;;;;;;;;
;1,75;0,14;1,75;0,54;;;;;;;;;;;;;;;;
;1,75;0,30;1,75;0,49;;;;;;;;;;;;;;;;
;1,75;0,51;1,75;-0,39;;;;;;;;;;;;;;;;
;1,75;-0,21;1,75;-0,91;;;;;;;;;;;;;;;;
;1,75;-0,61;1,75;-0,30;;;;;;;;;;;;;;;;
;1,75;-0,39;1,75;-0,54;;;;;;;;;;;;;;;;
;1,75;-0,91;1,75;-0,04;;;;;;;;;;;;;;;;
;1,75;-0,14;1,75;0,51;;;;;;;;;;;;;;;;
;1,75;0,35;1,75;0,12;;;;;;;;;;;;;;;;
;1,75;0,37;1,75;-0,17;;;;;;;;;;;;;;;;
;1,75;-0,09;1,75;-1,31;;;;;;;;;;;;;;;;
;1,75;-0,88;1,75;0,66;;;;;;;;;;;;;;;;
;1,75;0,84;1,75;0,76;;;;;;;;;;;;;;;;
;1,75;0,38;1,75;0,00;;;;;;;;;;;;;;;;
;1,75;-0,01;1,75;-0,71;;;;;;;;;;;;;;;;
;1,75;-0,79;1,75;-1,04;;;;;;;;;;;;;;;;
;1,75;-0,86;1,75;0,42;;;;;;;;;;;;;;;;
;1,75;0,11;1,75;0,36;;;;;;;;;;;;;;;;
;1,75;0,11;1,75;0,25;;;;;;;;;;;;;;;;
;1,75;0,25;1,75;-0,03;;;;;;;;;;;;;;;;
;1,76;0,43;1,76;0,76;;;;;;;;;;;;;;;;
;1,76;1,12;1,76;0,40;;;;;;;;;;;;;;;;
;1,76;0,56;1,76;0,37;;;;;;;;;;;;;;;;
;1,76;0,54;1,76;-0,47;;;;;;;;;;;;;;;;
;1,76;-0,81;1,76;-1,63;;;;;;;;;;;;;;;;
;1,76;-1,83;1,76;-0,96;;;;;;;;;;;;;;;;
;1,76;-1,75;1,76;-2,08;;;;;;;;;;;;;;;;
;1,76;-2,93;1,76;-1,29;;;;;;;;;;;;;;;;
;1,76;-1,74;1,76;-0,61;;;;;;;;;;;;;;;;
;1,76;-0,89;1,76;-0,08;;;;;;;;;;;;;;;;
;1,76;0,37;1,76;0,66;;;;;;;;;;;;;;;;
;1,76;1,30;1,76;-0,15;;;;;;;;;;;;;;;;
;1,76;0,86;1,76;0,53;;;;;;;;;;;;;;;;
;1,76;1,51;1,76;0,62;;;;;;;;;;;;;;;;
;1,76;0,87;1,76;0,33;;;;;;;;;;;;;;;;
;1,76;0,49;1,76;1,07;;;;;;;;;;;;;;;;
;1,76;0,78;1,76;0,77;;;;;;;;;;;;;;;;
;1,76;0,54;1,76;0,81;;;;;;;;;;;;;;;;
;1,76;0,40;1,76;-0,79;;;;;;;;;;;;;;;;
;1,76;-1,04;1,76;-0,78;;;;;;;;;;;;;;;;
;1,76;-0,80;1,76;0,28;;;;;;;;;;;;;;;;
;1,76;0,03;1,76;0,74;;;;;;;;;;;;;;;;
;1,76;0,46;1,76;0,19;;;;;;;;;;;;;;;;
;1,76;0,10;1,76;-1,07;;;;;;;;;;;;;;;;
;1,76;-0,85;1,76;-1,09;;;;;;;;;;;;;;;;
;1,76;-0,83;1,76;-0,32;;;;;;;;;;;;;;;;
;1,76;-0,65;1,76;-1,13;;;;;;;;;;;;;;;;
;1,76;-1,63;1,76;-0,33;;;;;;;;;;;;;;;;
;1,76;-0,20;1,76;1,39;;;;;;;;;;;;;;;;
;1,76;1,38;1,76;0,52;;;;;;;;;;;;;;;;
;1,76;0,72;1,76;-0,53;;;;;;;;;;;;;;;;
;1,76;0,08;1,76;-0,68;;;;;;;;;;;;;;;;
;1,76;-0,13;1,76;-0,25;;;;;;;;;;;;;;;;
;1,76;-0,32;1,76;-0,06;;;;;;;;;;;;;;;;
;1,76;-0,53;1,76;0,05;;;;;;;;;;;;;;;;
;1,76;-0,28;1,76;0,53;;;;;;;;;;;;;;;;
;1,76;0,34;1,76;0,12;;;;;;;;;;;;;;;;
;1,76;0,15;1,76;0,30;;;;;;;;;;;;;;;;
;1,76;0,67;1,76;0,30;;;;;;;;;;;;;;;;
;1,76;0,49;1,76;0,08;;;;;;;;;;;;;;;;
;1,76;0,43;1,76;0,46;;;;;;;;;;;;;;;;
;1,77;0,39;1,77;-0,50;;;;;;;;;;;;;;;;
;1,77;-0,58;1,77;-0,18;;;;;;;;;;;;;;;;
;1,77;-0,40;1,77;-0,47;;;;;;;;;;;;;;;;
;1,77;-0,87;1,77;-0,34;;;;;;;;;;;;;;;;
;1,77;-0,55;1,77;0,27;;;;;;;;;;;;;;;;
;1,77;0,14;1,77;0,41;;;;;;;;;;;;;;;;
;1,77;0,59;1,77;1,03;;;;;;;;;;;;;;;;
;1,77;1,54;1,77;1,10;;;;;;;;;;;;;;;;
;1,77;1,52;1,77;-0,11;;;;;;;;;;;;;;;;
;1,77;0,26;1,77;-0,79;;;;;;;;;;;;;;;;
;1,77;-0,62;1,77;-0,01;;;;;;;;;;;;;;;;
;1,77;-0,07;1,77;1,13;;;;;;;;;;;;;;;;
;1,77;0,39;1,77;0,10;;;;;;;;;;;;;;;;
;1,77;-0,37;1,77;0,15;;;;;;;;;;;;;;;;
;1,77;0,24;1,77;0,23;;;;;;;;;;;;;;;;
;1,77;0,35;1,77;-0,08;;;;;;;;;;;;;;;;
;1,77;0,03;1,77;0,17;;;;;;;;;;;;;;;;
;1,77;0,41;1,77;0,78;;;;;;;;;;;;;;;;
;1,77;0,89;1,77;1,14;;;;;;;;;;;;;;;;
;1,77;1,42;1,77;0,96;;;;;;;;;;;;;;;;
;1,77;0,77;1,77;-1,70;;;;;;;;;;;;;;;;
;1,77;-1,62;1,77;-1,13;;;;;;;;;;;;;;;;
;1,77;-1,26;1,77;-0,74;;;;;;;;;;;;;;;;
;1,77;-1,43;1,77;0,38;;;;;;;;;;;;;;;;
;1,77;-0,28;1,77;0,38;;;;;;;;;;;;;;;;
;1,77;0,06;1,77;-0,01;;;;;;;;;;;;;;;;
;1,77;0,32;1,77;-0,79;;;;;;;;;;;;;;;;
;1,77;-0,16;1,77;0,18;;;;;;;;;;;;;;;;
;1,77;0,90;1,77;0,38;;;;;;;;;;;;;;;;
;1,77;0,28;1,77;-0,70;;;;;;;;;;;;;;;;
;1,77;-0,70;1,77;-0,68;;;;;;;;;;;;;;;;
;1,77;-0,95;1,77;-1,42;;;;;;;;;;;;;;;;
;1,77;-2,04;1,77;-2,20;;;;;;;;;;;;;;;;
;1,77;-2,89;1,77;-1,40;;;;;;;;;;;;;;;;
;1,77;-1,93;1,77;-1,13;;;;;;;;;;;;;;;;
;1,77;-1,78;1,77;-1,11;;;;;;;;;;;;;;;;
;1,77;-0,92;1,77;0,37;;;;;;;;;;;;;;;;
;1,77;0,88;1,77;0,31;;;;;;;;;;;;;;;;
;1,77;1,15;1,77;0,83;;;;;;;;;;;;;;;;
;1,77;1,90;1,77;0,90;;;;;;;;;;;;;;;;
;1,77;1,66;1,77;0,39;;;;;;;;;;;;;;;;
;1,78;0,89;1,78;0,72;;;;;;;;;;;;;;;;
;1,78;0,72;1,78;0,44;;;;;;;;;;;;;;;;
;1,78;0,03;1,78;0,59;;;;;;;;;;;;;;;;
;1,78;0,12;1,78;0,24;;;;;;;;;;;;;;;;
;1,78;-0,40;1,78;-0,63;;;;;;;;;;;;;;;;
;1,78;-0,93;1,78;-0,63;;;;;;;;;;;;;;;;
;1,78;-0,88;1,78;-0,46;;;;;;;;;;;;;;;;
;1,78;-0,52;1,78;0,43;;;;;;;;;;;;;;;;
;1,78;0,40;1,78;0,45;;;;;;;;;;;;;;;;
;1,78;0,61;1,78;0,36;;;;;;;;;;;;;;;;
;1,78;0,80;1,78;0,19;;;;;;;;;;;;;;;;
;1,78;0,59;1,78;-0,02;;;;;;;;;;;;;;;;
;1,78;0,21;1,78;-0,02;;;;;;;;;;;;;;;;
;1,78;-0,07;1,78;0,49;;;;;;;;;;;;;;;;
;1,78;0,46;1,78;1,34;;;;;;;;;;;;;;;;
;1,78;1,14;1,78;0,73;;;;;;;;;;;;;;;;
;1,78;0,73;1,78;0,42;;;;;;;;;;;;;;;;
;1,78;0,75;1,78;0,26;;;;;;;;;;;;;;;;
;1,78;0,41;1,78;0,04;;;;;;;;;;;;;;;;
;1,78;0,15;1,78;0,99;;;;;;;;;;;;;;;;
;1,78;0,88;1,78;0,90;;;;;;;;;;;;;;;;
;1,78;0,69;1,78;0,71;;;;;;;;;;;;;;;;
;1,78;0,66;1,78;-0,38;;;;;;;;;;;;;;;;
;1,78;-0,53;1,78;-1,10;;;;;;;;;;;;;;;;
;1,78;-1,12;1,78;-0,95;;;;;;;;;;;;;;;;
;1,78;-1,49;1,78;-1,13;;;;;;;;;;;;;;;;
;1,78;-1,65;1,78;-0,92;;;;;;;;;;;;;;;;
;1,78;-1,61;1,78;-1,57;;;;;;;;;;;;;;;;
;1,78;-1,77;1,78;-0,80;;;;;;;;;;;;;;;;
;1,78;-0,70;1,78;0,31;;;;;;;;;;;;;;;;
;1,78;0,80;1,78;1,41;;;;;;;;;;;;;;;;
;1,78;1,88;1,78;0,81;;;;;;;;;;;;;;;;
;1,78;1,74;1,78;0,94;;;;;;;;;;;;;;;;
;1,78;1,77;1,78;0,02;;;;;;;;;;;;;;;;
;1,78;0,51;1,78;0,17;;;;;;;;;;;;;;;;
;1,78;0,05;1,78;-0,83;;;;;;;;;;;;;;;;
;1,78;-1,67;1,78;-0,95;;;;;;;;;;;;;;;;
;1,78;-1,58;1,78;0,10;;;;;;;;;;;;;;;;
;1,78;-0,94;1,78;-1,12;;;;;;;;;;;;;;;;
;1,78;-1,69;1,78;-0,38;;;;;;;;;;;;;;;;
;1,78;-0,24;1,78;-0,20;;;;;;;;;;;;;;;;
;1,79;-0,04;1,79;-0,38;;;;;;;;;;;;;;;;
;1,79;0,22;1,79;0,17;;;;;;;;;;;;;;;;
;1,79;0,58;1,79;0,06;;;;;;;;;;;;;;;;
;1,79;0,62;1,79;0,87;;;;;;;;;;;;;;;;
;1,79;1,00;1,79;0,01;;;;;;;;;;;;;;;;
;1,79;0,09;1,79;0,39;;;;;;;;;;;;;;;;
;1,79;0,53;1,79;0,69;;;;;;;;;;;;;;;;
;1,79;0,61;1,79;1,04;;;;;;;;;;;;;;;;
;1,79;1,04;1,79;0,65;;;;;;;;;;;;;;;;
;1,79;0,42;1,79;-0,79;;;;;;;;;;;;;;;;
;1,79;-0,74;1,79;-0,55;;;;;;;;;;;;;;;;
;1,79;-0,57;1,79;0,42;;;;;;;;;;;;;;;;
;1,79;0,33;1,79;1,72;;;;;;;;;;;;;;;;
;1,79;1,44;1,79;0,59;;;;;;;;;;;;;;;;
;1,79;0,53;1,79;-0,47;;;;;;;;;;;;;;;;
;1,79;0,07;1,79;0,16;;;;;;;;;;;;;;;;
;1,79;0,61;1,79;0,71;;;;;;;;;;;;;;;;
;1,79;0,46;1,79;-0,29;;;;;;;;;;;;;;;;
;1,79;-0,56;1,79;0,57;;;;;;;;;;;;;;;;
;1,79;0,60;1,79;0,36;;;;;;;;;;;;;;;;
;1,79;-0,08;1,79;-0,87;;;;;;;;;;;;;;;;
;1,79;-0,85;1,79;-0,06;;;;;;;;;;;;;;;;
;1,79;0,00;1,79;0,43;;;;;;;;;;;;;;;;
;1,79;0,32;1,79;-0,33;;;;;;;;;;;;;;;;
;1,79;-0,66;1,79;-1,47;;;;;;;;;;;;;;;;
;1,79;-1,37;1,79;-0,81;;;;;;;;;;;;;;;;
;1,79;-0,78;1,79;0,17;;;;;;;;;;;;;;;;
;1,79;-0,01;1,79;0,37;;;;;;;;;;;;;;;;
;1,79;0,11;1,79;-0,43;;;;;;;;;;;;;;;;
;1,79;-0,28;1,79;-0,89;;;;;;;;;;;;;;;;
;1,79;-0,59;1,79;-0,56;;;;;;;;;;;;;;;;
;1,79;-0,22;1,79;0,98;;;;;;;;;;;;;;;;
;1,79;1,07;1,79;0,99;;;;;;;;;;;;;;;;
;1,79;0,81;1,79;-0,19;;;;;;;;;;;;;;;;
;1,79;0,10;1,79;0,13;;;;;;;;;;;;;;;;
;1,79;0,47;1,79;0,00;;;;;;;;;;;;;;;;
;1,79;-0,03;1,79;0,06;;;;;;;;;;;;;;;;
;1,79;-0,20;1,79;-0,48;;;;;;;;;;;;;;;;
;1,79;-0,85;1,79;-0,04;;;;;;;;;;;;;;;;
;1,79;-0,03;1,79;0,41;;;;;;;;;;;;;;;;
;1,79;-0,06;1,79;-0,82;;;;;;;;;;;;;;;;
;1,80;-0,60;1,80;0,99;;;;;;;;;;;;;;;;
;1,80;1,26;1,80;0,42;;;;;;;;;;;;;;;;
;1,80;0,51;1,80;0,60;;;;;;;;;;;;;;;;
;1,80;1,15;1,80;0,97;;;;;;;;;;;;;;;;
;1,80;1,18;1,80;0,43;;;;;;;;;;;;;;;;
;1,80;0,80;1,80;1,27;;;;;;;;;;;;;;;;
;1,80;1,36;1,80;0,77;;;;;;;;;;;;;;;;
;1,80;0,54;1,80;-0,29;;;;;;;;;;;;;;;;
;1,80;-0,40;1,80;0,16;;;;;;;;;;;;;;;;
;1,80;-0,08;1,80;-0,50;;;;;;;;;;;;;;;;
;1,80;-1,03;1,80;-0,23;;;;;;;;;;;;;;;;
;1,80;-0,49;1,80;-0,13;;;;;;;;;;;;;;;;
