C:\Test.Xpress Projects\Tubo Kunt Flávia\Data\LaRocha.2_M1.xdf;03.10.19;11:55:34;;;
;C1:  Time[s];C1:  [Pa];C2:  Time[s];C2:  [Pa];M1: FRF(C1,C2) Frequency[Hz];M1: FRF(C1,C2) [](A);;M2: FRF(C2,C1) Frequency[Hz];M2: FRF(C2,C1) [](A);;M3: FFT(C1) Frequency[Hz];M3: FFT(C1) [Pa](A);;M4: FFT(C2) Frequency[Hz];M4: FFT(C2) [Pa](A);;M5: PHASE(M1) Frequency[Hz];M5: PHASE(M1) Phase[°](A);M6: PHASE(M2) Frequency[Hz];M6: PHASE(M2) Phase[°](A)
;0,00;-1,24;0,00;-1,08;80,00;0,08;0,00;80,00;0,08;-0,00;80,00;-0,00;0,00;80,00;-0,00;0,00;80,00;0,15;80,00;-0,15
;0,01;-0,21;0,01;-1,69;84,00;0,08;0,00;84,00;0,08;-0,00;84,00;0,00;0,00;84,00;0,00;0,00;84,00;0,17;84,00;-0,17
;0,01;0,81;0,01;-0,46;88,00;0,09;0,00;88,00;0,09;-0,00;88,00;-0,00;-0,00;88,00;-0,00;-0,00;88,00;0,14;88,00;-0,14
;0,01;0,68;0,01;0,27;92,00;0,10;0,00;92,00;0,10;-0,00;92,00;0,00;0,00;92,00;0,00;0,00;92,00;0,09;92,00;-0,09
;0,01;0,84;0,01;1,08;96,00;0,10;0,00;96,00;0,10;-0,00;96,00;-0,00;-0,00;96,00;-0,00;-0,00;96,00;0,08;96,00;-0,08
;0,01;-0,55;0,01;1,20;100,00;0,11;0,00;100,00;0,11;-0,00;100,00;-0,00;0,00;100,00;-0,00;0,00;100,00;0,05;100,00;-0,05
;0,01;0,27;0,01;0,36;104,00;0,12;0,00;104,00;0,12;-0,00;104,00;0,00;0,00;104,00;0,00;0,00;104,00;0,02;104,00;-0,02
;0,01;0,78;0,01;0,62;108,00;0,13;0,00;108,00;0,12;-0,00;108,00;-0,00;-0,00;108,00;-0,00;-0,00;108,00;-0,00;108,00;0,00
;0,01;2,00;0,01;0,95;112,00;0,14;-0,00;112,00;0,13;0,00;112,00;0,00;0,00;112,00;0,00;0,00;112,00;-0,06;112,00;0,06
;0,01;0,32;0,01;1,65;116,00;0,14;-0,00;116,00;0,13;0,00;116,00;-0,00;-0,00;116,00;-0,00;-0,00;116,00;-0,10;116,00;0,10
;0,01;-0,76;0,01;0,07;120,00;0,15;-0,00;120,00;0,14;0,00;120,00;0,00;0,00;120,00;0,00;0,00;120,00;-0,19;120,00;0,19
;0,01;-0,03;0,01;-0,60;124,00;0,16;-0,00;124,00;0,15;0,00;124,00;-0,00;-0,00;124,00;-0,00;-0,00;124,00;-0,22;124,00;0,22
;0,01;-0,97;0,01;-0,31;128,00;0,17;-0,00;128,00;0,15;0,00;128,00;0,00;0,00;128,00;0,00;0,00;128,00;-0,25;128,00;0,25
;0,01;-1,17;0,01;-1,69;132,00;0,18;-0,00;132,00;0,16;0,00;132,00;0,00;0,00;132,00;0,00;0,00;132,00;-0,28;132,00;0,28
;0,01;0,04;0,01;-1,50;136,00;0,18;-0,00;136,00;0,17;0,00;136,00;0,00;-0,00;136,00;0,00;-0,00;136,00;-0,38;136,00;0,38
;0,01;0,34;0,01;-0,41;140,00;0,19;-0,00;140,00;0,17;0,00;140,00;-0,01;-0,00;140,00;-0,01;-0,00;140,00;-0,39;140,00;0,39
;0,01;0,80;0,01;0,41;144,00;0,20;-0,00;144,00;0,18;0,00;144,00;0,00;0,01;144,00;0,00;0,01;144,00;-0,46;144,00;0,46
;0,01;-1,07;0,01;0,91;148,00;0,21;-0,00;148,00;0,18;0,00;148,00;0,00;-0,01;148,00;0,00;-0,01;148,00;-0,57;148,00;0,57
;0,01;-0,66;0,01;-0,44;152,00;0,22;-0,00;152,00;0,19;0,00;152,00;-0,00;0,01;152,00;-0,00;0,01;152,00;-0,68;152,00;0,68
;0,01;0,22;0,01;0,00;156,00;0,23;-0,00;156,00;0,19;0,00;156,00;0,00;-0,00;156,00;0,00;-0,01;156,00;-0,74;156,00;0,74
;0,01;-0,81;0,01;0,11;160,00;0,24;-0,00;160,00;0,20;0,00;160,00;-0,00;0,00;160,00;-0,00;0,00;160,00;-0,78;160,00;0,78
;0,01;-1,75;0,01;-1,23;164,00;0,25;-0,00;164,00;0,20;0,00;164,00;0,00;-0,00;164,00;0,00;-0,00;164,00;-0,85;164,00;0,85
;0,01;-1,59;0,01;-2,12;168,00;0,26;-0,00;168,00;0,21;0,00;168,00;-0,00;0,00;168,00;-0,00;0,00;168,00;-0,93;168,00;0,93
;0,01;-0,39;0,01;-1,90;172,00;0,26;-0,00;172,00;0,22;0,00;172,00;-0,00;0,00;172,00;-0,00;0,00;172,00;-1,05;172,00;1,05
;0,01;-0,55;0,01;-0,88;176,00;0,27;-0,01;176,00;0,22;0,00;176,00;0,01;-0,00;176,00;0,01;-0,00;176,00;-1,14;176,00;1,14
;0,01;-0,34;0,01;-0,84;180,00;0,28;-0,01;180,00;0,22;0,00;180,00;-0,01;-0,00;180,00;-0,01;-0,00;180,00;-1,21;180,00;1,21
;0,01;0,68;0,01;0,14;184,00;0,29;-0,01;184,00;0,23;0,01;184,00;0,01;0,00;184,00;0,01;0,00;184,00;-1,29;184,00;1,29
;0,01;1,16;0,01;1,33;188,00;0,30;-0,01;188,00;0,23;0,01;188,00;-0,01;-0,00;188,00;-0,01;-0,00;188,00;-1,37;188,00;1,37
;0,01;0,93;0,01;1,96;192,00;0,31;-0,01;192,00;0,24;0,01;192,00;-0,00;0,00;192,00;-0,00;0,00;192,00;-1,48;192,00;1,48
;0,01;0,21;0,01;1,54;196,00;0,32;-0,01;196,00;0,24;0,01;196,00;-0,00;0,01;196,00;-0,00;0,01;196,00;-1,62;196,00;1,62
;0,01;1,13;0,01;0,88;200,00;0,33;-0,01;200,00;0,25;0,01;200,00;0,01;-0,01;200,00;0,01;-0,01;200,00;-1,62;200,00;1,62
;0,01;1,28;0,01;1,31;204,00;0,34;-0,01;204,00;0,25;0,01;204,00;-0,00;0,00;204,00;-0,01;0,00;204,00;-1,68;204,00;1,68
;0,01;0,80;0,01;0,89;208,00;0,36;-0,01;208,00;0,25;0,01;208,00;0,00;0,00;208,00;0,00;0,01;208,00;-1,69;208,00;1,69
;0,01;0,57;0,01;0,44;212,00;0,37;-0,01;212,00;0,26;0,01;212,00;-0,00;-0,01;212,00;-0,00;-0,01;212,00;-1,80;212,00;1,80
;0,01;0,81;0,01;0,22;216,00;0,38;-0,01;216,00;0,26;0,01;216,00;-0,00;0,01;216,00;-0,00;0,01;216,00;-1,73;216,00;1,73
;0,01;2,28;0,01;0,81;220,00;0,39;-0,01;220,00;0,26;0,01;220,00;-0,00;-0,00;220,00;-0,00;-0,00;220,00;-1,74;220,00;1,74
;0,01;0,67;0,01;2,04;224,00;0,40;-0,01;224,00;0,26;0,01;224,00;0,01;0,00;224,00;0,01;0,01;224,00;-1,68;224,00;1,68
;0,01;0,15;0,01;0,60;228,00;0,42;-0,01;228,00;0,27;0,01;228,00;-0,00;-0,01;228,00;-0,01;-0,01;228,00;-1,77;228,00;1,77
;0,01;0,57;0,01;0,63;232,00;0,43;-0,01;232,00;0,27;0,01;232,00;-0,00;0,00;232,00;-0,00;0,00;232,00;-1,89;232,00;1,89
;0,01;0,33;0,01;0,48;236,00;0,45;-0,02;236,00;0,27;0,01;236,00;0,00;0,00;236,00;0,00;-0,00;236,00;-2,37;236,00;2,37
;0,01;0,89;0,01;0,21;240,00;0,46;-0,02;240,00;0,27;0,01;240,00;-0,00;0,00;240,00;-0,00;0,01;240,00;-2,87;240,00;2,87
;0,01;0,02;0,01;0,40;244,00;0,48;-0,03;244,00;0,27;0,02;244,00;0,00;-0,00;244,00;0,00;-0,00;244,00;-3,49;244,00;3,49
;0,02;-0,06;0,02;-0,21;248,00;0,49;-0,04;248,00;0,27;0,02;248,00;-0,00;-0,00;248,00;-0,00;-0,01;248,00;-4,10;248,00;4,10
;0,02;-0,11;0,02;-0,19;252,00;0,51;-0,04;252,00;0,27;0,02;252,00;-0,01;0,00;252,00;-0,01;0,01;252,00;-4,75;252,00;4,75
;0,02;0,51;0,02;-0,17;256,00;0,52;-0,05;256,00;0,27;0,03;256,00;0,00;-0,00;256,00;0,01;-0,00;256,00;-5,46;256,00;5,46
;0,02;1,05;0,02;0,53;260,00;0,53;-0,06;260,00;0,27;0,03;260,00;-0,00;0,00;260,00;-0,00;0,00;260,00;-5,96;260,00;5,96
;0,02;1,07;0,02;1,08;264,00;0,55;-0,06;264,00;0,27;0,03;264,00;0,00;-0,00;264,00;-0,00;-0,01;264,00;-6,75;264,00;6,75
;0,02;0,31;0,02;1,34;268,00;0,56;-0,07;268,00;0,28;0,03;268,00;0,00;0,00;268,00;0,00;0,01;268,00;-7,16;268,00;7,16
;0,02;-0,28;0,02;0,54;272,00;0,57;-0,08;272,00;0,28;0,04;272,00;0,00;-0,00;272,00;0,00;-0,01;272,00;-7,59;272,00;7,59
;0,02;0,40;0,02;0,10;276,00;0,59;-0,08;276,00;0,28;0,04;276,00;-0,01;-0,00;276,00;-0,01;-0,00;276,00;-8,05;276,00;8,05
;0,02;0,52;0,02;0,21;280,00;0,60;-0,09;280,00;0,28;0,04;280,00;0,00;0,01;280,00;0,01;0,01;280,00;-8,63;280,00;8,63
;0,02;1,05;0,02;0,26;284,00;0,61;-0,10;284,00;0,28;0,05;284,00;0,00;-0,01;284,00;0,00;-0,01;284,00;-9,15;284,00;9,15
;0,02;-0,38;0,02;0,60;288,00;0,63;-0,11;288,00;0,28;0,05;288,00;-0,01;0,01;288,00;-0,01;0,01;288,00;-9,64;288,00;9,64
;0,02;-1,29;0,02;-0,62;292,00;0,64;-0,11;292,00;0,28;0,05;292,00;0,01;0,00;292,00;0,01;-0,00;292,00;-10,07;292,00;10,07
;0,02;-1,11;0,02;-1,29;296,00;0,66;-0,13;296,00;0,28;0,05;296,00;0,01;-0,00;296,00;0,01;-0,00;296,00;-11,00;296,00;11,00
;0,02;-1,27;0,02;-1,39;300,00;0,68;-0,14;300,00;0,28;0,06;300,00;-0,01;-0,00;300,00;-0,01;0,00;300,00;-11,56;300,00;11,56
;0,02;-1,01;0,02;-1,81;304,00;0,69;-0,15;304,00;0,28;0,06;304,00;0,00;0,00;304,00;0,00;0,00;304,00;-12,00;304,00;12,00
;0,02;-0,75;0,02;-1,37;308,00;0,71;-0,16;308,00;0,28;0,06;308,00;0,00;-0,00;308,00;0,00;-0,00;308,00;-12,82;308,00;12,82
;0,02;-1,51;0,02;-1,11;312,00;0,73;-0,18;312,00;0,28;0,07;312,00;-0,00;0,00;312,00;0,00;0,00;312,00;-13,70;312,00;13,70
;0,02;-0,39;0,02;-1,29;316,00;0,74;-0,19;316,00;0,28;0,07;316,00;0,00;-0,01;316,00;0,00;-0,01;316,00;-14,65;316,00;14,65
;0,02;-0,83;0,02;-0,11;320,00;0,75;-0,21;320,00;0,28;0,08;320,00;-0,00;0,00;320,00;0,00;0,00;320,00;-15,54;320,00;15,54
;0,02;-0,58;0,02;-0,54;324,00;0,77;-0,23;324,00;0,27;0,08;324,00;0,00;0,00;324,00;0,00;0,00;324,00;-16,48;324,00;16,48
;0,02;-0,68;0,02;-0,14;328,00;0,78;-0,24;328,00;0,27;0,09;328,00;-0,00;0,00;328,00;-0,00;0,01;328,00;-17,36;328,00;17,36
;0,02;-0,21;0,02;-0,47;332,00;0,79;-0,26;332,00;0,27;0,09;332,00;0,01;0,00;332,00;0,01;0,00;332,00;-18,29;332,00;18,29
;0,02;0,23;0,02;0,14;336,00;0,81;-0,28;336,00;0,27;0,09;336,00;-0,01;-0,02;336,00;-0,02;-0,02;336,00;-19,18;336,00;19,18
;0,02;-0,66;0,02;0,07;340,00;0,82;-0,30;340,00;0,27;0,10;340,00;0,00;0,01;340,00;0,01;0,02;340,00;-20,17;340,00;20,17
;0,02;-0,40;0,02;-0,52;344,00;0,84;-0,32;344,00;0,27;0,10;344,00;0,01;0,00;344,00;0,02;-0,01;344,00;-21,09;344,00;21,09
;0,02;-0,43;0,02;-0,42;348,00;0,85;-0,35;348,00;0,26;0,11;348,00;-0,01;-0,00;348,00;-0,02;0,00;348,00;-22,22;348,00;22,22
;0,02;-0,00;0,02;-0,46;352,00;0,86;-0,37;352,00;0,26;0,11;352,00;0,00;-0,00;352,00;0,01;-0,01;352,00;-23,28;352,00;23,28
;0,02;-0,04;0,02;-0,13;356,00;0,86;-0,40;356,00;0,26;0,12;356,00;-0,01;0,00;356,00;-0,01;0,01;356,00;-24,66;356,00;24,66
;0,02;-0,52;0,02;-0,14;360,00;0,88;-0,42;360,00;0,26;0,12;360,00;0,01;-0,00;360,00;0,01;-0,01;360,00;-25,65;360,00;25,65
;0,02;-0,24;0,02;-0,44;364,00;0,88;-0,45;364,00;0,25;0,13;364,00;-0,01;-0,01;364,00;-0,03;0,00;364,00;-26,92;364,00;26,92
;0,02;0,19;0,02;-0,08;368,00;0,89;-0,47;368,00;0,25;0,14;368,00;0,01;0,01;368,00;0,02;0,01;368,00;-28,11;368,00;28,11
;0,02;1,14;0,02;0,26;372,00;0,89;-0,51;372,00;0,25;0,14;372,00;-0,01;-0,00;372,00;-0,01;0,00;372,00;-29,77;372,00;29,77
;0,02;2,25;0,02;1,44;376,00;0,89;-0,54;376,00;0,25;0,15;376,00;0,01;-0,01;376,00;0,00;-0,02;376,00;-31,06;376,00;31,06
;0,02;2,10;0,02;2,49;380,00;0,89;-0,57;380,00;0,24;0,15;380,00;-0,01;0,00;380,00;-0,01;0,01;380,00;-32,34;380,00;32,34
;0,02;2,51;0,02;2,85;384,00;0,89;-0,60;384,00;0,24;0,16;384,00;0,01;-0,00;384,00;0,02;-0,01;384,00;-34,01;384,00;34,01
;0,02;1,01;0,02;3,10;388,00;0,89;-0,63;388,00;0,24;0,17;388,00;-0,01;-0,00;388,00;-0,01;0,01;388,00;-35,13;388,00;35,13
;0,02;1,17;0,02;1,56;392,00;0,88;-0,66;392,00;0,23;0,17;392,00;0,01;0,01;392,00;0,02;0,00;392,00;-36,73;392,00;36,73
;0,02;0,24;0,02;1,21;396,00;0,88;-0,69;396,00;0,23;0,18;396,00;-0,00;-0,01;396,00;-0,02;-0,01;396,00;-38,01;396,00;38,01
;0,02;0,22;0,02;-0,43;400,00;0,87;-0,72;400,00;0,23;0,19;400,00;-0,00;0,01;400,00;0,00;0,02;400,00;-39,78;400,00;39,78
;0,02;0,39;0,02;-0,57;404,00;0,85;-0,75;404,00;0,22;0,20;404,00;0,00;-0,01;404,00;-0,00;-0,02;404,00;-41,40;404,00;41,40
;0,02;0,32;0,02;-0,72;408,00;0,84;-0,78;408,00;0,22;0,20;408,00;-0,00;0,00;408,00;0,00;0,01;408,00;-42,82;408,00;42,82
;0,03;0,38;0,03;-0,23;412,00;0,83;-0,80;412,00;0,22;0,21;412,00;0,00;0,00;412,00;0,00;0,00;412,00;-44,00;412,00;44,00
;0,03;-0,64;0,03;-0,03;416,00;0,81;-0,84;416,00;0,21;0,22;416,00;-0,00;-0,00;416,00;-0,00;-0,00;416,00;-46,21;416,00;46,21
;0,03;-0,11;0,03;-0,38;420,00;0,79;-0,87;420,00;0,21;0,23;420,00;0,00;0,00;420,00;0,01;-0,00;420,00;-47,81;420,00;47,81
;0,03;-0,80;0,03;0,17;424,00;0,76;-0,89;424,00;0,20;0,24;424,00;-0,01;-0,00;424,00;-0,01;0,01;424,00;-49,38;424,00;49,38
;0,03;-1,49;0,03;-0,81;428,00;0,74;-0,91;428,00;0,20;0,25;428,00;0,00;0,00;428,00;0,01;-0,01;428,00;-50,82;428,00;50,82
;0,03;-0,47;0,03;-1,39;432,00;0,73;-0,94;432,00;0,20;0,25;432,00;-0,00;-0,00;432,00;-0,00;0,00;432,00;-52,16;432,00;52,16
;0,03;-0,04;0,03;-0,68;436,00;0,69;-0,96;436,00;0,19;0,26;436,00;-0,00;-0,00;436,00;-0,01;0,00;436,00;-54,25;436,00;54,25
;0,03;-0,74;0,03;-0,38;440,00;0,67;-0,97;440,00;0,19;0,27;440,00;0,01;0,00;440,00;0,01;-0,01;440,00;-55,48;440,00;55,48
;0,03;-1,56;0,03;-1,03;444,00;0,65;-0,99;444,00;0,18;0,28;444,00;-0,00;0,00;444,00;-0,00;0,01;444,00;-56,61;444,00;56,61
;0,03;-0,77;0,03;-1,30;448,00;0,62;-1,00;448,00;0,18;0,29;448,00;0,00;-0,00;448,00;-0,00;-0,01;448,00;-58,54;448,00;58,54
;0,03;-0,31;0,03;-0,65;452,00;0,58;-1,01;452,00;0,17;0,30;452,00;-0,00;0,00;452,00;-0,00;0,00;452,00;-60,01;452,00;60,01
;0,03;0,18;0,03;-0,23;456,00;0,55;-1,03;456,00;0,17;0,31;456,00;-0,00;0,00;456,00;0,00;0,00;456,00;-61,86;456,00;61,86
;0,03;-0,58;0,03;0,21;460,00;0,53;-1,03;460,00;0,16;0,32;460,00;-0,00;-0,01;460,00;-0,01;-0,00;460,00;-63,06;460,00;63,06
;0,03;-1,40;0,03;-0,36;464,00;0,50;-1,03;464,00;0,16;0,33;464,00;0,00;0,01;464,00;0,02;-0,00;464,00;-64,28;464,00;64,28
;0,03;-1,41;0,03;-1,22;468,00;0,47;-1,04;468,00;0,15;0,34;468,00;-0,00;-0,00;468,00;-0,01;-0,00;468,00;-65,88;468,00;65,88
;0,03;1,12;0,03;-1,16;472,00;0,44;-1,04;472,00;0,15;0,35;472,00;-0,00;0,00;472,00;0,00;0,00;472,00;-67,17;472,00;67,17
;0,03;0,75;0,03;0,92;476,00;0,41;-1,05;476,00;0,14;0,36;476,00;0,00;-0,00;476,00;-0,00;-0,00;476,00;-68,53;476,00;68,53
;0,03;0,50;0,03;0,43;480,00;0,37;-1,04;480,00;0,13;0,38;480,00;-0,00;-0,00;480,00;-0,00;0,00;480,00;-70,58;480,00;70,58
;0,03;0,57;0,03;1,09;484,00;0,34;-1,04;484,00;0,13;0,39;484,00;0,00;0,00;484,00;0,00;-0,00;484,00;-71,87;484,00;71,87
;0,03;-0,72;0,03;0,89;488,00;0,32;-1,02;488,00;0,13;0,41;488,00;-0,00;0,00;488,00;0,00;0,00;488,00;-72,75;488,00;72,75
;0,03;0,88;0,03;-0,15;492,00;0,29;-1,01;492,00;0,12;0,42;492,00;0,00;0,00;492,00;0,00;-0,00;492,00;-74,20;492,00;74,20
;0,03;1,85;0,03;1,05;496,00;0,26;-1,01;496,00;0,11;0,44;496,00;0,00;-0,00;496,00;-0,00;-0,00;496,00;-75,46;496,00;75,46
;0,03;0,84;0,03;1,54;500,00;0,24;-0,98;500,00;0,11;0,46;500,00;-0,00;-0,00;500,00;-0,00;0,01;500,00;-76,55;500,00;76,55
;0,03;0,26;0,03;0,66;504,00;0,22;-0,97;504,00;0,11;0,47;504,00;0,00;0,00;504,00;0,00;-0,01;504,00;-77,24;504,00;77,24
;0,03;-0,07;0,03;0,38;508,00;0,21;-0,94;508,00;0,11;0,49;508,00;-0,00;0,00;508,00;-0,00;0,00;508,00;-77,27;508,00;77,27
;0,03;-0,16;0,03;-0,09;512,00;0,19;-0,92;512,00;0,11;0,51;512,00;0,00;-0,00;512,00;-0,00;-0,00;512,00;-78,26;512,00;78,26
;0,03;-0,70;0,03;-0,47;516,00;0,18;-0,91;516,00;0,11;0,53;516,00;0,00;0,00;516,00;0,01;0,00;516,00;-78,52;516,00;78,52
;0,03;-1,21;0,03;-1,26;520,00;0,18;-0,89;520,00;0,11;0,54;520,00;0,00;-0,01;520,00;-0,01;-0,00;520,00;-78,52;520,00;78,52
;0,03;0,22;0,03;-1,56;524,00;0,18;-0,88;524,00;0,11;0,55;524,00;-0,00;0,00;524,00;0,01;0,00;524,00;-78,36;524,00;78,36
;0,03;0,99;0,03;0,06;528,00;0,18;-0,87;528,00;0,12;0,57;528,00;0,00;-0,00;528,00;-0,00;-0,00;528,00;-78,34;528,00;78,34
;0,03;-0,71;0,03;0,62;532,00;0,17;-0,86;532,00;0,12;0,58;532,00;-0,00;0,00;532,00;0,00;0,00;532,00;-78,49;532,00;78,49
;0,03;0,11;0,03;-0,31;536,00;0,17;-0,85;536,00;0,12;0,59;536,00;-0,00;-0,00;536,00;-0,00;0,00;536,00;-78,62;536,00;78,62
;0,03;0,72;0,03;0,83;540,00;0,17;-0,84;540,00;0,12;0,60;540,00;0,01;0,00;540,00;0,00;-0,01;540,00;-78,87;540,00;78,87
;0,03;0,73;0,03;1,09;544,00;0,16;-0,84;544,00;0,12;0,61;544,00;-0,00;0,00;544,00;0,00;0,00;544,00;-79,07;544,00;79,07
;0,03;0,05;0,03;0,92;548,00;0,15;-0,83;548,00;0,12;0,63;548,00;-0,00;-0,00;548,00;-0,00;0,00;548,00;-79,38;548,00;79,38
;0,03;-0,28;0,03;0,08;552,00;0,15;-0,82;552,00;0,12;0,64;552,00;0,01;0,00;552,00;0,00;-0,01;552,00;-79,69;552,00;79,69
;0,03;0,04;0,03;-0,16;556,00;0,15;-0,81;556,00;0,12;0,66;556,00;-0,00;0,00;556,00;0,00;0,00;556,00;-79,82;556,00;79,82
;0,03;-1,04;0,03;-0,42;560,00;0,14;-0,80;560,00;0,12;0,67;560,00;-0,00;-0,01;560,00;-0,01;0,00;560,00;-79,92;560,00;79,92
;0,03;-1,28;0,03;-1,56;564,00;0,14;-0,80;564,00;0,12;0,68;564,00;0,00;0,01;564,00;0,01;-0,00;564,00;-80,01;564,00;80,01
;0,03;-1,03;0,03;-1,75;568,00;0,14;-0,79;568,00;0,12;0,70;568,00;-0,00;-0,00;568,00;-0,00;0,00;568,00;-80,13;568,00;80,13
;0,03;-0,52;0,03;-1,45;572,00;0,13;-0,78;572,00;0,12;0,71;572,00;0,00;-0,00;572,00;-0,00;-0,00;572,00;-80,15;572,00;80,15
;0,04;-0,19;0,04;-0,78;576,00;0,13;-0,77;576,00;0,13;0,73;576,00;-0,00;0,00;576,00;0,00;0,00;576,00;-80,09;576,00;80,09
;0,04;-0,51;0,04;-0,20;580,00;0,13;-0,76;580,00;0,13;0,74;580,00;0,00;-0,00;580,00;0,00;-0,00;580,00;-80,14;580,00;80,14
;0,04;0,18;0,04;-0,08;584,00;0,13;-0,75;584,00;0,13;0,76;584,00;-0,00;-0,00;584,00;-0,00;0,00;584,00;-80,03;584,00;80,03
;0,04;0,92;0,04;0,89;588,00;0,13;-0,75;588,00;0,14;0,77;588,00;-0,00;0,00;588,00;0,00;0,00;588,00;-79,86;588,00;79,86
;0,04;1,25;0,04;1,45;592,00;0,13;-0,74;592,00;0,14;0,78;592,00;0,01;-0,00;592,00;-0,00;-0,01;592,00;-79,85;592,00;79,85
;0,04;1,56;0,04;1,85;596,00;0,13;-0,74;596,00;0,14;0,79;596,00;0,00;-0,00;596,00;-0,00;-0,00;596,00;-79,78;596,00;79,78
;0,04;1,23;0,04;1,98;600,00;0,13;-0,74;600,00;0,14;0,80;600,00;-0,01;0,01;600,00;0,01;0,01;600,00;-79,69;600,00;79,69
;0,04;0,26;0,04;1,53;604,00;0,13;-0,73;604,00;0,15;0,81;604,00;0,00;-0,01;604,00;-0,01;-0,00;604,00;-79,74;604,00;79,74
